seed_id,dataset,family,query,compound,entity,entity_type,template
disorder_02451,disorder,pair_core,2C-T-7 Eating disorders clinical trial,2C-T-7,Eating disorders,indication,{compound} {entity} clinical trial
disorder_02452,disorder,pair_core,2C-T-7 Eating disorders randomized placebo,2C-T-7,Eating disorders,indication,{compound} {entity} randomized placebo
disorder_02453,disorder,pair_core,2C-T-7 Eating disorders treatment outcome,2C-T-7,Eating disorders,indication,{compound} {entity} treatment outcome
disorder_02454,disorder,pair_core,2C-T-7 Anorexia nervosa clinical trial,2C-T-7,Anorexia nervosa,indication,{compound} {entity} clinical trial
disorder_02455,disorder,pair_core,2C-T-7 Anorexia nervosa randomized placebo,2C-T-7,Anorexia nervosa,indication,{compound} {entity} randomized placebo
disorder_02456,disorder,pair_core,2C-T-7 Anorexia nervosa treatment outcome,2C-T-7,Anorexia nervosa,indication,{compound} {entity} treatment outcome
disorder_02457,disorder,pair_core,2C-T-7 Bulimia nervosa clinical trial,2C-T-7,Bulimia nervosa,indication,{compound} {entity} clinical trial
disorder_02458,disorder,pair_core,2C-T-7 Bulimia nervosa randomized placebo,2C-T-7,Bulimia nervosa,indication,{compound} {entity} randomized placebo
disorder_02459,disorder,pair_core,2C-T-7 Bulimia nervosa treatment outcome,2C-T-7,Bulimia nervosa,indication,{compound} {entity} treatment outcome
disorder_02460,disorder,pair_core,2C-T-7 Binge-eating disorder clinical trial,2C-T-7,Binge-eating disorder,indication,{compound} {entity} clinical trial
disorder_02461,disorder,pair_core,2C-T-7 Binge-eating disorder randomized placebo,2C-T-7,Binge-eating disorder,indication,{compound} {entity} randomized placebo
disorder_02462,disorder,pair_core,2C-T-7 Binge-eating disorder treatment outcome,2C-T-7,Binge-eating disorder,indication,{compound} {entity} treatment outcome
disorder_02463,disorder,pair_core,2C-T-7 Autism spectrum disorder clinical trial,2C-T-7,Autism spectrum disorder,indication,{compound} {entity} clinical trial
disorder_02464,disorder,pair_core,2C-T-7 Autism spectrum disorder randomized placebo,2C-T-7,Autism spectrum disorder,indication,{compound} {entity} randomized placebo
disorder_02465,disorder,pair_core,2C-T-7 Autism spectrum disorder treatment outcome,2C-T-7,Autism spectrum disorder,indication,{compound} {entity} treatment outcome
disorder_02466,disorder,pair_core,2C-T-7 Demoralization clinical trial,2C-T-7,Demoralization,indication,{compound} {entity} clinical trial
disorder_02467,disorder,pair_core,2C-T-7 Demoralization randomized placebo,2C-T-7,Demoralization,indication,{compound} {entity} randomized placebo
disorder_02468,disorder,pair_core,2C-T-7 Demoralization treatment outcome,2C-T-7,Demoralization,indication,{compound} {entity} treatment outcome
disorder_02469,disorder,pair_core,2C-T-7 Suicidal ideation clinical trial,2C-T-7,Suicidal ideation,indication,{compound} {entity} clinical trial
disorder_02470,disorder,pair_core,2C-T-7 Suicidal ideation randomized placebo,2C-T-7,Suicidal ideation,indication,{compound} {entity} randomized placebo
disorder_02471,disorder,pair_core,2C-T-7 Suicidal ideation treatment outcome,2C-T-7,Suicidal ideation,indication,{compound} {entity} treatment outcome
disorder_02472,disorder,pair_core,2C-T-7 Cluster headache clinical trial,2C-T-7,Cluster headache,indication,{compound} {entity} clinical trial
disorder_02473,disorder,pair_core,2C-T-7 Cluster headache randomized placebo,2C-T-7,Cluster headache,indication,{compound} {entity} randomized placebo
disorder_02474,disorder,pair_core,2C-T-7 Cluster headache treatment outcome,2C-T-7,Cluster headache,indication,{compound} {entity} treatment outcome
disorder_02475,disorder,pair_core,2C-T-7 Headache disorders clinical trial,2C-T-7,Headache disorders,indication,{compound} {entity} clinical trial
disorder_02476,disorder,pair_core,2C-T-7 Headache disorders randomized placebo,2C-T-7,Headache disorders,indication,{compound} {entity} randomized placebo
disorder_02477,disorder,pair_core,2C-T-7 Headache disorders treatment outcome,2C-T-7,Headache disorders,indication,{compound} {entity} treatment outcome
disorder_02478,disorder,pair_core,2C-T-7 Migraine clinical trial,2C-T-7,Migraine,indication,{compound} {entity} clinical trial
disorder_02479,disorder,pair_core,2C-T-7 Migraine randomized placebo,2C-T-7,Migraine,indication,{compound} {entity} randomized placebo
disorder_02480,disorder,pair_core,2C-T-7 Migraine treatment outcome,2C-T-7,Migraine,indication,{compound} {entity} treatment outcome
disorder_02481,disorder,pair_core,2C-T-7 Chronic pain clinical trial,2C-T-7,Chronic pain,indication,{compound} {entity} clinical trial
disorder_02482,disorder,pair_core,2C-T-7 Chronic pain randomized placebo,2C-T-7,Chronic pain,indication,{compound} {entity} randomized placebo
disorder_02483,disorder,pair_core,2C-T-7 Chronic pain treatment outcome,2C-T-7,Chronic pain,indication,{compound} {entity} treatment outcome
disorder_02484,disorder,pair_core,2C-T-7 Fibromyalgia clinical trial,2C-T-7,Fibromyalgia,indication,{compound} {entity} clinical trial
disorder_02485,disorder,pair_core,2C-T-7 Fibromyalgia randomized placebo,2C-T-7,Fibromyalgia,indication,{compound} {entity} randomized placebo
disorder_02486,disorder,pair_core,2C-T-7 Fibromyalgia treatment outcome,2C-T-7,Fibromyalgia,indication,{compound} {entity} treatment outcome
disorder_02487,disorder,pair_core,5-MeO-DiPT Treatment-resistant depression clinical trial,5-MeO-DiPT,Treatment-resistant depression,indication,{compound} {entity} clinical trial
disorder_02488,disorder,pair_core,5-MeO-DiPT Treatment-resistant depression randomized placebo,5-MeO-DiPT,Treatment-resistant depression,indication,{compound} {entity} randomized placebo
disorder_02489,disorder,pair_core,5-MeO-DiPT Treatment-resistant depression treatment outcome,5-MeO-DiPT,Treatment-resistant depression,indication,{compound} {entity} treatment outcome
disorder_02490,disorder,pair_core,5-MeO-DiPT Major depressive disorder clinical trial,5-MeO-DiPT,Major depressive disorder,indication,{compound} {entity} clinical trial
disorder_02491,disorder,pair_core,5-MeO-DiPT Major depressive disorder randomized placebo,5-MeO-DiPT,Major depressive disorder,indication,{compound} {entity} randomized placebo
disorder_02492,disorder,pair_core,5-MeO-DiPT Major depressive disorder treatment outcome,5-MeO-DiPT,Major depressive disorder,indication,{compound} {entity} treatment outcome
disorder_02493,disorder,pair_core,5-MeO-DiPT Bipolar depression clinical trial,5-MeO-DiPT,Bipolar depression,indication,{compound} {entity} clinical trial
disorder_02494,disorder,pair_core,5-MeO-DiPT Bipolar depression randomized placebo,5-MeO-DiPT,Bipolar depression,indication,{compound} {entity} randomized placebo
disorder_02495,disorder,pair_core,5-MeO-DiPT Bipolar depression treatment outcome,5-MeO-DiPT,Bipolar depression,indication,{compound} {entity} treatment outcome
disorder_02496,disorder,pair_core,5-MeO-DiPT Persistent depressive disorder clinical trial,5-MeO-DiPT,Persistent depressive disorder,indication,{compound} {entity} clinical trial
disorder_02497,disorder,pair_core,5-MeO-DiPT Persistent depressive disorder randomized placebo,5-MeO-DiPT,Persistent depressive disorder,indication,{compound} {entity} randomized placebo
disorder_02498,disorder,pair_core,5-MeO-DiPT Persistent depressive disorder treatment outcome,5-MeO-DiPT,Persistent depressive disorder,indication,{compound} {entity} treatment outcome
disorder_02499,disorder,pair_core,5-MeO-DiPT Post-traumatic stress disorder clinical trial,5-MeO-DiPT,Post-traumatic stress disorder,indication,{compound} {entity} clinical trial
disorder_02500,disorder,pair_core,5-MeO-DiPT Post-traumatic stress disorder randomized placebo,5-MeO-DiPT,Post-traumatic stress disorder,indication,{compound} {entity} randomized placebo
disorder_02501,disorder,pair_core,5-MeO-DiPT Post-traumatic stress disorder treatment outcome,5-MeO-DiPT,Post-traumatic stress disorder,indication,{compound} {entity} treatment outcome
disorder_02502,disorder,pair_core,5-MeO-DiPT Complex post-traumatic stress disorder clinical trial,5-MeO-DiPT,Complex post-traumatic stress disorder,indication,{compound} {entity} clinical trial
disorder_02503,disorder,pair_core,5-MeO-DiPT Complex post-traumatic stress disorder randomized placebo,5-MeO-DiPT,Complex post-traumatic stress disorder,indication,{compound} {entity} randomized placebo
disorder_02504,disorder,pair_core,5-MeO-DiPT Complex post-traumatic stress disorder treatment outcome,5-MeO-DiPT,Complex post-traumatic stress disorder,indication,{compound} {entity} treatment outcome
disorder_02505,disorder,pair_core,5-MeO-DiPT Alcohol use disorder clinical trial,5-MeO-DiPT,Alcohol use disorder,indication,{compound} {entity} clinical trial
disorder_02506,disorder,pair_core,5-MeO-DiPT Alcohol use disorder randomized placebo,5-MeO-DiPT,Alcohol use disorder,indication,{compound} {entity} randomized placebo
disorder_02507,disorder,pair_core,5-MeO-DiPT Alcohol use disorder treatment outcome,5-MeO-DiPT,Alcohol use disorder,indication,{compound} {entity} treatment outcome
disorder_02508,disorder,pair_core,5-MeO-DiPT Tobacco use disorder clinical trial,5-MeO-DiPT,Tobacco use disorder,indication,{compound} {entity} clinical trial
disorder_02509,disorder,pair_core,5-MeO-DiPT Tobacco use disorder randomized placebo,5-MeO-DiPT,Tobacco use disorder,indication,{compound} {entity} randomized placebo
disorder_02510,disorder,pair_core,5-MeO-DiPT Tobacco use disorder treatment outcome,5-MeO-DiPT,Tobacco use disorder,indication,{compound} {entity} treatment outcome
disorder_02511,disorder,pair_core,5-MeO-DiPT Nicotine dependence clinical trial,5-MeO-DiPT,Nicotine dependence,indication,{compound} {entity} clinical trial
disorder_02512,disorder,pair_core,5-MeO-DiPT Nicotine dependence randomized placebo,5-MeO-DiPT,Nicotine dependence,indication,{compound} {entity} randomized placebo
disorder_02513,disorder,pair_core,5-MeO-DiPT Nicotine dependence treatment outcome,5-MeO-DiPT,Nicotine dependence,indication,{compound} {entity} treatment outcome
disorder_02514,disorder,pair_core,5-MeO-DiPT Opioid use disorder clinical trial,5-MeO-DiPT,Opioid use disorder,indication,{compound} {entity} clinical trial
disorder_02515,disorder,pair_core,5-MeO-DiPT Opioid use disorder randomized placebo,5-MeO-DiPT,Opioid use disorder,indication,{compound} {entity} randomized placebo
disorder_02516,disorder,pair_core,5-MeO-DiPT Opioid use disorder treatment outcome,5-MeO-DiPT,Opioid use disorder,indication,{compound} {entity} treatment outcome
disorder_02517,disorder,pair_core,5-MeO-DiPT Cannabis use disorder clinical trial,5-MeO-DiPT,Cannabis use disorder,indication,{compound} {entity} clinical trial
disorder_02518,disorder,pair_core,5-MeO-DiPT Cannabis use disorder randomized placebo,5-MeO-DiPT,Cannabis use disorder,indication,{compound} {entity} randomized placebo
disorder_02519,disorder,pair_core,5-MeO-DiPT Cannabis use disorder treatment outcome,5-MeO-DiPT,Cannabis use disorder,indication,{compound} {entity} treatment outcome
disorder_02520,disorder,pair_core,5-MeO-DiPT Cocaine use disorder clinical trial,5-MeO-DiPT,Cocaine use disorder,indication,{compound} {entity} clinical trial
disorder_02521,disorder,pair_core,5-MeO-DiPT Cocaine use disorder randomized placebo,5-MeO-DiPT,Cocaine use disorder,indication,{compound} {entity} randomized placebo
disorder_02522,disorder,pair_core,5-MeO-DiPT Cocaine use disorder treatment outcome,5-MeO-DiPT,Cocaine use disorder,indication,{compound} {entity} treatment outcome
disorder_02523,disorder,pair_core,5-MeO-DiPT Methamphetamine use disorder clinical trial,5-MeO-DiPT,Methamphetamine use disorder,indication,{compound} {entity} clinical trial
disorder_02524,disorder,pair_core,5-MeO-DiPT Methamphetamine use disorder randomized placebo,5-MeO-DiPT,Methamphetamine use disorder,indication,{compound} {entity} randomized placebo
disorder_02525,disorder,pair_core,5-MeO-DiPT Methamphetamine use disorder treatment outcome,5-MeO-DiPT,Methamphetamine use disorder,indication,{compound} {entity} treatment outcome
disorder_02526,disorder,pair_core,5-MeO-DiPT Stimulant use disorder clinical trial,5-MeO-DiPT,Stimulant use disorder,indication,{compound} {entity} clinical trial
disorder_02527,disorder,pair_core,5-MeO-DiPT Stimulant use disorder randomized placebo,5-MeO-DiPT,Stimulant use disorder,indication,{compound} {entity} randomized placebo
disorder_02528,disorder,pair_core,5-MeO-DiPT Stimulant use disorder treatment outcome,5-MeO-DiPT,Stimulant use disorder,indication,{compound} {entity} treatment outcome
disorder_02529,disorder,pair_core,5-MeO-DiPT Substance use disorder clinical trial,5-MeO-DiPT,Substance use disorder,indication,{compound} {entity} clinical trial
disorder_02530,disorder,pair_core,5-MeO-DiPT Substance use disorder randomized placebo,5-MeO-DiPT,Substance use disorder,indication,{compound} {entity} randomized placebo
disorder_02531,disorder,pair_core,5-MeO-DiPT Substance use disorder treatment outcome,5-MeO-DiPT,Substance use disorder,indication,{compound} {entity} treatment outcome
disorder_02532,disorder,pair_core,5-MeO-DiPT Generalized anxiety disorder clinical trial,5-MeO-DiPT,Generalized anxiety disorder,indication,{compound} {entity} clinical trial
disorder_02533,disorder,pair_core,5-MeO-DiPT Generalized anxiety disorder randomized placebo,5-MeO-DiPT,Generalized anxiety disorder,indication,{compound} {entity} randomized placebo
disorder_02534,disorder,pair_core,5-MeO-DiPT Generalized anxiety disorder treatment outcome,5-MeO-DiPT,Generalized anxiety disorder,indication,{compound} {entity} treatment outcome
disorder_02535,disorder,pair_core,5-MeO-DiPT Social anxiety disorder clinical trial,5-MeO-DiPT,Social anxiety disorder,indication,{compound} {entity} clinical trial
disorder_02536,disorder,pair_core,5-MeO-DiPT Social anxiety disorder randomized placebo,5-MeO-DiPT,Social anxiety disorder,indication,{compound} {entity} randomized placebo
disorder_02537,disorder,pair_core,5-MeO-DiPT Social anxiety disorder treatment outcome,5-MeO-DiPT,Social anxiety disorder,indication,{compound} {entity} treatment outcome
disorder_02538,disorder,pair_core,5-MeO-DiPT Distress associated with life-threatening disease clinical trial,5-MeO-DiPT,Distress associated with life-threatening disease,indication,{compound} {entity} clinical trial
disorder_02539,disorder,pair_core,5-MeO-DiPT Distress associated with life-threatening disease randomized placebo,5-MeO-DiPT,Distress associated with life-threatening disease,indication,{compound} {entity} randomized placebo
disorder_02540,disorder,pair_core,5-MeO-DiPT Distress associated with life-threatening disease treatment outcome,5-MeO-DiPT,Distress associated with life-threatening disease,indication,{compound} {entity} treatment outcome
disorder_02541,disorder,pair_core,5-MeO-DiPT Obsessive-compulsive disorder clinical trial,5-MeO-DiPT,Obsessive-compulsive disorder,indication,{compound} {entity} clinical trial
disorder_02542,disorder,pair_core,5-MeO-DiPT Obsessive-compulsive disorder randomized placebo,5-MeO-DiPT,Obsessive-compulsive disorder,indication,{compound} {entity} randomized placebo
disorder_02543,disorder,pair_core,5-MeO-DiPT Obsessive-compulsive disorder treatment outcome,5-MeO-DiPT,Obsessive-compulsive disorder,indication,{compound} {entity} treatment outcome
disorder_02544,disorder,pair_core,5-MeO-DiPT Eating disorders clinical trial,5-MeO-DiPT,Eating disorders,indication,{compound} {entity} clinical trial
disorder_02545,disorder,pair_core,5-MeO-DiPT Eating disorders randomized placebo,5-MeO-DiPT,Eating disorders,indication,{compound} {entity} randomized placebo
disorder_02546,disorder,pair_core,5-MeO-DiPT Eating disorders treatment outcome,5-MeO-DiPT,Eating disorders,indication,{compound} {entity} treatment outcome
disorder_02547,disorder,pair_core,5-MeO-DiPT Anorexia nervosa clinical trial,5-MeO-DiPT,Anorexia nervosa,indication,{compound} {entity} clinical trial
disorder_02548,disorder,pair_core,5-MeO-DiPT Anorexia nervosa randomized placebo,5-MeO-DiPT,Anorexia nervosa,indication,{compound} {entity} randomized placebo
disorder_02549,disorder,pair_core,5-MeO-DiPT Anorexia nervosa treatment outcome,5-MeO-DiPT,Anorexia nervosa,indication,{compound} {entity} treatment outcome
disorder_02550,disorder,pair_core,5-MeO-DiPT Bulimia nervosa clinical trial,5-MeO-DiPT,Bulimia nervosa,indication,{compound} {entity} clinical trial
disorder_02551,disorder,pair_core,5-MeO-DiPT Bulimia nervosa randomized placebo,5-MeO-DiPT,Bulimia nervosa,indication,{compound} {entity} randomized placebo
disorder_02552,disorder,pair_core,5-MeO-DiPT Bulimia nervosa treatment outcome,5-MeO-DiPT,Bulimia nervosa,indication,{compound} {entity} treatment outcome
disorder_02553,disorder,pair_core,5-MeO-DiPT Binge-eating disorder clinical trial,5-MeO-DiPT,Binge-eating disorder,indication,{compound} {entity} clinical trial
disorder_02554,disorder,pair_core,5-MeO-DiPT Binge-eating disorder randomized placebo,5-MeO-DiPT,Binge-eating disorder,indication,{compound} {entity} randomized placebo
disorder_02555,disorder,pair_core,5-MeO-DiPT Binge-eating disorder treatment outcome,5-MeO-DiPT,Binge-eating disorder,indication,{compound} {entity} treatment outcome
disorder_02556,disorder,pair_core,5-MeO-DiPT Autism spectrum disorder clinical trial,5-MeO-DiPT,Autism spectrum disorder,indication,{compound} {entity} clinical trial
disorder_02557,disorder,pair_core,5-MeO-DiPT Autism spectrum disorder randomized placebo,5-MeO-DiPT,Autism spectrum disorder,indication,{compound} {entity} randomized placebo
disorder_02558,disorder,pair_core,5-MeO-DiPT Autism spectrum disorder treatment outcome,5-MeO-DiPT,Autism spectrum disorder,indication,{compound} {entity} treatment outcome
disorder_02559,disorder,pair_core,5-MeO-DiPT Demoralization clinical trial,5-MeO-DiPT,Demoralization,indication,{compound} {entity} clinical trial
disorder_02560,disorder,pair_core,5-MeO-DiPT Demoralization randomized placebo,5-MeO-DiPT,Demoralization,indication,{compound} {entity} randomized placebo
disorder_02561,disorder,pair_core,5-MeO-DiPT Demoralization treatment outcome,5-MeO-DiPT,Demoralization,indication,{compound} {entity} treatment outcome
disorder_02562,disorder,pair_core,5-MeO-DiPT Suicidal ideation clinical trial,5-MeO-DiPT,Suicidal ideation,indication,{compound} {entity} clinical trial
disorder_02563,disorder,pair_core,5-MeO-DiPT Suicidal ideation randomized placebo,5-MeO-DiPT,Suicidal ideation,indication,{compound} {entity} randomized placebo
disorder_02564,disorder,pair_core,5-MeO-DiPT Suicidal ideation treatment outcome,5-MeO-DiPT,Suicidal ideation,indication,{compound} {entity} treatment outcome
disorder_02565,disorder,pair_core,5-MeO-DiPT Cluster headache clinical trial,5-MeO-DiPT,Cluster headache,indication,{compound} {entity} clinical trial
disorder_02566,disorder,pair_core,5-MeO-DiPT Cluster headache randomized placebo,5-MeO-DiPT,Cluster headache,indication,{compound} {entity} randomized placebo
disorder_02567,disorder,pair_core,5-MeO-DiPT Cluster headache treatment outcome,5-MeO-DiPT,Cluster headache,indication,{compound} {entity} treatment outcome
disorder_02568,disorder,pair_core,5-MeO-DiPT Headache disorders clinical trial,5-MeO-DiPT,Headache disorders,indication,{compound} {entity} clinical trial
disorder_02569,disorder,pair_core,5-MeO-DiPT Headache disorders randomized placebo,5-MeO-DiPT,Headache disorders,indication,{compound} {entity} randomized placebo
disorder_02570,disorder,pair_core,5-MeO-DiPT Headache disorders treatment outcome,5-MeO-DiPT,Headache disorders,indication,{compound} {entity} treatment outcome
disorder_02571,disorder,pair_core,5-MeO-DiPT Migraine clinical trial,5-MeO-DiPT,Migraine,indication,{compound} {entity} clinical trial
disorder_02572,disorder,pair_core,5-MeO-DiPT Migraine randomized placebo,5-MeO-DiPT,Migraine,indication,{compound} {entity} randomized placebo
disorder_02573,disorder,pair_core,5-MeO-DiPT Migraine treatment outcome,5-MeO-DiPT,Migraine,indication,{compound} {entity} treatment outcome
disorder_02574,disorder,pair_core,5-MeO-DiPT Chronic pain clinical trial,5-MeO-DiPT,Chronic pain,indication,{compound} {entity} clinical trial
disorder_02575,disorder,pair_core,5-MeO-DiPT Chronic pain randomized placebo,5-MeO-DiPT,Chronic pain,indication,{compound} {entity} randomized placebo
disorder_02576,disorder,pair_core,5-MeO-DiPT Chronic pain treatment outcome,5-MeO-DiPT,Chronic pain,indication,{compound} {entity} treatment outcome
disorder_02577,disorder,pair_core,5-MeO-DiPT Fibromyalgia clinical trial,5-MeO-DiPT,Fibromyalgia,indication,{compound} {entity} clinical trial
disorder_02578,disorder,pair_core,5-MeO-DiPT Fibromyalgia randomized placebo,5-MeO-DiPT,Fibromyalgia,indication,{compound} {entity} randomized placebo
disorder_02579,disorder,pair_core,5-MeO-DiPT Fibromyalgia treatment outcome,5-MeO-DiPT,Fibromyalgia,indication,{compound} {entity} treatment outcome
disorder_02580,disorder,pair_core,DiPT Treatment-resistant depression clinical trial,DiPT,Treatment-resistant depression,indication,{compound} {entity} clinical trial
disorder_02581,disorder,pair_core,DiPT Treatment-resistant depression randomized placebo,DiPT,Treatment-resistant depression,indication,{compound} {entity} randomized placebo
disorder_02582,disorder,pair_core,DiPT Treatment-resistant depression treatment outcome,DiPT,Treatment-resistant depression,indication,{compound} {entity} treatment outcome
disorder_02583,disorder,pair_core,DiPT Major depressive disorder clinical trial,DiPT,Major depressive disorder,indication,{compound} {entity} clinical trial
disorder_02584,disorder,pair_core,DiPT Major depressive disorder randomized placebo,DiPT,Major depressive disorder,indication,{compound} {entity} randomized placebo
disorder_02585,disorder,pair_core,DiPT Major depressive disorder treatment outcome,DiPT,Major depressive disorder,indication,{compound} {entity} treatment outcome
disorder_02586,disorder,pair_core,DiPT Bipolar depression clinical trial,DiPT,Bipolar depression,indication,{compound} {entity} clinical trial
disorder_02587,disorder,pair_core,DiPT Bipolar depression randomized placebo,DiPT,Bipolar depression,indication,{compound} {entity} randomized placebo
disorder_02588,disorder,pair_core,DiPT Bipolar depression treatment outcome,DiPT,Bipolar depression,indication,{compound} {entity} treatment outcome
disorder_02589,disorder,pair_core,DiPT Persistent depressive disorder clinical trial,DiPT,Persistent depressive disorder,indication,{compound} {entity} clinical trial
disorder_02590,disorder,pair_core,DiPT Persistent depressive disorder randomized placebo,DiPT,Persistent depressive disorder,indication,{compound} {entity} randomized placebo
disorder_02591,disorder,pair_core,DiPT Persistent depressive disorder treatment outcome,DiPT,Persistent depressive disorder,indication,{compound} {entity} treatment outcome
disorder_02592,disorder,pair_core,DiPT Post-traumatic stress disorder clinical trial,DiPT,Post-traumatic stress disorder,indication,{compound} {entity} clinical trial
disorder_02593,disorder,pair_core,DiPT Post-traumatic stress disorder randomized placebo,DiPT,Post-traumatic stress disorder,indication,{compound} {entity} randomized placebo
disorder_02594,disorder,pair_core,DiPT Post-traumatic stress disorder treatment outcome,DiPT,Post-traumatic stress disorder,indication,{compound} {entity} treatment outcome
disorder_02595,disorder,pair_core,DiPT Complex post-traumatic stress disorder clinical trial,DiPT,Complex post-traumatic stress disorder,indication,{compound} {entity} clinical trial
disorder_02596,disorder,pair_core,DiPT Complex post-traumatic stress disorder randomized placebo,DiPT,Complex post-traumatic stress disorder,indication,{compound} {entity} randomized placebo
disorder_02597,disorder,pair_core,DiPT Complex post-traumatic stress disorder treatment outcome,DiPT,Complex post-traumatic stress disorder,indication,{compound} {entity} treatment outcome
disorder_02598,disorder,pair_core,DiPT Alcohol use disorder clinical trial,DiPT,Alcohol use disorder,indication,{compound} {entity} clinical trial
disorder_02599,disorder,pair_core,DiPT Alcohol use disorder randomized placebo,DiPT,Alcohol use disorder,indication,{compound} {entity} randomized placebo
disorder_02600,disorder,pair_core,DiPT Alcohol use disorder treatment outcome,DiPT,Alcohol use disorder,indication,{compound} {entity} treatment outcome
disorder_02601,disorder,pair_core,DiPT Tobacco use disorder clinical trial,DiPT,Tobacco use disorder,indication,{compound} {entity} clinical trial
disorder_02602,disorder,pair_core,DiPT Tobacco use disorder randomized placebo,DiPT,Tobacco use disorder,indication,{compound} {entity} randomized placebo
disorder_02603,disorder,pair_core,DiPT Tobacco use disorder treatment outcome,DiPT,Tobacco use disorder,indication,{compound} {entity} treatment outcome
disorder_02604,disorder,pair_core,DiPT Nicotine dependence clinical trial,DiPT,Nicotine dependence,indication,{compound} {entity} clinical trial
disorder_02605,disorder,pair_core,DiPT Nicotine dependence randomized placebo,DiPT,Nicotine dependence,indication,{compound} {entity} randomized placebo
disorder_02606,disorder,pair_core,DiPT Nicotine dependence treatment outcome,DiPT,Nicotine dependence,indication,{compound} {entity} treatment outcome
disorder_02607,disorder,pair_core,DiPT Opioid use disorder clinical trial,DiPT,Opioid use disorder,indication,{compound} {entity} clinical trial
disorder_02608,disorder,pair_core,DiPT Opioid use disorder randomized placebo,DiPT,Opioid use disorder,indication,{compound} {entity} randomized placebo
disorder_02609,disorder,pair_core,DiPT Opioid use disorder treatment outcome,DiPT,Opioid use disorder,indication,{compound} {entity} treatment outcome
disorder_02610,disorder,pair_core,DiPT Cannabis use disorder clinical trial,DiPT,Cannabis use disorder,indication,{compound} {entity} clinical trial
disorder_02611,disorder,pair_core,DiPT Cannabis use disorder randomized placebo,DiPT,Cannabis use disorder,indication,{compound} {entity} randomized placebo
disorder_02612,disorder,pair_core,DiPT Cannabis use disorder treatment outcome,DiPT,Cannabis use disorder,indication,{compound} {entity} treatment outcome
disorder_02613,disorder,pair_core,DiPT Cocaine use disorder clinical trial,DiPT,Cocaine use disorder,indication,{compound} {entity} clinical trial
disorder_02614,disorder,pair_core,DiPT Cocaine use disorder randomized placebo,DiPT,Cocaine use disorder,indication,{compound} {entity} randomized placebo
disorder_02615,disorder,pair_core,DiPT Cocaine use disorder treatment outcome,DiPT,Cocaine use disorder,indication,{compound} {entity} treatment outcome
disorder_02616,disorder,pair_core,DiPT Methamphetamine use disorder clinical trial,DiPT,Methamphetamine use disorder,indication,{compound} {entity} clinical trial
disorder_02617,disorder,pair_core,DiPT Methamphetamine use disorder randomized placebo,DiPT,Methamphetamine use disorder,indication,{compound} {entity} randomized placebo
disorder_02618,disorder,pair_core,DiPT Methamphetamine use disorder treatment outcome,DiPT,Methamphetamine use disorder,indication,{compound} {entity} treatment outcome
disorder_02619,disorder,pair_core,DiPT Stimulant use disorder clinical trial,DiPT,Stimulant use disorder,indication,{compound} {entity} clinical trial
disorder_02620,disorder,pair_core,DiPT Stimulant use disorder randomized placebo,DiPT,Stimulant use disorder,indication,{compound} {entity} randomized placebo
disorder_02621,disorder,pair_core,DiPT Stimulant use disorder treatment outcome,DiPT,Stimulant use disorder,indication,{compound} {entity} treatment outcome
disorder_02622,disorder,pair_core,DiPT Substance use disorder clinical trial,DiPT,Substance use disorder,indication,{compound} {entity} clinical trial
disorder_02623,disorder,pair_core,DiPT Substance use disorder randomized placebo,DiPT,Substance use disorder,indication,{compound} {entity} randomized placebo
disorder_02624,disorder,pair_core,DiPT Substance use disorder treatment outcome,DiPT,Substance use disorder,indication,{compound} {entity} treatment outcome
disorder_02625,disorder,pair_core,DiPT Generalized anxiety disorder clinical trial,DiPT,Generalized anxiety disorder,indication,{compound} {entity} clinical trial
disorder_02626,disorder,pair_core,DiPT Generalized anxiety disorder randomized placebo,DiPT,Generalized anxiety disorder,indication,{compound} {entity} randomized placebo
disorder_02627,disorder,pair_core,DiPT Generalized anxiety disorder treatment outcome,DiPT,Generalized anxiety disorder,indication,{compound} {entity} treatment outcome
disorder_02628,disorder,pair_core,DiPT Social anxiety disorder clinical trial,DiPT,Social anxiety disorder,indication,{compound} {entity} clinical trial
disorder_02629,disorder,pair_core,DiPT Social anxiety disorder randomized placebo,DiPT,Social anxiety disorder,indication,{compound} {entity} randomized placebo
disorder_02630,disorder,pair_core,DiPT Social anxiety disorder treatment outcome,DiPT,Social anxiety disorder,indication,{compound} {entity} treatment outcome
disorder_02631,disorder,pair_core,DiPT Distress associated with life-threatening disease clinical trial,DiPT,Distress associated with life-threatening disease,indication,{compound} {entity} clinical trial
disorder_02632,disorder,pair_core,DiPT Distress associated with life-threatening disease randomized placebo,DiPT,Distress associated with life-threatening disease,indication,{compound} {entity} randomized placebo
disorder_02633,disorder,pair_core,DiPT Distress associated with life-threatening disease treatment outcome,DiPT,Distress associated with life-threatening disease,indication,{compound} {entity} treatment outcome
disorder_02634,disorder,pair_core,DiPT Obsessive-compulsive disorder clinical trial,DiPT,Obsessive-compulsive disorder,indication,{compound} {entity} clinical trial
disorder_02635,disorder,pair_core,DiPT Obsessive-compulsive disorder randomized placebo,DiPT,Obsessive-compulsive disorder,indication,{compound} {entity} randomized placebo
disorder_02636,disorder,pair_core,DiPT Obsessive-compulsive disorder treatment outcome,DiPT,Obsessive-compulsive disorder,indication,{compound} {entity} treatment outcome
