TRIAGE_BUCKET,HAS_ACTIVE_KG_FINDINGS,KG_FINDING_COUNT,RETAINED_FOR_EXTRACTION_CANDIDATE,PRESCREEN_RETAINED_FOR_EXTRACTION_CANDIDATE,SEARCH_TARGET_DOI,SEARCH_TARGET_TITLE,ACTION_CATEGORY,PRIORITY_TIER,PRIORITY_REASON,PAPER_TYPE,PUBLICATION_TYPE,SOURCE_FAMILY,CURRENT_STATE,WHY_IN_QUEUE,OLD_ARTIFACT_PROBLEM,EXACT_PDF_URLS_TO_TRY_FIRST,OTHER_CANDIDATE_URLS_REQUIRING_VALIDATION,PMCID_IF_ANY,PMC_LANDING_IF_ANY,DOI_LANDING
A_existing_kg_claims_source_artifact_problem,True,6,True,True,10.1007/s00213-026-07058-z,"Single exposure to Ayahuasca reverses chronic stress effects on sociability, anxiety, cortisol, and BDNF in zebrafish",manual_identity_mismatch,P0_existing_kg_and_retained,6 active KG findings | retained_for_extraction_candidate,primary,article,primary,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1007/s00213-026-07058-z
A_existing_kg_claims_source_artifact_problem,True,6,True,True,10.1038/s41586-025-10061-7,Psychedelics elicit their effects by 5-HT2A receptor-mediated Gi signalling,manual_identity_mismatch,P0_existing_kg_and_retained,6 active KG findings | retained_for_extraction_candidate,primary,article,primary,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1038/s41586-025-10061-7
A_existing_kg_claims_source_artifact_problem,True,6,True,True,10.1093/ijnp/pyae059.134,PSILOCYBIN MITIGATES BEHAVIORAL DESPAIR AND COGNITIVE RECOGNITION IMPAIRMENTS BY REGULATING THE HYPOTHALAMIC- PITUITARY-ADRENAL (HPA) AXIS VIA THE BRAIN-DERIVED NEUROTROPHIC FACTOR (BDNF) SIGNALING PATHWAY MEDIATED BY THE ENDOCANNABINOID SYSTEM (ECS).,manual_exact_item_from_proceedings,P0_existing_kg_and_retained,6 active KG findings | retained_for_extraction_candidate,primary,journal-article,primary,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",unsegmented_proceedings_container | proceedings_container,,https://europepmc.org/api/getPdf?pmcid=PMC11814968 | https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_pdf/7f/f1/pyae059.134.PMC11814968.pdf | https://pmc.ncbi.nlm.nih.gov/articles/PMC11814968/pdf/pyae059.134.pdf | https://doi.org/10.1093/ijnp/pyae059.134,PMC11814968,https://pmc.ncbi.nlm.nih.gov/articles/PMC11814968/,https://doi.org/10.1093/ijnp/pyae059.134
A_existing_kg_claims_source_artifact_problem,True,6,True,True,10.1177/2045125316675578,Use of repeated intravenous ketamine therapy in treatment-resistant bipolar depression with suicidal behaviour: a case report from Spain,manual_conflicting_doi_needs_resolution,P0_existing_kg_and_retained,6 active KG findings | retained_for_extraction_candidate,primary,review,primary,quarantined_no_active_artifact,Confirm a registered version/alias relationship or acquire the exact requested DOI; do not accept a merely similar title.,target_text_with_conflicting_doi,,,PMC5433615,https://pmc.ncbi.nlm.nih.gov/articles/PMC5433615/,https://doi.org/10.1177/2045125316675578
A_existing_kg_claims_source_artifact_problem,True,6,True,True,10.1192/j.eurpsy.2022.1846,"A Phase 1, Dose-Ranging Study to Assess Safety and Psychoactive Effects of a Vaporized 5-Methoxy-N,N-Dimethyltryptamine Formulation (GH001) in Healthy Volunteers.",manual_exact_item_from_proceedings,P0_existing_kg_and_retained,6 active KG findings | retained_for_extraction_candidate,primary,journal-article,primary,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",unsegmented_proceedings_container | proceedings_container,,https://europepmc.org/api/getPdf?pmcid=PMC9567880 | https://www.cambridge.org/core/services/aop-cambridge-core/content/view/5764030200F5371740E05A3EB115C141/S0924933822018466a.pdf/div-class-title-a-phase-1-dose-ranging-study-to-assess-safety-and-psychoactive-effects-of-a-vaporized-5-methoxy-n-n-dimethyltryptamine-formulation-gh001-in-healthy-volunteers-div.pdf | https://doi.org/10.1192/j.eurpsy.2022.1846,PMC9567880,https://pmc.ncbi.nlm.nih.gov/articles/PMC9567880/,https://doi.org/10.1192/j.eurpsy.2022.1846
A_existing_kg_claims_source_artifact_problem,True,6,True,True,10.1192/j.eurpsy.2023.269,A Pilot Study Comparing a Community of Practice Group Therapy Program with and without Concurrent Ketamine-assisted Therapy,manual_exact_item_from_proceedings,P0_existing_kg_and_retained,6 active KG findings | retained_for_extraction_candidate,primary,article,primary,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",unsegmented_proceedings_container | proceedings_container,,https://pmc.ncbi.nlm.nih.gov/articles/PMC10595887/pdf/S0924933823002699a.pdf | https://www.cambridge.org/core/services/aop-cambridge-core/content/view/1B8EBD12AF3BAFA713F004885CB5AEA6/S0924933823002699a.pdf/div-class-title-a-pilot-study-comparing-a-community-of-practice-group-therapy-program-with-and-without-concurrent-ketamine-assisted-therapy-div.pdf,PMC10595887,https://pmc.ncbi.nlm.nih.gov/articles/PMC10595887/,https://doi.org/10.1192/j.eurpsy.2023.269
A_existing_kg_claims_source_artifact_problem,True,6,True,True,10.1192/j.eurpsy.2024.717,Half a Decade of Intravenous Ketamine Administration: Our Observation Results and Insights regarding its safety.,manual_exact_item_from_proceedings,P0_existing_kg_and_retained,6 active KG findings | retained_for_extraction_candidate,primary,journal-article,primary,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",unsegmented_proceedings_container | proceedings_container,,https://europepmc.org/api/getPdf?pmcid=PMC11860374 | https://pmc.ncbi.nlm.nih.gov/articles/PMC11860374/pdf/S092493382400717Xa.pdf | https://www.cambridge.org/core/services/aop-cambridge-core/content/view/2A79A5E7D45A3ED6352B9FF67182FA93/S092493382400717Xa.pdf/div-class-title-half-a-decade-of-intravenous-ketamine-administration-our-observation-results-and-insights-regarding-its-safety-div.pdf | http://dx.doi.org/10.1192/j.eurpsy.2024.717,PMC11860374,https://pmc.ncbi.nlm.nih.gov/articles/PMC11860374/,https://doi.org/10.1192/j.eurpsy.2024.717
A_existing_kg_claims_source_artifact_problem,True,6,True,True,10.1192/j.eurpsy.2025.10123,Improvements in health-related quality of life with esketamine nasal spray versus quetiapine extended release.,manual_exact_item_from_proceedings,P0_existing_kg_and_retained,6 active KG findings | retained_for_extraction_candidate,primary,journal-article,primary,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",unsegmented_proceedings_container | proceedings_container,,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/CDDD815D486351BB8123BFCF08418BBC/S0924933825101235a.pdf/div-class-title-improvements-in-health-related-quality-of-life-with-esketamine-nasal-spray-versus-quetiapine-extended-release-div.pdf | https://doi.org/10.1192/j.eurpsy.2025.10123,PMC12646121,https://pmc.ncbi.nlm.nih.gov/articles/PMC12646121/,https://doi.org/10.1192/j.eurpsy.2025.10123
A_existing_kg_claims_source_artifact_problem,True,6,True,True,10.1192/j.eurpsy.2025.1297,Intranasal esketamine in treatment-resistant depression: Descriptive study of our clinical experience.,manual_exact_item_from_proceedings,P0_existing_kg_and_retained,6 active KG findings | retained_for_extraction_candidate,primary,journal-article,primary,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",unsegmented_proceedings_container | proceedings_container,,https://europepmc.org/api/getPdf?pmcid=PMC12438734 | https://www.cambridge.org/core/services/aop-cambridge-core/content/view/D890B95527599835D7A158E47B3EA52E/S0924933825012970a.pdf/div-class-title-intranasal-esketamine-in-treatment-resistant-depression-descriptive-study-of-our-clinical-experience-div.pdf | https://doi.org/10.1192/j.eurpsy.2025.1297,PMC12438734,https://pmc.ncbi.nlm.nih.gov/articles/PMC12438734/,https://doi.org/10.1192/j.eurpsy.2025.1297
A_existing_kg_claims_source_artifact_problem,True,6,True,True,10.1192/j.eurpsy.2025.861,Outcomes with esketamine nasal spray in patients with or without earlier partial or full response: post hoc analyses of ESCAPE TRD.,manual_exact_item_from_proceedings,P0_existing_kg_and_retained,6 active KG findings | retained_for_extraction_candidate,primary,journal-article,primary,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",unsegmented_proceedings_container | proceedings_container,,https://europepmc.org/api/getPdf?pmcid=PMC12437839 | https://www.cambridge.org/core/services/aop-cambridge-core/content/view/D4AA84EF88E473739CDF0D8A68A2613A/S0924933825008612a.pdf/div-class-title-outcomes-with-esketamine-nasal-spray-in-patients-with-or-without-earlier-partial-or-full-response-post-hoc-analyses-of-escape-trd-div.pdf | https://doi.org/10.1192/j.eurpsy.2025.861,PMC12437839,https://pmc.ncbi.nlm.nih.gov/articles/PMC12437839/,https://doi.org/10.1192/j.eurpsy.2025.861
A_existing_kg_claims_source_artifact_problem,True,5,True,True,10.1007/s00204-026-04365-4,"In-silico toxicity study of tryptamine, psilocin, psilocybin, N,N-dimethyltryptamine, 5’-methoxy-N,N-dimethyltryptamine and O-acetylpsilocin",manual_identity_mismatch,P0_existing_kg_and_retained,5 active KG findings | retained_for_extraction_candidate,primary,article,primary,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1007/s00204-026-04365-4
A_existing_kg_claims_source_artifact_problem,True,5,True,True,10.1007/s00213-021-05879-8,"Low doses of ketamine and guanosine abrogate corticosterone-induced anxiety-related behavior, but not disturbances in the hippocampal NLRP3 inflammasome pathway",manual_identity_mismatch,P0_existing_kg_and_retained,5 active KG findings | retained_for_extraction_candidate,primary,article,primary,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1007/s00213-021-05879-8
A_existing_kg_claims_source_artifact_problem,True,5,True,True,10.1007/s00213-025-06888-7,"The effect of methamphetamine and 3,4-methylenedioxymethamphetamine on peripheral endocannabinoid concentrations: a study in healthy adults",manual_identity_mismatch,P0_existing_kg_and_retained,5 active KG findings | retained_for_extraction_candidate,primary,article,primary,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1007/s00213-025-06888-7
A_existing_kg_claims_source_artifact_problem,True,5,True,True,10.1007/s00213-025-06952-2,Divergent effects of ketamine and psilocybin on EEG power spectral density in a mismatch negativity paradigm,manual_identity_mismatch,P0_existing_kg_and_retained,5 active KG findings | retained_for_extraction_candidate,primary,article,primary,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1007/s00213-025-06952-2
A_existing_kg_claims_source_artifact_problem,True,5,True,True,10.1074/jbc.271.25.14672,Mapping the Binding Site Pocket of the Serotonin 5-Hydroxytryptamine2A Receptor,manual_identity_unverified,P0_existing_kg_and_retained,5 active KG findings | retained_for_extraction_candidate,primary,article,primary,quarantined_no_active_artifact,Acquire an independently verifiable source because the prior artifact lacked sufficient document-level identity evidence.,identity_unverified,,,,,https://doi.org/10.1074/jbc.271.25.14672
A_existing_kg_claims_source_artifact_problem,True,5,True,True,10.1093/ijnp/pyae059.125,BEHAVIORAL AND ELECTROPHYSIOLOGICAL EFFECTS OF LYSERGIC ACID DIETHYLAMIDE (LSD) IN A MOUSE MODEL OF ALCOHOL USE DISORDER (AUD).,manual_exact_item_from_proceedings,P0_existing_kg_and_retained,5 active KG findings | retained_for_extraction_candidate,primary,journal-article,primary,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",unsegmented_proceedings_container | proceedings_container,,https://europepmc.org/api/getPdf?pmcid=PMC11814950 | https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_pdf/49/57/pyae059.125.PMC11814950.pdf | https://pmc.ncbi.nlm.nih.gov/articles/PMC11814950/pdf/pyae059.125.pdf | https://doi.org/10.1093/ijnp/pyae059.125,PMC11814950,https://pmc.ncbi.nlm.nih.gov/articles/PMC11814950/,https://doi.org/10.1093/ijnp/pyae059.125
A_existing_kg_claims_source_artifact_problem,True,5,True,True,10.1093/schbul/sby015.230,O7.1. MIDBRAIN DOPAMINE NEURON ACTIVITY CONTROLS THE EFFECTS OF REPEATED KETAMINE ON STRIATAL DOPAMINERGIC FUNCTION.,manual_exact_item_from_proceedings,P0_existing_kg_and_retained,5 active KG findings | retained_for_extraction_candidate,primary,journal-article,primary,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",unsegmented_proceedings_container | proceedings_container,,https://europepmc.org/api/getPdf?pmcid=PMC5887837 | https://doi.org/10.1093/schbul/sby015.230,PMC5887837,https://pmc.ncbi.nlm.nih.gov/articles/PMC5887837/,https://doi.org/10.1093/schbul/sby015.230
A_existing_kg_claims_source_artifact_problem,True,5,True,True,10.1093/sleep/32.11.1513,"Effects of Acute 3, 4-Methylenedioxymethamphetamine on Sleep and Daytime Sleepiness in MDMA Users: A Preliminary Study",manual_exact_item_from_proceedings,P0_existing_kg_and_retained,5 active KG findings | retained_for_extraction_candidate,primary,article,primary,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",identity_unverified | unsegmented_proceedings_container | proceedings_container,,https://academic.oup.com/sleep/article-pdf/32/11/1513/13688374/sleep-32-11-1513.pdf | https://europepmc.org/api/getPdf?pmcid=PMC2768958,PMC2768958,https://pmc.ncbi.nlm.nih.gov/articles/PMC2768958/,https://doi.org/10.1093/sleep/32.11.1513
A_existing_kg_claims_source_artifact_problem,True,5,True,True,10.1192/j.eurpsy.2023.19,Pre-treatment functional connectivity of the cingulate cortex predicts anti-suicidal effects of serial ketamine infusions.,manual_exact_item_from_proceedings,P0_existing_kg_and_retained,5 active KG findings | retained_for_extraction_candidate,primary,journal-article,primary,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",unsegmented_proceedings_container | proceedings_container,,https://europepmc.org/api/getPdf?pmcid=PMC10134448 | https://pmc.ncbi.nlm.nih.gov/articles/PMC10134448/pdf/S0924933823000196a.pdf | https://www.cambridge.org/core/services/aop-cambridge-core/content/view/E218DAB81F413E9DDA4D7A81AE7D2E58/S0924933823000196a.pdf/div-class-title-pre-treatment-functional-connectivity-of-the-cingulate-cortex-predicts-anti-suicidal-effects-of-serial-ketamine-infusions-div.pdf | https://doi.org/10.1192/j.eurpsy.2023.19,PMC10134448,https://pmc.ncbi.nlm.nih.gov/articles/PMC10134448/,https://doi.org/10.1192/j.eurpsy.2023.19
A_existing_kg_claims_source_artifact_problem,True,5,True,True,10.7302/25030,The Putative Role of the Medial Prefrontal Cortex in Emergence from General Anesthesia,manual_identity_unverified,P0_existing_kg_and_retained,5 active KG findings | retained_for_extraction_candidate,primary,article,primary,quarantined_no_active_artifact,Acquire an independently verifiable source because the prior artifact lacked sufficient document-level identity evidence.,identity_unverified,,,,,https://doi.org/10.7302/25030
A_existing_kg_claims_source_artifact_problem,True,4,True,True,10.1007/s00213-020-05490-3,"Ketamine relieves depression-like behaviors induced by chronic postsurgical pain in rats through anti-inflammatory, anti-oxidant effects and regulating BDNF expression",manual_identity_mismatch,P0_existing_kg_and_retained,4 active KG findings | retained_for_extraction_candidate,primary,article,primary,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1007/s00213-020-05490-3
A_existing_kg_claims_source_artifact_problem,True,4,True,True,10.1007/s00213-025-06946-0,Ayahuasca prevents the reinstatement of cocaine-induced rewarding effects in C57Bl/6 mice,manual_identity_mismatch,P0_existing_kg_and_retained,4 active KG findings | retained_for_extraction_candidate,primary,article,primary,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1007/s00213-025-06946-0
A_existing_kg_claims_source_artifact_problem,True,4,True,True,10.1007/s00213-025-06974-w,Ketamine attenuates anxiety-like behavior and oxidative imbalance in the maternal immune activation model: emphasis on the cerebellum,manual_identity_mismatch,P0_existing_kg_and_retained,4 active KG findings | retained_for_extraction_candidate,primary,article,primary,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1007/s00213-025-06974-w
A_existing_kg_claims_source_artifact_problem,True,4,True,True,10.1007/s00406-023-01629-3,(R)-ketamine attenuates neurodevelopmental disease-related phenotypes in a mouse model of maternal immune activation,manual_identity_mismatch,P0_existing_kg_and_retained,4 active KG findings | retained_for_extraction_candidate,primary,article,primary,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1007/s00406-023-01629-3
A_existing_kg_claims_source_artifact_problem,True,4,True,True,10.1007/s00414-022-02850-w,Hidden administration of 5-APB in a dancing club of New Caledonia documented by urine analysis: about 3 cases,manual_identity_mismatch,P0_existing_kg_and_retained,4 active KG findings | retained_for_extraction_candidate,primary,article,primary,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1007/s00414-022-02850-w
A_existing_kg_claims_source_artifact_problem,True,4,True,True,10.1007/s11064-023-04055-y,Modulation of DOM-Induced Head-Twitch Response by mGluR2 Agonist/Inverse Agonist is Associated with 5-HT2AR-Mediated Gs Signaling Pathway,manual_identity_mismatch,P0_existing_kg_and_retained,4 active KG findings | retained_for_extraction_candidate,primary,article,primary,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1007/s11064-023-04055-y
A_existing_kg_claims_source_artifact_problem,True,4,True,True,10.1016/s0924-9338(15)30573-3,Temporal Dynamics of Antidepressant Ketamine Effects On Glutamine Cycling Follow Regional Fingerprints of Ampa and Nmda Receptor Densities,manual_exact_item_from_proceedings,P0_existing_kg_and_retained,4 active KG findings | retained_for_extraction_candidate,primary,article,primary,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",target_text_with_conflicting_doi | unsegmented_proceedings_container | proceedings_container,,https://www.semanticscholar.org/paper/a08be7e9ae5d5ccebafbca4784f19d5263c24eb6,,,https://doi.org/10.1016/s0924-9338(15)30573-3
A_existing_kg_claims_source_artifact_problem,True,4,True,True,10.1038/s41593-023-01436-y,GluN2A mediates ketamine-induced rapid antidepressant-like responses,manual_identity_mismatch,P0_existing_kg_and_retained,4 active KG findings | retained_for_extraction_candidate,primary,article,primary,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1038/s41593-023-01436-y
A_existing_kg_claims_source_artifact_problem,True,4,True,True,10.1093/ijnp/pyae059.037,ROLE OF KLOTHO ON ANTIDEPRESSANT AND ANTISUICIDAL EFFECTS OF LOW-DOSE KETAMINE INFUSION AMONG PATIENTS WITH TREATMENT-RESISTANT DEPRESSION AND SUICIDAL IDEATION,manual_exact_item_from_proceedings,P0_existing_kg_and_retained,4 active KG findings | retained_for_extraction_candidate,primary,article,primary,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",target_text_with_conflicting_doi | unsegmented_proceedings_container | proceedings_container,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11815195/pdf/pyae059.037.pdf | https://doi.org/10.1093/ijnp/pyae059.037 | https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_pdf/aa/15/pyae059.037.PMC11815195.pdf | https://europepmc.org/api/getPdf?pmcid=PMC11815195,PMC11815195,https://pmc.ncbi.nlm.nih.gov/articles/PMC11815195/,https://doi.org/10.1093/ijnp/pyae059.037
A_existing_kg_claims_source_artifact_problem,True,4,True,True,10.1124/pr.115.011478,Psychedelics,manual_identity_unverified,P0_existing_kg_and_retained,4 active KG findings | retained_for_extraction_candidate,review,review,secondary_literature,quarantined_no_active_artifact,Acquire an independently verifiable source because the prior artifact lacked sufficient document-level identity evidence.,identity_unverified,,https://europepmc.org/api/getPdf?pmcid=PMC4813425,PMC4813425,https://pmc.ncbi.nlm.nih.gov/articles/PMC4813425/,https://doi.org/10.1124/pr.115.011478
A_existing_kg_claims_source_artifact_problem,True,4,True,True,10.1192/j.eurpsy.2025.1299,Esketamine Nasal Spray in the Treatment of Depression: A Comprehensive Analysis of its Efficacy and Safety in 107 Patients of Sulwan Psychiatric Hospital in Kingdom of Bahrain.,manual_exact_item_from_proceedings,P0_existing_kg_and_retained,4 active KG findings | retained_for_extraction_candidate,primary,journal-article,primary,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",unsegmented_proceedings_container | proceedings_container,,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/B6F46550D450404C4B8E78664356AAF0/S0924933825012994a.pdf/div-class-title-esketamine-nasal-spray-in-the-treatment-of-depression-a-comprehensive-analysis-of-its-efficacy-and-safety-in-107-patients-of-sulwan-psychiatric-hospital-in-kingdom-of-bahrain-div.pdf | https://europepmc.org/api/getPdf?pmcid=PMC12438414 | https://doi.org/10.1192/j.eurpsy.2025.1299,PMC12438414,https://pmc.ncbi.nlm.nih.gov/articles/PMC12438414/,https://doi.org/10.1192/j.eurpsy.2025.1299
A_existing_kg_claims_source_artifact_problem,True,4,True,True,10.1192/j.eurpsy.2025.1360,Metacogntive training add-on to esketamine treatment in TRD patients: effects on depressive rumination.,manual_exact_item_from_proceedings,P0_existing_kg_and_retained,4 active KG findings | retained_for_extraction_candidate,primary,journal-article,primary,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",unsegmented_proceedings_container | proceedings_container,,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/9DC36D444677D67DA49179A3F6E29738/S0924933825013604a.pdf/div-class-title-metacogntive-training-add-on-to-esketamine-treatment-in-trd-patients-effects-on-depressive-rumination-div.pdf | https://europepmc.org/api/getPdf?pmcid=PMC12438717 | https://doi.org/10.1192/j.eurpsy.2025.1360,PMC12438717,https://pmc.ncbi.nlm.nih.gov/articles/PMC12438717/,https://doi.org/10.1192/j.eurpsy.2025.1360
A_existing_kg_claims_source_artifact_problem,True,3,True,True,10.1007/s00115-021-01260-4,"Praktische Aspekte der Ketaminbehandlung – Sicherheit, Kombinationstherapien und Komorbiditäten",manual_identity_mismatch,P0_existing_kg_and_retained,3 active KG findings | retained_for_extraction_candidate,primary,review,primary,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1007/s00115-021-01260-4
A_existing_kg_claims_source_artifact_problem,True,3,True,True,10.1007/s00210-025-04019-9,Using cluster analysis to investigate consumption patterns in cases positive to ketamine: a national 7‐year study,manual_identity_mismatch,P0_existing_kg_and_retained,3 active KG findings | retained_for_extraction_candidate,primary,article,primary,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1007/s00210-025-04019-9
A_existing_kg_claims_source_artifact_problem,True,3,True,True,10.1007/s00213-023-06514-4,Ketamine produces no detectable long-term positive or negative effects on cognitive flexibility or reinforcement learning of male rats,manual_identity_mismatch,P0_existing_kg_and_retained,3 active KG findings | retained_for_extraction_candidate,primary,article,primary,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1007/s00213-023-06514-4
A_existing_kg_claims_source_artifact_problem,True,3,True,True,10.1007/s00213-024-06720-8,Ketamine differentially affects implicit and explicit memory processes in rats,manual_identity_mismatch,P0_existing_kg_and_retained,3 active KG findings | retained_for_extraction_candidate,primary,article,primary,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1007/s00213-024-06720-8
A_existing_kg_claims_source_artifact_problem,True,3,True,True,10.1007/s00284-025-04379-8,Biochemical Insights into Diverse Psilocybe Mushrooms and Their Metabolites as Sources of Neuroactive Agents: A Review,manual_identity_mismatch,P0_existing_kg_and_retained,3 active KG findings | retained_for_extraction_candidate,review,review,secondary_literature,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1007/s00284-025-04379-8
A_existing_kg_claims_source_artifact_problem,True,3,True,True,10.1007/s10803-020-04542-z,"Brief Report: Intranasal Ketamine in Adolescents and Young Adults with Autism Spectrum Disorder—Initial Results of a Randomized, Controlled, Crossover, Pilot Study",manual_identity_mismatch,P0_existing_kg_and_retained,3 active KG findings | retained_for_extraction_candidate,primary,article,primary,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1007/s10803-020-04542-z
A_existing_kg_claims_source_artifact_problem,True,3,True,True,10.1007/s13346-017-0476-2,Acute low-dose ketamine produces a rapid and robust increase in plasma BDNF without altering brain BDNF concentrations,manual_identity_mismatch,P0_existing_kg_and_retained,3 active KG findings | retained_for_extraction_candidate,primary,article,primary,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1007/s13346-017-0476-2
A_existing_kg_claims_source_artifact_problem,True,3,True,True,10.1038/s41593-025-01964-9,Psilocybin-enhanced fear extinction linked to bidirectional modulation of cortical ensembles,manual_identity_mismatch,P0_existing_kg_and_retained,3 active KG findings | retained_for_extraction_candidate,primary,article,primary,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1038/s41593-025-01964-9
A_existing_kg_claims_source_artifact_problem,True,3,True,True,10.1093/ijnp/pyw042.062,"Speaker 1: Barbara Sahakian, UK",manual_exact_item_from_proceedings,P0_existing_kg_and_retained,3 active KG findings | retained_for_extraction_candidate,primary,article,primary,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",identity_unverified | unsegmented_proceedings_container | proceedings_container,,https://europepmc.org/api/getPdf?pmcid=PMC5616538,PMC5616538,https://pmc.ncbi.nlm.nih.gov/articles/PMC5616538/,https://doi.org/10.1093/ijnp/pyw042.062
A_existing_kg_claims_source_artifact_problem,True,3,True,True,10.1192/j.eurpsy.2022.837,Association of Psilocybin Use in Adolescents with Major Depressive Episode,manual_exact_item_from_proceedings,P0_existing_kg_and_retained,3 active KG findings | retained_for_extraction_candidate,primary,journal-article,primary,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",unsegmented_proceedings_container | proceedings_container,,https://europepmc.org/api/getPdf?pmcid=PMC9563652 | https://www.cambridge.org/core/services/aop-cambridge-core/content/view/E79EEA5C1BEE057F5896FBC19DE31408/S0924933822008379a.pdf/div-class-title-association-of-psilocybin-use-in-adolescents-with-major-depressive-episode-div.pdf | https://doi.org/10.1192/j.eurpsy.2022.837,PMC9563652,https://pmc.ncbi.nlm.nih.gov/articles/PMC9563652/,https://doi.org/10.1192/j.eurpsy.2022.837
