doi,classification,relation_or_failure_subtype,confidence,requested_title,identity_status,identity_basis,document_doi,document_title,title_similarity_header,title_coverage_front,target_title_score_full_artifact,target_title_exact_in_artifact,target_doi_literal_in_artifact,best_backend,fulltext_source,artifact_path,artifact_pdf_path,artifact_pdf_exists,current_candidate_pdf_path,current_candidate_pdf_exists,manual_import_reports,local_correct_text_status,exact_doi_pmcid,direct_xml_availability,openalex_is_oa,openalex_pdf_url,openalex_landing_url,remote_correct_text_status,current_kg_finding_count,repair_method,availability_caveat
10.1136/rapm-2024-esra.582,proceedings_container,proceedings_or_multi_abstract_container,high,G33 Psychedelic drugs for the treatment of chronic pain: is ketamine included?,identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.1016/j.pain.2005.03.025,Networking session -Complications in obstetric anaesthesia G30 AMNIOTIC FLUID EMBOLISM,0.2927,0.75,0.8571,False,True,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1136_rapm_2024_esra_582.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1136_rapm-2024-esra.582__fe684e798a.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1136_rapm-2024-esra.582__fe684e798a.pdf,True,,target_not_reliably_present_in_local_container,,,True,https://rapm.bmj.com/content/rapm/49/Suppl_1/A399.2.full.pdf,https://doi.org/10.1136/rapm-2024-esra.582,oa_pdf_signal_requires_identity_validation,0,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1146/annurev-lawsocsci-120621-012645,ambiguous_non_pmc_conflict,unresolved_version_or_nested_document,needs_manual_review,Observations on 25 Years of Cannabis Law Reforms and Their Implications for the Psychedelic Renaissance in the United States,identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.1146/annurev-lawsocsci-120621-,,,0.8,0.7778,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1146_annurev_lawsocsci_120621_012645.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1146_annurev-lawsocsci-120621-012645__fe5d2c588d.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1146_annurev-lawsocsci-120621-012645__fe5d2c588d.pdf,True,,uncertain_quarantine,,,True,https://www.annualreviews.org/doi/pdf/10.1146/annurev-lawsocsci-120621-012645,https://doi.org/10.1146/annurev-lawsocsci-120621-012645,oa_pdf_signal_requires_identity_validation,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1146/annurev-neuro-110122-110434,benign_conflict,doi_parse_truncation_or_suffix,high,Deep Brain Stimulation for Obsessive-Compulsive Disorder and Depression,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1146/annurev-neuro-110122-,Deep Brain Stimulation for Obsessive-Compulsive Disorder and Depression,1.0,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1146_annurev_neuro_110122_110434.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1146_annurev-neuro-110122-110434__9d047636df.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1146_annurev-neuro-110122-110434__9d047636df.pdf,True,,correct_content_available_locally,,,True,https://www.annualreviews.org/doi/pdf/10.1146/annurev-neuro-110122-110434,https://doi.org/10.1146/annurev-neuro-110122-110434,oa_pdf_signal_requires_identity_validation,0,Keep local text; correct TEI/GROBID DOI parsing and store the requested DOI as document identity; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1146/annurev-pharmtox-010617-052811,benign_conflict,doi_parse_truncation_or_suffix,high,Molecular Pharmacology and Neurobiology of Rapid-Acting Antidepressants.,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1146/annurev-pharmtox-,Molecular Pharmacology and Neurobiology of Rapid-Acting Antidepressants,1.0,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1146_annurev_pharmtox_010617_052811.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1146_annurev-pharmtox-010617-052811__0a65b28b4a.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1146_annurev-pharmtox-010617-052811__0a65b28b4a.pdf,True,,correct_content_available_locally,PMC6364552,,True,https://www.annualreviews.org/doi/pdf/10.1146/annurev-pharmtox-010617-052811,https://doi.org/10.1146/annurev-pharmtox-010617-052811,exact_pmc_record_available_xml_needs_probe,0,Keep local text; correct TEI/GROBID DOI parsing and store the requested DOI as document identity; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1146/annurev-pharmtox-010818-021701,benign_conflict,doi_parse_truncation_or_suffix,high,The Neurobiology and Pharmacotherapy of Posttraumatic Stress Disorder,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1146/annurev-pharmtox-,The Neurobiology and Pharmacotherapy of Posttraumatic Stress Disorder,1.0,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1146_annurev_pharmtox_010818_021701.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1146_annurev-pharmtox-010818-021701__f95b7cdafe.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1146_annurev-pharmtox-010818-021701__f95b7cdafe.pdf,True,,correct_content_available_locally,PMC6326888,,True,https://www.annualreviews.org/doi/pdf/10.1146/annurev-pharmtox-010818-021701,https://doi.org/10.1146/annurev-pharmtox-010818-021701,exact_pmc_record_available_xml_needs_probe,0,Keep local text; correct TEI/GROBID DOI parsing and store the requested DOI as document identity; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1146/annurev-psych-032620-031757,benign_conflict,doi_parse_truncation_or_suffix,high,Psychosocial and Integrative Oncology: Interventions Across the Disease Trajectory,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1146/annurev-psych-032620-,Psychosocial and Integrative Oncology: Interventions Across the Disease Trajectory,1.0,1.0,1.0,True,True,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1146_annurev_psych_032620_031757.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1146_annurev-psych-032620-031757__4242c375f7.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1146_annurev-psych-032620-031757__4242c375f7.pdf,True,,correct_content_available_locally,,,True,https://www.annualreviews.org/doi/pdf/10.1146/annurev-psych-032620-031757,https://doi.org/10.1146/annurev-psych-032620-031757,oa_pdf_signal_requires_identity_validation,0,Keep local text; correct TEI/GROBID DOI parsing and store the requested DOI as document identity; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.11588/heidok.00038014,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,Behavioral and Molecular Mechanisms of Cocaine Addiction Vulnerability: Functional Evidence from Rodent Models,identity_unverified,insufficient document-level identifier or title evidence,,Comment on Flagel et al.: Sign-tracking as a predictor of addiction vulnerability,0.3351,0.9,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_11588_heidok_00038014.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.11588_heidok.00038014__35494c849b.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.11588_heidok.00038014__35494c849b.pdf,True,manual_pdf_import_report_after_pdf_viewer_toolbar_retry_20260619.json,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.11606/issn.1806-6976.smad.2022.183132,ambiguous_non_pmc_conflict,unresolved_version_or_nested_document,needs_manual_review,O uso de agentes psicodélicos no tratamento da dependência de álcool e tabaco: revisão integrativa,identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.11606/issn.1806-6976.smad.2023.183132,,,1.0,1.0,False,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_11606_issn_1806_6976_smad_2022_183132.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.11606_issn.1806-6976.smad.2022.183132__b2743ce8e2.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.11606_issn.1806-6976.smad.2022.183132__b2743ce8e2.pdf,True,,uncertain_quarantine,,,True,https://www.revistas.usp.br/smad/article/download/183132/192877,https://doi.org/10.11606/issn.1806-6976.smad.2022.183132,oa_pdf_signal_requires_identity_validation,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1177/2045125314559539,unresolved_non_pmc_artifact,conflicting_doi_target_text_present,high,Legal highs: staying on top of the flood of novel psychoactive substances,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1177/2045125314559539therapeutic,Legal highs: staying on top of the flood of novel psychoactive substances,1.0,1.0,1.0,True,True,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1177_2045125314559539.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1177_2045125314559539__4dffdbcc23.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1177_2045125314559539__4dffdbcc23.pdf,True,manual_pdf_import_report.dry_run.json,uncertain_quarantine,PMC4521440,,False,,,exact_pmc_record_available_xml_needs_probe,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1177/2045125316675578,unresolved_non_pmc_artifact,conflicting_doi_target_text_present,high,Use of repeated intravenous ketamine therapy in treatment-resistant bipolar depression with suicidal behaviour: a case report from Spain.,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1177/2045125316675578therapeutic,,,1.0,1.0,True,True,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1177_2045125316675578.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1177_2045125316675578__4406281193.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1177_2045125316675578__4406281193.pdf,True,manual_pdf_import_report_after_pmc_batch_20260618.json,uncertain_quarantine,PMC5433615,,False,,,exact_pmc_record_available_xml_needs_probe,6,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/bjp.2024.143,benign_conflict,doi_parse_truncation_or_suffix,high,Consistent evidence that brain serotonin 2A receptor binding is positively associated with personality-based risk markers of depression.,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1192/bjp.2024.143-137,Consistent evidence that brain serotonin 2A receptor binding is positively associated with personality-based risk markers of depression,1.0,1.0,1.0,True,True,grobid,mechanistic,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_bjp_2024_143.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1192_bjp.2024.143__269b12e612.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_bjp.2024.143__269b12e612.pdf,True,,correct_content_available_locally,,,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/BF81E5E7EA29E063DDABB103B81AA037/S0007125024001430a.pdf/div-class-title-consistent-evidence-that-brain-serotonin-2a-receptor-binding-is-positively-associated-with-personality-based-risk-markers-of-depression-div.pdf,https://doi.org/10.1192/bjp.2024.143,oa_pdf_signal_requires_identity_validation,0,Keep local text; correct TEI/GROBID DOI parsing and store the requested DOI as document identity; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/bjp.2024.189,correction_or_erratum,correction_original_relationship,high,Efficacy and safety of a 4-week course of repeated subcutaneous ketamine injections for treatment-resistant depression (KADS study): randomised double-blind active-controlled trial – CORRIGENDUM,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1192/bjp.2023.79,Efficacy and safety of a 4-week course of repeated subcutaneous ketamine injections for treatment-resistant depression (KADS study): randomised double-blind active-controlled trial -CORRIGENDUM,1.0,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_bjp_2024_189.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1192_bjp.2024.189__82e2412263.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_bjp.2024.189__82e2412263.pdf,True,,related_correction_or_original_document_only,,,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/A82BFA85CFC003F3E1D7E6CD2D216A25/S0007125024001892a.pdf/div-class-title-efficacy-and-safety-of-a-4-week-course-of-repeated-subcutaneous-ketamine-injections-for-treatment-resistant-depression-kads-study-randomised-double-blind-active-controlled-trial-corrigendum-div.pdf,https://doi.org/10.1192/bjp.2024.189,oa_pdf_signal_requires_identity_validation,0,"Route correction/erratum/retraction as context-only and link it to the original DOI. If the requested record is the main article but the artifact is a correction, reacquire the main article.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/bjp.2024.237,benign_conflict,doi_parse_truncation_or_suffix,high,Triangulating evidence from the GALENOS living systematic review on trace amine-associated receptor 1 (TAAR1) agonists in psychosis,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1192/bjp.2024.237-162,Triangulating evidence from the GALENOS living systematic review on trace amine-associated receptor 1 (TAAR1) agonists in psychosis,1.0,1.0,1.0,True,True,grobid,mechanistic,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_bjp_2024_237.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1192_bjp.2024.237__53f8737834.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_bjp.2024.237__53f8737834.pdf,True,,correct_content_available_locally,,,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/B5202B48429F1E700F5274724FB176C0/S000712502400237Xa.pdf/div-class-title-triangulating-evidence-from-the-galenos-living-systematic-review-on-trace-amine-associated-receptor-1-taar1-agonists-in-psychosis-div.pdf,https://doi.org/10.1192/bjp.2024.237,oa_pdf_signal_requires_identity_validation,0,Keep local text; correct TEI/GROBID DOI parsing and store the requested DOI as document identity; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/bjp.2025.10308,correction_or_erratum,correction_original_relationship,high,"Efficacy of esketamine nasal spray over quetiapine extended release over the short and long term: sensitivity analyses of ESCAPE-TRD, a randomised phase IIIb clinical trial – ERRATUM",target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1192/bjp.2024.124,"Efficacy of esketamine nasal spray over quetiapine extended release over the short and long term: sensitivity analyses of ESCAPE-TRD, a randomised phase IIIb clinical trial -ERRATUM",1.0,1.0,1.0,True,True,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_bjp_2025_10308.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1192_bjp.2025.10308__ced6670be1.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_bjp.2025.10308__ced6670be1.pdf,True,,related_correction_or_original_document_only,,,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/37D4138DA31F26BAE5B815A374FF274A/S0007125025103085a.pdf/div-class-title-efficacy-of-esketamine-nasal-spray-over-quetiapine-extended-release-over-the-short-and-long-term-sensitivity-analyses-of-escape-trd-a-randomised-phase-iiib-clinical-trial-erratum-div.pdf,https://doi.org/10.1192/bjp.2025.10308,oa_pdf_signal_requires_identity_validation,0,"Route correction/erratum/retraction as context-only and link it to the original DOI. If the requested record is the main article but the artifact is a correction, reacquire the main article.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2023.903,proceedings_container,proceedings_or_multi_abstract_container,high,"A 28-Day, Randomized, Controlled, Single-Blind, Phase 2 Study in Treatment-Resistant Major Depressive Disorder (TRD) Patients Receiving Intranasal Esketamine Comparing Addition of Almond Therapy TM with Treatment-as-Usual (TAU).",target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1192/j.eurpsy.2023.902,Comparison of Machine Learning Algorithms For Beck Depression Inventory Measured Depression Status Classification,0.217,1.0,1.0,False,True,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2023_903.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1192_j.eurpsy.2023.903__ae2e5089de.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2023.903__ae2e5089de.pdf,True,,target_present_in_container_needs_segmentation,PMC10434349,,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/BCA6A69ED1154178D48998E9B606A655/S0924933823009033a.pdf/div-class-title-a-28-day-randomized-controlled-single-blind-phase-2-study-in-treatment-resistant-major-depressive-disorder-trd-patients-receiving-intranasal-esketamine-comparing-addition-of-almond-therapy-tm-with-treatment-as-usual-tau-div.pdf,http://dx.doi.org/10.1192/j.eurpsy.2023.903,exact_pmc_record_available_xml_needs_probe,0,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2024.480,proceedings_container,proceedings_or_multi_abstract_container,high,Ketamine enhanced ECT in refractory recurrent depression.,identity_unverified,insufficient document-level identifier or title evidence,,,,1.0,1.0,False,True,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2024_480.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1192_j.eurpsy.2024.480__81f4dc6a75.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2024.480__81f4dc6a75.pdf,True,,target_present_in_container_needs_segmentation,PMC11859476,,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/D7E48E322481BB9B45B8F845283EA022/S0924933824004802a.pdf/div-class-title-ketamine-enhanced-ect-in-refractory-recurrent-depression-div.pdf,http://dx.doi.org/10.1192/j.eurpsy.2024.480,exact_pmc_record_available_xml_needs_probe,2,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2025.2107,proceedings_container,proceedings_or_multi_abstract_container,high,Psychoplastogens – a risk-benefit analysis and perspectives for future research.,identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.1192/j.eurpsy.2025.2106,A case of dysphagia associated with an increase in antipsychotic dosage,0.1192,1.0,1.0,False,True,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2025_2107.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1192_j.eurpsy.2025.2107__f8aca9467b.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2025.2107__f8aca9467b.pdf,True,,target_present_in_container_needs_segmentation,PMC12420062,,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/FE6D349F0085DE3F279E3DDD69EA0068/S0924933825021078a.pdf/div-class-title-psychoplastogens-a-risk-benefit-analysis-and-perspectives-for-future-research-div.pdf,https://doi.org/10.1192/j.eurpsy.2025.2107,exact_pmc_record_available_xml_needs_probe,0,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2025.347,proceedings_container,proceedings_or_multi_abstract_container,high,"Difficult-to-Treat Depression: Effectiveness, Functionality, and Quality of Life—Preliminary Results from a Real-World Prospective Cohort under Esketamine Treatment in Spain after 3-Month Follow-Up",identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.1192/j.eurpsy.2025.346,"Maternal antenatal depression is associated with metabolic alterations that predict birth outcomes, neurodevelopment and mental health of the child",0.2558,0.8421,0.8947,False,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2025_347.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1192_j.eurpsy.2025.347__9e97fd5af4.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2025.347__9e97fd5af4.pdf,True,,target_present_in_container_needs_segmentation,PMC12437795,,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/6800692CA09F804BB6D3D9A0B0D72CE8/S0924933825003475a.pdf/div-class-title-difficult-to-treat-depression-effectiveness-functionality-and-quality-of-life-preliminary-results-from-a-real-world-prospective-cohort-under-esketamine-treatment-in-spain-after-3-month-follow-up-div.pdf,https://doi.org/10.1192/j.eurpsy.2025.347,exact_pmc_record_available_xml_needs_probe,11,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2025.466,proceedings_container,proceedings_or_multi_abstract_container,high,Is there a risk of addiction to ketamine during the treatment of depression? A systematic review of available literature,identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.1192/j.eurpsy.2025.465,Investigating amygdala habituation in major depressive disorder: an fMRI study in UK Biobank,0.3113,0.2727,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2025_466.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1192_j.eurpsy.2025.466__28cc1aeb96.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2025.466__28cc1aeb96.pdf,True,,target_present_in_container_needs_segmentation,PMC12437373,,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/F5A76A1F668F8187D7874D1044CA27F6/S0924933825004663a.pdf/div-class-title-is-there-a-risk-of-addiction-to-ketamine-during-the-treatment-of-depression-a-systematic-review-of-available-literature-div.pdf,https://doi.org/10.1192/j.eurpsy.2025.466,exact_pmc_record_available_xml_needs_probe,0,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
