dataset,row_index,study_doi,study_title,study_year,has_abstract,pdf_download_status,deterministic_prescreen_action,deterministic_prescreen_reason,retained_for_llm,candidate_context_count,heuristic_relevance,heuristic_screening_status,heuristic_matched_context_count
disorder,7368,10.1038/s41467-024-46997-z,Methyl transfer in psilocybin biosynthesis,2024,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7377,10.1038/s41467-025-59066-w,Molecular basis of human GABA transporter 3 inhibition,2025,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,7384,10.1038/s41467-026-71962-3,Human brain changes after first psilocybin use,2024,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7413,10.1038/s41583-024-00807-z,From compulsivity to compulsion: the neural basis of compulsive disorders,2024,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
disorder,7417,10.1038/s41586-022-04556-w,Rare coding variants in ten genes confer substantial risk for schizophrenia,2022,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,7425,10.1038/s41586-024-07804-3,Structure of the human dopamine transporter in complex with cocaine,2024,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,7431,10.1038/s41589-025-01970-9,Enzymatic epimerization of monoterpene indole alkaloids in kratom,2025,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,7504,10.1038/s41598-017-02177-2,Re-exposure to nicotine-associated context from adolescence enhances alcohol intake in adulthood,2017,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,7510,10.1038/s41598-017-16183-x,Ketamine’s antidepressant effect is mediated by energy metabolism and antioxidant defense system,2017,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7511,10.1038/s41598-017-16946-6,Pharmacogenetic study of seven polymorphisms in three nicotinic acetylcholine receptor subunits in smoking-cessation therapies,2017,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
disorder,7513,10.1038/s41598-017-17546-0,Connectome-harmonic decomposition of human brain activity reveals dynamical repertoire re-organization under LSD,2017,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7523,10.1038/s41598-020-66048-z,Genetic variants associated with alcohol dependence co-ordinate regulation of ADH genes in gastrointestinal and adipose tissues,2020,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
disorder,7527,10.1038/s41598-020-77631-9,Sleep quality among individuals with ketamine use and the mediating role of craving,2020,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7528,10.1038/s41598-020-79328-5,Effects and safety of Psilocybe cubensis and Panaeolus cyanescens magic mushroom extracts on endothelin-1-induced hypertrophy and cell injury in cardiomyocytes,2020,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7548,10.1038/s41598-023-34938-7,The difference between ‘placebo group’ and ‘placebo control’: a case study in psychedelic microdosing,2023,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7553,10.1038/s41598-023-43156-0,Drug-induced social connection: both MDMA and methamphetamine increase feelings of connectedness during controlled dyadic conversations,2023,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7561,10.1038/s41598-024-51355-6,Subjective long-term emotional and social effects of recreational MDMA use: the role of setting and intentions,2024,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7564,10.1038/s41598-024-54676-8,Repeated microdoses of LSD do not alter anxiety or boldness in zebrafish,2024,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7583,10.1038/s41598-025-03873-0,Population-based estimates of different dosage types of psychedelic use across socio-demographic groups in Germany,2025,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7594,10.1038/s41598-025-25818-3,Exploring practitioners’ perceptions of health behavior changes associated with psychedelic experiences,2025,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7621,10.1038/s42003-022-03113-5,In-depth comparison of the metabolic and pharmacokinetic behaviour of the structurally related synthetic cannabinoids AMB-FUBINACA and AMB-CHMICA in rats,2022,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,7622,10.1038/s42003-022-03904-w,Reconstitution of monoterpene indole alkaloid biosynthesis in genome engineered Nicotiana benthamiana,2022,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,7626,10.1038/s42003-026-10065-7,Psilocybin ameliorates neuropathic pain-like behaviour in mice and facilitates gabapentin-mediated analgesia,2025,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7645,10.1038/s44271-025-00247-0,Decreased CO2 saturation during circular breathwork supports emergence of altered states of consciousness,2025,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7651,10.1038/sj.npp.1300128,Rearing Effects on Cerebrospinal Fluid Oxytocin Concentration and Social Buffering in Rhesus Monkeys,2002,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,7653,10.1038/sj.npp.1300185,Increased Anxiety 3 Months after Brief Exposure to MDMA (‘Ecstasy’) in Rats: Association with Altered 5-HT Transporter and Receptor Density,2003,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7659,10.1038/sj.npp.1300655,Enhancing Cannabinoid Neurotransmission Augments the Extinction of Conditioned Fear,2004,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
disorder,7660,10.1038/sj.npp.1300760,Reinstatement of Morphine-Conditioned Reward is Blocked by Memantine,2005,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7661,10.1038/sj.npp.1300767,Environmental Enrichment Reverses Behavioral Alterations in Rats Prenatally Exposed to Valproic Acid: Issues for a Therapeutic Approach in Autism,2005,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,7669,10.1038/sj.npp.1301306,Protracted ‘Pro-Addictive’ Phenotype Produced in Mice by Pre-Adolescent Phenylpropanolamine,2007,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,7672,10.1038/sj.npp.1301340,"Non-Nociceptive Environmental Stress Induces Hyperalgesia, Not Analgesia, in Pain and Opioid-Experienced Rats",2007,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7675,10.1038/sj.npp.1301438,Pharmacological Evidence for a Motivational Role of κ-Opioid Systems in Ethanol Dependence,2007,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,7679,10.1038/sj.npp.1301584,Dissociable Effects of Selective 5-HT2A and 5-HT2C Receptor Antagonists on Serial Spatial Reversal Learning in Rats,2007,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
disorder,7683,10.1038/sj.npp.1301667,Quantitative Trait Locus Analysis Identifies Rat Genomic Regions Related to Amphetamine-Induced Locomotion and Gαi3 Levels in Nucleus Accumbens,2008,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,7689,10.1038/tp.2011.57,Positive autoregulation of GDNF levels in the ventral tegmental area mediates long-lasting inhibition of excessive alcohol consumption,2011,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,7692,10.1038/tp.2015.10,Regulation of neural responses to emotion perception by ketamine in individuals with treatment-resistant major depressive disorder,2015,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7694,10.1038/tp.2015.170,Impulsive alcohol-related risk-behavior and emotional dysregulation among individuals with a serotonin 2B receptor stop codon,2015,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,7695,10.1038/tp.2016.131,MicroRNAs as biomarkers for major depression: a role for let-7b and let-7c,2016,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7701,10.1039/c6sc00932h,Enantioselective synthesis of Iboga alkaloids and vinblastine via rearrangements of quaternary ammoniums,2016,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7702,10.1039/c7ra03411c,"Ervaoffines E–G, three iboga-type alkaloids featuring ring C cleavage and rearrangement from Ervatamia officinalis",2017,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7754,10.1055/a-0577-8049,Ergot Alkaloids and their Hallucinogenic Potential in Morning Glories,2018,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7756,10.1055/a-1586-1665,"Folklore, Animal Self-Medication, and Phytotherapy–Something Old, Something New, Something Borrowed, Some Things True",2021,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,7758,10.1055/a-2048-8412,Chemical Reactions of Indole Alkaloids That Enable Rapid Access to New Scaffolds for Discovery,2023,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,7761,10.1055/a-2499-7207,"Rapid Antidepressant and Antisuicidal Effects of Low-Dose Ketamine
                    Infusion in Patients With Treatment-Resistant Depression With or Without
                    Low-Grade Inflammation",2024,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7769,10.1055/s-2004-827227,Anti-HIV-1 Activity of the<i>Iboga</i>Alkaloid Congener 18-Methoxycoronaridine,2004,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7856,10.1057/s41285-025-00220-1,Risk management in a global market of alternative addiction care: a case study of the ibogaine medical subculture,2025,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7857,10.1057/s41292-025-00377-y,Sanitizing psychedelics: the biopolitics of non-hallucinogenic psychoplastogens,2026,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7870,10.1073/pnas.2304602120,Structures and membrane interactions of native serotonin transporter in complexes with psychostimulants,2023,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,7872,10.1073/pnas.2318586121,Evolution and diversification of carboxylesterase-like [4+2] cyclases in aspidosperma and iboga alkaloid biosynthesis,2024,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7874,10.1073/pnas.2406005121,Microglia-mediated neuroimmune suppression in PTSD is associated with anhedonia,2024,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
disorder,7875,10.1074/jbc.m704456200,"Ibogaine, a Noncompetitive Inhibitor of Serotonin Transport, Acts by Stabilizing the Cytoplasm-facing State of the Transporter",2007,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7876,10.1074/jbc.ra118.004060,Cytochrome P450 and O-methyltransferase catalyze the final steps in the biosynthesis of the anti-addictive alkaloid ibogaine from Tabernanthe iboga,2018,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7903,10.1080/02791072.2013.803647,Methoxetamine (MXE) – A Phenomenological Study of Experiences Induced by a “Legal High” from the Internet,2013,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7907,10.1080/02791072.2019.1571258,"Comparing Mental Health across Distinct Groups of Users of Psychedelics, MDMA, Psychostimulants, and Cannabis",2019,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7908,10.1080/02791072.2019.1580804,"Sub-Acute Effects of Psilocybin on Empathy, Creative Thinking, and Subjective Well-Being",2019,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7919,10.1080/02791072.2024.2368617,"Hypertensive Emergency Secondary to Combining Psilocybin Mushrooms, Extended Release Dextroamphetamine-Amphetamine, and Tranylcypromine",2024,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7922,10.1080/02791072.2025.2508156,Assessing the Attitudes of Dutch Mental Health Care Professionals Toward Psychedelic-Assisted Psychotherapy: A Cross-Sectional Exploratory Study,2025,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7957,10.1080/09515089.2025.2532761,"Psychedelics beyond medicine: Treatment, enhancement, hype, consent, and the limits of medicalization",2025,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7971,10.1080/09595230600657758,Recreational ecstasy use and the neurotoxic potential of MDMA: current status of the controversy and methodological issues,2006,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,7976,10.1080/10253890.2024.2327333,The Stress Phenotyping Framework: A multidisciplinary biobehavioral approach for assessing and therapeutically targeting maladaptive stress physiology,2024,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,7986,10.1080/10550887.2023.2174785,"A scoping review of spirituality in relation to substance use disorders: Psychological, biological, and cultural issues",2023,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8030,10.1080/13543784.2022.2035358,Investigational drugs for assisting psychotherapy for posttraumatic stress disorder (PTSD): emerging approaches and shifting paradigms in the era of psychedelic medicine,2022,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8031,10.1080/13543784.2022.2113376,New investigational agents for the treatment of major depressive disorder,2022,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8033,10.1080/13638490601106277,Flashback to the 1960s: LSD in the treatment of autism,2007,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8038,10.1080/13696998.2023.2208993,"Esketamine nasal spray for major depressive disorder with acute suicidal ideation or behavior: description of treatment access, utilization, and claims-based outcomes in the United States",2023,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8041,10.1080/13803395.2024.2363343,The effects of psilocybin on cognition and emotional processing in healthy adults and adults with depression: a systematic literature review,2024,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8044,10.1080/13811118.2026.2669779,Suicidal Ideation Effectiveness and Safety Outcomes from the Ketamine for Adult Depression Study (KADS),2026,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8049,10.1080/14656566.2019.1583743,State of the art opioid-sparing strategies for post-operative pain in adult surgical patients,2019,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8051,10.1080/14656566.2021.1931684,Can pharmacotherapy improve treatment outcomes in people with co-occurring major depressive and cocaine use disorders?,2021,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8059,10.1080/14728214.2025.2488786,Exploring psilocybin’s role in mental health and palliative medicine: a path to improved well-being,2025,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8075,10.1080/14740338.2022.2063274,Can the revival of serotonergic psychedelic drugs as treatments for mental disorders help to characterize their risks and benefits?,2022,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8096,10.1080/15548627.2018.1474313,"Trehalose reduces retinal degeneration, neuroinflammation and storage burden caused by a lysosomal hydrolase deficiency",2018,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,8114,10.1080/17460441.2022.2111415,Where do we go next in antidepressant drug discovery? A new generation of antidepressants: a pivotal role of AMPA receptor potentiation and mGlu2/3 receptor antagonism,2022,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8120,10.1080/17512433.2023.2198703,Clinical pharmacological innovation in the treatment of depression,2023,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8146,10.1080/20008066.2023.2263314,Persistence and clinical consequences of post-traumatic and dissociative symptoms in people with depressive symptoms: a one-year follow-up study,2023,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
disorder,8147,10.1080/20008066.2023.2299124,So how special is special K? A systematic review and meta-analysis of ketamine for PTSD RCTs,2024,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8157,10.1080/20008066.2025.2458406,The impact of trauma and how to intervene: a narrative review of psychotraumatology over the past 15 years,2025,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
disorder,8172,10.1080/20008066.2025.2572861,Ketamine Assisted EMDR Therapy™ for PTSD: investigating the synergistic effects of pharmacotherapy and psychotherapy.,2025,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8179,10.1080/20008198.2019.1634938,Do adjuvant interventions improve treatment outcome in adult patients with posttraumatic stress disorder receiving trauma-focused psychotherapy? A systematic review,2019,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
disorder,8183,10.1080/20008198.2020.1739885,"Embracing data preservation, sharing, and re-use in traumatic stress research",2020,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,8186,10.1080/20008198.2020.1829400,Perceived treatment processes and effects of interactive motion-assisted exposure therapy for veterans with treatment-resistant posttraumatic stress disorder: a mixed methods study,2020,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
disorder,8187,10.1080/20008198.2020.1833644,"Traumatic stress and the circadian system: neurobiology, timing and treatment of posttraumatic chronodisruption",2020,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
disorder,8191,10.1080/20008198.2021.1956746,"Sleep, circadian system and traumatic stress",2021,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
disorder,8214,10.1080/26395916.2024.2339227,"Ayahuasca ceremonies, relationality, and inner-outer transformations to sustainability. Evidence from Takiwasi Center in Peru",2024,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8226,10.1089/bfm.2023.29256.abm,Academy of Breastfeeding Medicine Clinical Protocol #21: Breastfeeding in the Setting of Substance Use and Substance Use Disorder (Revised 2023),2023,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
disorder,8246,10.1089/cap.2025.0012,Treat to Sedation: Managing Intravenous Placement for Electroconvulsive Therapy in Autism with Intellectual Disability and Hyperactive Catatonia,2025,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8254,10.1089/jpm.2010.9808,Oral Ketamine for the Rapid Treatment of Depression and Anxiety in Patients Receiving Hospice Care,2010,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8255,10.1089/jpm.2012.0617,Daily Oral Ketamine for the Treatment of Depression and Anxiety in Patients Receiving Hospice Care: A 28-Day Open-Label Proof-of-Concept Trial,2013,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8257,10.1089/jpm.2021.0056,A Successful Case of Switching Treatment from Ketamine to Methadone for Complex Neuropathic Pain,2022,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8265,10.1089/psymed.2022.0009,Applying Key Lessons from the Hospice and Palliative Care Movement to Inform Psychedelic-Assisted Therapy,2023,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8273,10.1089/psymed.2023.0033,Getting in Touch with Touch: The Importance of Studying Touch in MDMA-Assisted Therapy and the Development of a New Self-Report Measure,2024,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8277,10.1089/psymed.2023.0073,Nurses' Perceptions of Psychedelics to Address Mental Health Problems in the United States,2024,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8278,10.1089/psymed.2023.0074,Understanding Psychedelic-Assisted Psychotherapy Providers’ Perspective and Insights: A Qualitative Analysis,2024,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8334,10.1093/alcalc/agq020,Persistent High Alcohol Consumption in Alcohol-Preferring (P) Rats Results from a Lack of Normal Aversion to Alcohol,2010,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,8344,10.1093/annonc/mdx526,The use of antidepressants in oncology: a review and practical tips for oncologists,2017,True,skipped,escalate,broad psychiatric treatment language needs LLM review,True,0,,,
disorder,8346,10.1093/arclin/acac060.118,A-118 Psychedelic Interventions for Neuropsychological Conditions,2022,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8349,10.1093/bioinformatics/btm266,Statistical prediction of protein–chemical interactions based on chemical structure and mass spectrometry data,2007,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8350,10.1093/bja/aen023,Ketamine gargle for attenuating postoperative sore throat,2008,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8380,10.1093/brain/awq010,"The default-mode, ego-functions and free-energy: a neurobiological account of Freudian ideas",2010,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8395,10.1093/bulcsj/uoaf036,Rapid and modular synthesis of skeletally diverse natural product analogs by expansion of biosynthetic processes,2025,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,8396,10.1093/cb/cbad001,"Foundations of Christian Bioethics: Metaphysical, Conceptual, and Biblical",2023,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,8485,10.1093/g3journal/jkab058,The <i>Mitragyna speciosa</i> (Kratom) Genome: a resource for data-mining potent pharmaceuticals that impact human health,2021,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,8506,10.1093/icb/icp046,Exploitation of secondary metabolites by animals: A response to homeostatic challenges,2009,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,8567,10.1093/ijnp/pyag021,Distinct Therapeutic Profiles of Ketamine in Treatment-Resistant Depression: An Exploratory Analysis,2026,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8568,10.1093/ijnp/pyag028,"Trials, Trips, and Tribulations: Pathways for Implementing Psychedelic therapy in Ireland",2026,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8573,10.1093/ijnp/pyx088,"Mapping Compulsivity in the DSM-5 Obsessive Compulsive and Related Disorders: Cognitive Domains, Neural Circuitry, and Treatment",2017,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
disorder,8575,10.1093/ijnp/pyy032,Ketamine Effects on EEG during Therapy of Treatment-Resistant Generalized Anxiety and Social Anxiety,2018,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8578,10.1093/ijnp/pyy051,Neurophysiological Changes Associated with Antidepressant Response to Ketamine Not Observed in a Negative Trial of Scopolamine in Major Depressive Disorder,2018,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8588,10.1093/jaoacint/qsaf081,Determination and Confirmation of Psychedelic and Psychoactive Compounds in Botanical Materials by UPLC-ESI-MS/MS: Single-Laboratory Validation,2025,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8593,10.1093/jat/bkv012,Smoked Cannabis' Psychomotor and Neurocognitive Effects in Occasional and Frequent Smokers,2015,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,8594,10.1093/jb/mvae021,Morphinan Evolution: The Impact of Advances in Biochemistry and Molecular Biology,2024,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,8604,10.1093/jnen/63.1.1,The Effects of Toluene on the Central Nervous System,2004,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,8621,10.1093/milmed/usac095,Is PTSD an Evolutionary Survival Adaptation Initiated by Unrestrained Cytokine Signaling and Maintained by Epigenetic Change?,2022,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,8668,10.1093/ntr/ntp136,What do we know about the role of pharmacotherapy for smoking cessation before or during pregnancy?,2009,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
