abstract,action_reason,authors,best_pdf_url,contexts,last_checked_utc,library_status,metadata_lookup_error,open_access_is_oa,open_access_status,open_access_url,openalex_id,pdf_download_status,pdf_local_path,pdf_sha256,pdf_size_bytes,study_doi,study_title,study_year
,triage_excluded_irrelevant,Konrad Schmidt; Jochen Gensichen; Maya J. Schroevers; Martina Kaufmann; Friederike Mueller; Gustav Schelling; Sabine Gehrke-Beck; Monique Boede; Christoph Heintze; Michel Wensing,https://ccforum.biomedcentral.com/counter/pdf/10.1186/s13054-024-04815-4,"[{""compound"": ""MDMA"", ""entity"": ""Post-traumatic stress disorder"", ""study_title"": ""Trajectories of post-traumatic stress in sepsis survivors two years after ICU discharge: a secondary analysis of a randomized controlled trial"", ""study_year"": ""2024""}]",2026-02-12T04:27:29.741661+00:00,excluded_not_relevant,,true,gold,https://ccforum.biomedcentral.com/counter/pdf/10.1186/s13054-024-04815-4,https://openalex.org/W4391316949,pruned_irrelevant,,,,10.1186/s13054-024-04815-4,Trajectories of post-traumatic stress in sepsis survivors two years after ICU discharge: a secondary analysis of a randomized controlled trial,2024
"Abstract Objectives To evaluate the safety of therapeutic plasma exchange (TPE) in adult patients with serious/life-threatening COVID-19 requiring intensive care unit (ICU) admission, and associated 28-day mortality. Serious and life threatening COVID-19 are defined as per published literature (please, refer to the full protocol, Additional file 1). The rationale is that TPE can remove interleukins-3, 6, 8, 10, interferon-gamma and tumor necrosis factor-alpha. Thus, it may reduce the cytokine release syndrome associated with fulminant COVID-19 disease. Trial design Pilot, interventional, open-label, randomized controlled multicenter trial. Participants Inclusion criteria are: 1) age ≥ 18 years old; 2) intubation and intensive care unit (ICU) admission; 3) serious and/or life-threatening COVID-19 (please, refer to the full protocol, Additional file 1). SARS-CoV-2 infection is confirmed by Real-Time-Polymerase-Chain-Reaction (RT-PCR) assays using QuantiNova Probe RT-PCR kit (Qiagen) in a Light-Cycler 480 real-time PCR system (Roche, Basel, Switzerland). Exclusion criteria are: 1) previous allergic reaction to plasma exchange or its ingredients (i.e., sodium citrate), 2) two consecutive negative RT-PCR tests for SARS-CoV-2 at least 24 hours apart, 3) mild COVID-19 not requiring ICU admission and 4) terminally ill patients receiving palliative care. The primary site will be King Saud Medical City (KSMC), Riyadh, Kingdom of Saudi Arabia (KSA). Also, the study will run in ICUs (Ministry of Health Cluster 1; Riyadh) and other centers in KSA pending their institutional review board (IRB) approval. Interventions and comparator The intervention group will receive TPE, plus empiric treatment for COVID-19. TPE is administered using the Spectra Optia TM Apheresis System equipped with commercially available cartridges). The first dose is 1.5 plasma volumes, followed by one plasma volume on alternate days or daily for five to seven total treatments. Spectra Optia TM Apheresis System operates with acid-citrate dextrose anticoagulant (ACDA) as per Kidney Disease Improving Global Outcomes (KDIGO) 2019 guidelines. Plasma is replaced with albumin 5% or fresh frozen plasma in patients with coagulopathy (prothrombin time &gt;37 seconds; international normalized ratio &gt;3; activated partial thromboplastin time &gt;100 or fibrinogen level &lt;100 mg/d). TPE sessions are performed daily over four hours and laboratory markers measured daily. The comparators are controls not receiving TPE but usual empiric treatment for COVID-19 as per institutional, national and international recommendations. Both groups will receive standard ICU supportive care. Main outcomes Primary study end-point is 28-day mortality and safety of TPE in serious and/or life-threatening COVID-19. Safety will be evaluated by the documentation of any pertinent adverse and/or serious adverse effects related to TPE as per institutional, national and international (Food and Drug Administration) guidelines. Secondary outcomes are: i) improvement in Sequential Organ Function Assessment (SOFA) score ; ii) changes in inflammatory markers: serum C-reactive protein, lactate dehydrogenase, ferritin, d-dimers and interleukin-6; iii) days on mechanical ventilation and ICU length of stay. Randomization Eligible consented patients are randomized (1:1 allocation) after stratification by ICU center and two PaO2/FIO2 ratio categories (&gt; 150 and ≤ 150). Randomization occurs in variable block sizes of four to eight patients. A web-based randomization service, randomize.net , is used to allocate patients to their respective strata prior to the intervention or control therapy. Blinding (masking) Given the visibility of TPE machinery, the intervention will be unblinded; hence, no enrollment concealment will be expedited. The lack of allocation concealment will be mitigated by several measures (please, refer to the full protocol, Additional file 1). Numbers to be randomized (sample size) This pilot randomized trial aims to recruit a convenience sample of patients with serious and/or life-threatening COVID-19. Therefore, at least 20 patients are to be randomized to each group per participating center. We are hoping to consent and randomize approximately 60 patients in each group over a 3 to 6 months period giving a total of 120 participants. Trial Status The protocol version 1 was approved 29/04/2020. Recruitment is ongoing, and began on 01/05/2020. We estimate completion by 29/10/2020. Trial registration Registered at ISRCTN on 18/05/2020 (ISRCTN21363594; doi.10.1186/ ISRCTN21363594). Full protocol The full protocol is attached as an additional file, accessible from the Trials website (Additional file 1). In the interest of expediting dissemination of this material, the familiar formatting has been eliminated; this letter serves as a summary of the key elements of the full protocol.",triage_excluded_irrelevant,Fahad Faqihi; Abdulrahman Alharthy; Mohammed A. Al-Odat; Daood S. Asad; Waleed Aletreby; Demetrios J. Kutsogiannis; Peter G. Brindley; Dimitrios Karakitsos,https://trialsjournal.biomedcentral.com/counter/pdf/10.1186/s13063-020-04454-4,"[{""compound"": ""LSD"", ""entity"": ""Anxiety associated with life-threatening disease"", ""study_title"": ""A pilot study of therapeutic plasma exchange for serious SARS CoV-2 disease (COVID-19): A structured summary of a randomized controlled trial study protocol"", ""study_year"": ""2020""}]",2026-02-12T04:27:29.741661+00:00,excluded_not_relevant,,true,gold,https://trialsjournal.biomedcentral.com/counter/pdf/10.1186/s13063-020-04454-4,https://openalex.org/W3033687944,pruned_irrelevant,,,,10.1186/s13063-020-04454-4,A pilot study of therapeutic plasma exchange for serious SARS CoV-2 disease (COVID-19): A structured summary of a randomized controlled trial study protocol,2020
,triage_excluded_irrelevant,Mayanja Kajumba; Angelina Kakooza‐Mwesige; Noeline Nakasujja; Deborah K. Attix; Turhan Canli,https://link.springer.com/content/pdf/10.1186/s43556-024-00205-y.pdf,"[{""compound"": ""Psilocybin"", ""entity"": ""Treatment-resistant depression"", ""study_title"": ""Treatment-resistant depression: molecular mechanisms and management"", ""study_year"": ""2024""}]",2026-02-12T04:27:29.741661+00:00,excluded_not_relevant,,true,diamond,https://link.springer.com/content/pdf/10.1186/s43556-024-00205-y.pdf,https://openalex.org/W4403454795,pruned_irrelevant,,,,10.1186/s43556-024-00205-y,Treatment-resistant depression: molecular mechanisms and management,2024
"Background In the past two decades, subanaesthetic doses of ketamine have been demonstrated to have rapid and sustained antidepressant effects, and accumulating research has demonstrated ketamine's therapeutic effects for a range of psychiatric conditions. Aims In light of these findings surrounding ketamine's psychotherapeutic potential, we systematically review the extant evidence on ketamine's effects in treating mental health disorders. Method The systematic review protocol was registered in PROSPERO (identifier CRD42019130636). Human studies investigating the therapeutic effects of ketamine in the treatment of mental health disorders were included. Because of the extensive research in depression, bipolar disorder and suicidal ideation, only systematic reviews and meta-analyses were included. We searched Medline and PsycINFO on 21 October 2020. Risk-of-bias analysis was assessed with the Cochrane Risk of Bias tools and A Measurement Tool to Assess Systematic Reviews (AMSTAR) Checklist. Results We included 83 published reports in the final review: 33 systematic reviews, 29 randomised controlled trials, two randomised trials without placebo, three non-randomised trials with controls, six open-label trials and ten retrospective reviews. The results were presented via narrative synthesis. Conclusions Systematic reviews and meta-analyses provide support for robust, rapid and transient antidepressant and anti-suicidal effects of ketamine. Evidence for other indications is less robust, but suggests similarly positive and short-lived effects. The conclusions should be interpreted with caution because of the high risk of bias of included studies. Optimal dosing, modes of administration and the most effective forms of adjunctive psychotherapeutic support should be examined further.",triage_excluded_irrelevant,Zach Walsh; Özden Merve Mollaahmetoğlu; Joseph M. Rootman; Shannon Golsof; Johanna Louise Keeler; Beth Marsh; David Nutt; Celia J. A. Morgan,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/36E261BFA62CDA6459B88F7777415FDA/S2056472421010619a.pdf/div-class-title-ketamine-for-the-treatment-of-mental-health-and-substance-use-disorders-comprehensive-systematic-review-div.pdf,"[{""compound"": ""MDMA"", ""entity"": ""Post-traumatic stress disorder"", ""study_title"": ""Ketamine for the treatment of mental health and substance use disorders: comprehensive systematic review"", ""study_year"": ""2021""}]",2026-02-12T04:27:29.741661+00:00,excluded_not_relevant,,true,gold,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/36E261BFA62CDA6459B88F7777415FDA/S2056472421010619a.pdf/div-class-title-ketamine-for-the-treatment-of-mental-health-and-substance-use-disorders-comprehensive-systematic-review-div.pdf,https://openalex.org/W4200582775,pruned_irrelevant,,,,10.1192/bjo.2021.1061,Ketamine for the treatment of mental health and substance use disorders: comprehensive systematic review,2021
"The phenomenon of ‘microdosing’, that is, regular ingestion of very small quantities of psychedelic substances, has seen a rapid explosion of popularity in recent years. Individuals who microdose report minimal acute effects from these substances yet claim a range of long-term general health and wellbeing benefits. There have been no published empirical studies of microdosing and the current legal and bureaucratic climate makes direct empirical investigation of the effects of psychedelics difficult. In Study One we conducted a systematic, observational investigation of individuals who microdose. We tracked the experiences of 98 microdosing participants, who provided daily ratings of psychological functioning over a six week period. 63 of these additionally completed a battery of psychometric measures tapping mood, attention, wellbeing, mystical experiences, personality, creativity, and sense of agency, at baseline and at completion of the study. Analyses of daily ratings revealed a general increase in reported psychological functioning across all measures on dosing days but limited evidence of residual effects on following days. Analyses of pre and post study measures revealed reductions in reported levels of depression and stress; lower levels of distractibility; increased absorption; and increased neuroticism. To better understand these findings, in Study Two we investigated pre-existing beliefs and expectations about the effects of microdosing in a sample of 263 naïve and experienced microdosers, so as to gauge expectancy bias. All participants believed that microdosing would have large and wide-ranging benefits in contrast to the limited outcomes reported by actual microdosers. Notably, the effects believed most likely to change were unrelated to the observed pattern of reported outcomes. The current results suggest that dose controlled empirical research on the impacts of microdosing on mental health and attentional capabilities are needed.",triage_excluded_irrelevant,Vince Polito; Richard J. Stevenson,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0211023&type=printable,"[{""compound"": ""Psilocybin"", ""entity"": ""Treatment-resistant depression"", ""study_title"": ""A systematic study of microdosing psychedelics"", ""study_year"": ""2019""}]",2026-02-12T04:27:29.741661+00:00,excluded_not_relevant,,true,gold,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0211023&type=printable,https://openalex.org/W2895986834,pruned_irrelevant,,,,10.1371/journal.pone.0211023,A systematic study of microdosing psychedelics,2019
"ABSTRACT Objective: To assess the effects of resistance training on the anxiety symptoms and quality of life in patients with Parkinson's disease. Methods: Thirty-five elderly patients were randomly divided into two groups: 17 patients in the control group and 18 in the intervention group. All patients maintained standard pharmacological treatment for Parkinson's disease, but the intervention group participated in a 24-week resistance training program. The anxiety symptoms were assessed through the Beck's Anxiety Inventory, and quality of life by the Parkinson's Disease Questionnaire–39. Results: There was a significant reduction in anxiety level and increase in quality of life after 24 weeks of resistance training. Conclusion: The results of the present study indicate that resistance training is an effective intervention in the reduction of anxiety symptoms and improves the quality of life in elderly people with Parkinson's disease.",triage_excluded_irrelevant,Renilson Moraes Ferreira; Wilson Mateus Gomes da Costa Alves; Tiago Alencar de Lima; Thiago Goçalves Gibson Alves; Pedro Artur Madureira Alves Filho; Clebson Pantoja Pimentel; Evitom Côrrea de Sousa; Erik Artur Cortinhas‐Alves,http://www.scielo.br/j/anp/a/3nqZwJgH9Z9BKZBQqtZBtxs/?lang=en&format=pdf,"[{""compound"": ""LSD"", ""entity"": ""Anxiety associated with life-threatening disease"", ""study_title"": ""The effect of resistance training on the anxiety symptoms and quality of life in elderly people with Parkinson's disease: a randomized controlled trial"", ""study_year"": ""2017""}]",2026-02-12T04:27:29.741661+00:00,excluded_not_relevant,,true,gold,http://www.scielo.br/j/anp/a/3nqZwJgH9Z9BKZBQqtZBtxs/?lang=en&format=pdf,https://openalex.org/W2890573057,pruned_irrelevant,,,,10.1590/0004-282X20180071,The effect of resistance training on the anxiety symptoms and quality of life in elderly people with Parkinson's disease: a randomized controlled trial,2018
"Considering the need for new drugs that produce fewer adverse effects and are more effective in reducing anxiety and depression symptomatology, the described effects of ayahuasca and its alkaloids should be further investigated.",triage_excluded_irrelevant,Rafael G. dos Santos; Flávia de Lima Osório; José Alexandre S. Crippa; Jaime E. C. Hallak,https://www.scielo.br/j/rbp/a/GZX8jJKtCsmmry4VjkR5jHx/?lang=en&format=pdf,"[{""compound"": ""LSD"", ""entity"": ""Anxiety associated with life-threatening disease"", ""study_title"": ""Antidepressive and anxiolytic effects of ayahuasca: a systematic literature review of animal and human studies"", ""study_year"": ""2016""}]",2026-02-12T04:27:29.741661+00:00,excluded_not_relevant,,true,diamond,https://www.scielo.br/j/rbp/a/GZX8jJKtCsmmry4VjkR5jHx/?lang=en&format=pdf,https://openalex.org/W2300458685,pruned_irrelevant,,,,10.1590/1516-4446-2015-1701,Antidepressive and anxiolytic effects of ayahuasca: a systematic literature review of animal and human studies,2016
"Background Machine learning systems are part of the field of artificial intelligence that automatically learn models from data to make better decisions. Natural language processing (NLP), by using corpora and learning approaches, provides good performance in statistical tasks, such as text classification or sentiment mining. Objective The primary aim of this systematic review was to summarize and characterize, in methodological and technical terms, studies that used machine learning and NLP techniques for mental health. The secondary aim was to consider the potential use of these methods in mental health clinical practice Methods This systematic review follows the PRISMA (Preferred Reporting Items for Systematic Review and Meta-analysis) guidelines and is registered with PROSPERO (Prospective Register of Systematic Reviews; number CRD42019107376). The search was conducted using 4 medical databases (PubMed, Scopus, ScienceDirect, and PsycINFO) with the following keywords: machine learning, data mining, psychiatry, mental health, and mental disorder. The exclusion criteria were as follows: languages other than English, anonymization process, case studies, conference papers, and reviews. No limitations on publication dates were imposed. Results A total of 327 articles were identified, of which 269 (82.3%) were excluded and 58 (17.7%) were included in the review. The results were organized through a qualitative perspective. Although studies had heterogeneous topics and methods, some themes emerged. Population studies could be grouped into 3 categories: patients included in medical databases, patients who came to the emergency room, and social media users. The main objectives were to extract symptoms, classify severity of illness, compare therapy effectiveness, provide psychopathological clues, and challenge the current nosography. Medical records and social media were the 2 major data sources. With regard to the methods used, preprocessing used the standard methods of NLP and unique identifier extraction dedicated to medical texts. Efficient classifiers were preferred rather than transparent functioning classifiers. Python was the most frequently used platform. Conclusions Machine learning and NLP models have been highly topical issues in medicine in recent years and may be considered a new paradigm in medical research. However, these processes tend to confirm clinical hypotheses rather than developing entirely new information, and only one major category of the population (ie, social media users) is an imprecise cohort. Moreover, some language-specific features can improve the performance of NLP methods, and their extension to other languages should be more closely investigated. However, machine learning and NLP techniques provide useful information from unexplored data (ie, patients’ daily habits that are usually inaccessible to care providers). Before considering It as an additional tool of mental health care, ethical issues remain and should be discussed in a timely manner. Machine learning and NLP methods may offer multiple perspectives in mental health research but should also be considered as tools to support clinical practice.",triage_excluded_irrelevant,Aziliz Le Glaz; Yannis Haralambous; Deok-Hee Kim-Dufor; Philippe Lenca; Romain Billot; Taylor C. Ryan; Jonathan Marsh; Jordan DeVylder; Michel Walter; Sofian Berrouiguet,https://www.jmir.org/2021/5/e15708/PDF,"[{""compound"": ""MDMA"", ""entity"": ""Post-traumatic stress disorder"", ""study_title"": ""Machine Learning and Natural Language Processing in Mental Health: Systematic Review"", ""study_year"": ""2020""}]",2026-02-12T04:27:29.741661+00:00,excluded_not_relevant,,true,gold,https://www.jmir.org/2021/5/e15708/PDF,https://openalex.org/W3089862415,pruned_irrelevant,,,,10.2196/15708,Machine Learning and Natural Language Processing in Mental Health: Systematic Review,2020
"Parents' education, affect, and possession of an epinephrine autoinjector were associated with a heightened perceived risk of future anaphylaxis. Clinicians should consider not only the child's needs but should also provide counseling for parents, particularly those who possess autoinjectors. Parents of children with multiple food allergies may need additional education and training to help them cope with future reactions.",triage_excluded_irrelevant,Jennifer Ogg; Jayne Wong; Ming Wai Wan; Naomi Davis; Peter D. Arkwright,https://www.research.manchester.ac.uk/portal/en/publications/factors-determining-parents-perception-of-their-childs-risk-of-lifethreatening-foodinduced-anaphylaxis(d3b6e9c0-d406-4206-b313-7c4f42f946bf).html,"[{""compound"": ""LSD"", ""entity"": ""Anxiety associated with life-threatening disease"", ""study_title"": ""Factors that determine parents' perception of their child's risk of life-threatening food-induced anaphylaxis."", ""study_year"": ""2017""}]",2026-02-12T04:27:29.741661+00:00,excluded_not_relevant,,true,green,https://research.manchester.ac.uk/en/publications/d3b6e9c0-d406-4206-b313-7c4f42f946bf,https://openalex.org/W2571226328,pruned_irrelevant,,,,10.2500/aap.2017.38.4002,Factors that determine parents' perception of their child's risk of life-threatening food-induced anaphylaxis,2017
"Objective Amongst psychiatric disorders, major depressive disorder (MDD) is the most prevalent, by affecting approximately 15–17% of the population and showing a high suicide risk rate equivalent to around 15%. The present comprehensive overview aims at evaluating main research studies in the field of MDD at suicide risk, by proposing as well as a schematic suicide risk stratification and useful flow-chart for planning suicide preventive and therapeutic interventions for clinicians.Methods A broad and comprehensive overview has been here conducted by using PubMed/Medline, combining the search strategy of free text terms and exploded MESH headings for the topics of ‘Major Depressive Disorder’ and ‘Suicide’ as following: ((&lt;i&gt;suicide&lt;/i&gt; [Title/Abstract]) AND (&lt;i&gt;major depressive disorder&lt;/i&gt; [Title/Abstract])). All articles published in English through May 31, 2019 were summarized in a comprehensive way.Results Despite possible pathophysiological factors which may explain the complexity of suicide in MDD, scientific evidence supposed the synergic role of genetics, exogenous and endogenous stressors (i.e., interpersonal, professional, financial, as well as psychiatric disorders), epigenetic, the hypothalamic-pituitary-adrenal stress-response system, the involvement of the monoaminergic neurotransmitter systems, particularly the serotonergic ones, the lipid profile, neuro-immunological biomarkers, the Brain-derived neurotrophic factor and other neuromodulators.Conclusion The present overview reported that suicide is a highly complex and multifaceted phenomenon in which a large plethora of mechanisms could be variable implicated, particularly amongst MDD subjects. Beyond these consideration, modern psychiatry needs a better interpretation of suicide risk with a more careful assessment of suicide risk stratification and planning of clinical and treatment interventions.",triage_excluded_irrelevant,Laura Orsolini; Roberto Latini; Maurizio Pompili; Gianluca Serafini; Umberto Volpe; Federica Vellante; Michele Fornaro; Alessandro Valchera; Carmine Tomasetti; Silvia Fraticelli,https://www.psychiatryinvestigation.org/upload/pdf/pi-2019-0171.pdf,"[{""compound"": ""S-ketamine"", ""entity"": ""Major depressive disorder"", ""study_title"": ""Understanding the Complex of Suicide in Depression: from Research to Clinics"", ""study_year"": ""2020""}]",2026-02-12T04:27:29.741661+00:00,excluded_not_relevant,,true,diamond,https://www.psychiatryinvestigation.org/upload/pdf/pi-2019-0171.pdf,https://openalex.org/W3013504912,pruned_irrelevant,,,,10.30773/pi.2019.0171,Understanding the Complex of Suicide in Depression: from Research to Clinics,2020
"Posttraumatic stress disorder (PTSD) is a chronic, often debilitating mental health disorder that may develop after a traumatic life event. Fortunately, effective psychological treatments for PTSD exist. In 2017, the Veterans Health Administration and Department of Defense (VA/DoD) and the American Psychological Association (APA) each published treatment guidelines for PTSD, which are a set of recommendations for providers who treat individuals with PTSD. The purpose of the current review article is to briefly review the methodology used in each set of 2017 guidelines and then discuss the psychological treatments of PTSD for adults that were strongly recommended by both sets of guidelines. Both guidelines strongly recommended use of Prolonged Exposure (PE), Cognitive Processing Therapy (CPT) and trauma-focused Cognitive Behavioral Therapy (CBT). Each of these treatments has a large evidence base and is trauma-focused, which means they directly address memories of the traumatic event or thoughts and feelings related to the traumatic event. Finally, we will discuss implications and future directions.",triage_excluded_irrelevant,Laura E. Watkins; Kelsey Sprang; Barbara O. Rothbaum,https://www.frontiersin.org/articles/10.3389/fnbeh.2018.00258/pdf,"[{""compound"": ""MDMA"", ""entity"": ""Post-traumatic stress disorder"", ""study_title"": ""Treating PTSD: A Review of Evidence-Based Psychotherapy Interventions"", ""study_year"": ""2018""}]",2026-02-12T04:27:29.741661+00:00,excluded_not_relevant,,true,gold,https://www.frontiersin.org/articles/10.3389/fnbeh.2018.00258/pdf,https://openalex.org/W2899448494,pruned_irrelevant,,,,10.3389/fnbeh.2018.00258,Treating PTSD: A Review of Evidence-Based Psychotherapy Interventions,2018
"There is converging evidence that high doses of hallucinogenic drugs can produce significant alterations of self-experience, described as the dissolution of the sense of self and the loss of boundaries between self and world. This article discusses the relevance of this phenomenon, known as ""drug-induced ego dissolution (DIED)"", for cognitive neuroscience, psychology and philosophy of mind. Data from self-report questionnaires suggest that three neuropharmacological classes of drugs can induce ego dissolution: classical psychedelics, dissociative anesthetics and agonists of the kappa opioid receptor (KOR). While these substances act on different neurotransmitter receptors, they all produce strong subjective effects that can be compared to the symptoms of acute psychosis, including ego dissolution. It has been suggested that neuroimaging of DIED can indirectly shed light on the neural correlates of the self. While this line of inquiry is promising, its results must be interpreted with caution. First, neural correlates of ego dissolution might reveal the necessary neurophysiological conditions for the maintenance of the sense of self, but it is more doubtful that this method can reveal its minimally sufficient conditions. Second, it is necessary to define the relevant notion of self at play in the phenomenon of DIED. This article suggests that DIED consists in the disruption of subpersonal processes underlying the ""minimal"" or ""embodied"" self, i.e., the basic experience of being a self rooted in multimodal integration of self-related stimuli. This hypothesis is consistent with Bayesian models of phenomenal selfhood, according to which the subjective structure of conscious experience ultimately results from the optimization of predictions in perception and action. Finally, it is argued that DIED is also of particular interest for philosophy of mind. On the one hand, it challenges theories according to which consciousness always involves self-awareness. On the other hand, it suggests that ordinary conscious experience might involve a minimal kind of self-awareness rooted in multisensory processing, which is what appears to fade away during DIED.",triage_excluded_irrelevant,Raphaël Millière,https://www.frontiersin.org/articles/10.3389/fnhum.2017.00245/pdf,"[{""compound"": ""LSD"", ""entity"": ""Anxiety associated with life-threatening disease"", ""study_title"": ""Looking for the Self: Phenomenology, Neurophysiology and Philosophical Significance of Drug-induced Ego Dissolution"", ""study_year"": ""2017""}]",2026-02-12T04:27:29.741661+00:00,excluded_not_relevant,,true,gold,https://www.frontiersin.org/articles/10.3389/fnhum.2017.00245/pdf,https://openalex.org/W2618615166,pruned_irrelevant,,,,10.3389/fnhum.2017.00245,"Looking for the Self: Phenomenology, Neurophysiology and Philosophical Significance of Drug-induced Ego Dissolution",2017
"Past research has demonstrated to the ability of psychedelics to enhance suggestibility, and pointed to their ability to amplify perception of meaning. This paper examines the existing evidence for the meaning-enhancing properties of psychedelics, and argues that the tendency of these agents to enhance the perception of significance offers valuable clues to explaining their reported ability to stimulate a variety of therapeutic processes, enhance creativity, and instigate mystical-type experiences. Building upon previous research, which suggested the potential role of psychedelic meaning-enhancement in enhancing placebo response, the paper explores the mechanisms by which the meaning-amplifying properties of psychedelics might also play a role in enhancing creativity, as well as in effecting mystical-type experiences. The wider social and public-health implications of this hypothesis are discussed, and suggestions are made as to the various ways in which scientific understanding of the meaning-enhancing properties of psychedelics might be advanced and utilized.",triage_excluded_irrelevant,Ido Hartogsohn,https://www.frontiersin.org/articles/10.3389/fnins.2018.00129/pdf,"[{""compound"": ""Psilocybin"", ""entity"": ""Treatment-resistant depression"", ""study_title"": ""The Meaning-Enhancing Properties of Psychedelics and Their Mediator Role in Psychedelic Therapy, Spirituality, and Creativity"", ""study_year"": ""2018""}]",2026-02-12T04:27:29.741661+00:00,excluded_not_relevant,,true,gold,https://www.frontiersin.org/articles/10.3389/fnins.2018.00129/pdf,https://openalex.org/W2790381919,pruned_irrelevant,,,,10.3389/fnins.2018.00129,"The Meaning-Enhancing Properties of Psychedelics and Their Mediator Role in Psychedelic Therapy, Spirituality, and Creativity",2018
"How do psychedelic drugs produce their characteristic range of acute effects in perception, emotion, cognition, and sense of self? How do these effects relate to the clinical efficacy of psychedelic-assisted therapies? Efforts to understand psychedelic phenomena date back more than a century in Western science. In this article I review theories of psychedelic drug effects and highlight key concepts which have endured over the last 125 years of psychedelic science. First, I describe the subjective phenomenology of acute psychedelic effects using the best available data. Next, I review late 19th-century and early 20th-century theories-<i>model psychoses theory, filtration theory</i>, and <i>psychoanalytic theory</i>-and highlight their shared features. I then briefly review recent findings on the neuropharmacology and neurophysiology of psychedelic drugs in humans. Finally, I describe recent theories of psychedelic drug effects which leverage 21st-century cognitive neuroscience frameworks-<i>entropic brain theory, integrated information theory</i>, and <i>predictive processing</i>-and point out key shared features that link back to earlier theories. I identify an abstract principle which cuts across many theories past and present: psychedelic drugs perturb universal brain processes that normally serve to constrain neural systems central to perception, emotion, cognition, and sense of self. I conclude that making an explicit effort to investigate the principles and mechanisms of psychedelic drug effects is a uniquely powerful way to iteratively develop and test unifying theories of brain function.",triage_excluded_irrelevant,Link Swanson,https://www.frontiersin.org/articles/10.3389/fphar.2018.00172/pdf,"[{""compound"": ""LSD"", ""entity"": ""Anxiety associated with life-threatening disease"", ""study_title"": ""Unifying Theories of Psychedelic Drug Effects"", ""study_year"": ""2018""}]",2026-02-12T04:27:29.741661+00:00,excluded_not_relevant,,true,gold,https://www.frontiersin.org/articles/10.3389/fphar.2018.00172/pdf,https://openalex.org/W2793403693,pruned_irrelevant,,,,10.3389/fphar.2018.00172,Unifying Theories of Psychedelic Drug Effects,2018
"Mental disorders are rising while development of novel psychiatric medications is declining. This stall in innovation has also been linked with intense debates on the current diagnostics and explanations for mental disorders, together constituting a paradigmatic crisis. A radical innovation is psychedelic-assisted psychotherapy (PAP): professionally supervised use of ketamine, MDMA, psilocybin, LSD and ibogaine as part of elaborated psychotherapy programs. Clinical results so far have shown safety and efficacy, even for ""treatment resistant"" conditions, and thus deserve increasing attention from medical, psychological and psychiatric professionals. But more than novel treatments, the PAP model also has important consequences for the diagnostics and explanation axis of the psychiatric crisis, challenging the discrete nosological entities and advancing novel explanations for mental disorders and their treatment, in a model considerate of social and cultural factors, including adversities, trauma, and the therapeutic potential of some non-ordinary states of consciousness.",triage_excluded_irrelevant,Eduardo Ekman Schenberg,https://www.frontiersin.org/articles/10.3389/fphar.2018.00733/pdf,"[{""compound"": ""Psilocybin"", ""entity"": ""Treatment-resistant depression"", ""study_title"": ""Psychedelic-Assisted Psychotherapy: A Paradigm Shift in Psychiatric Research and Development"", ""study_year"": ""2018""}]",2026-02-12T04:27:29.741661+00:00,excluded_not_relevant,,true,gold,https://www.frontiersin.org/articles/10.3389/fphar.2018.00733/pdf,https://openalex.org/W2831064708,pruned_irrelevant,,,,10.3389/fphar.2018.00733,Psychedelic-Assisted Psychotherapy: A Paradigm Shift in Psychiatric Research and Development,2018
