abstract,action_reason,authors,best_pdf_url,contexts,last_checked_utc,library_status,metadata_lookup_error,open_access_is_oa,open_access_status,open_access_url,openalex_id,pdf_download_status,pdf_local_path,pdf_sha256,pdf_size_bytes,study_doi,study_title,study_year
"Over the past decade, psychedelic compounds have emerged as potentially transformative therapeutics for a variety of intractable neuropsychiatric conditions. However, historically most of the basic science has utilized these compounds as probes to interrogate various endogenous neurotransmitter systems-mainly the serotonin 5-HT2A receptor. With the renewed interest in utilizing these compounds as therapeutics and the explosion in clinical trials, psychedelics have been purported to treat many neuropsychiatric disorders, including depression, cluster headaches, migraines, anxiety, and obsessive-compulsive disorder. It is therefore imperative to understand the biology and pharmacology behind their therapeutic mechanisms as well as expose any potential pitfalls in their widespread use as treatments. This review covers the latest advances in understanding the biological mechanisms, the newest efforts in drug discovery, and potential pitfalls when it comes to utilizing this class of compounds as emerging therapeutics.",,Roth B.L; Gumpper R.H,https://doi.org/10.17615/bkw1-d506,"[{""compound"": ""Ibogaine"", ""entity"": ""NMDA receptor"", ""study_title"": ""Psychedelics as Transformative Therapeutics"", ""study_year"": ""2024""}]",2026-02-12T08:36:08.019740+00:00,in_database,,true,green,https://doi.org/10.17615/bkw1-d506,https://openalex.org/W4400026086,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/mechanistic/pdfs/10.17615_bkw1-d506__44cab20f9b.pdf,3efe3108576018becaaecd53d72df01eedfec29cfcbe1b0756dcb4f89a671932,32008,10.17615/bkw1-d506,Psychedelics as Transformative Therapeutics,2024
"The study of auditory system development and plasticity is important. Large populations of people suffer from hearing loss throughout their lifetime. To optimize treatment for children with hearing loss, it is crucial to understand how early hearing loss affects the development and processing of the central auditory system. Equally important is the understanding of how changes in neural activity in the auditory pathways can have an effect on its function. In this thesis, I studied 1) how hearing loss affects auditory cortical activity and 2) the mechanisms that could underlie learning and memory of sound information. In the first study, I found that hearing loss enhances auditory cortical activity and alters the manner in which the auditory cortex responds to the neuromodulator serotonin. In the second study, I found that the auditory cortex follows unique cellular learning and memory rules and these rules are altered by the neuromodulator acetylcholine.",,Deepti Rao,https://cdr.lib.unc.edu/record/uuid:73690b27-6c99-44fe-8131-af4ab785fe99,"[{""compound"": ""5-MeO-DMT"", ""entity"": ""5-HT1A"", ""study_title"": ""Neuromodulation of intrinsic and synaptic plasticity in auditory cortex"", ""study_year"": ""2019""}]",2026-02-12T08:36:11.282698+00:00,in_database,,true,green,https://cdr.lib.unc.edu/record/uuid:73690b27-6c99-44fe-8131-af4ab785fe99,https://openalex.org/W2953915822,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/mechanistic/pdfs/10.17615_t4an-c727__f7427a51e9.pdf,11bc6214150fa8eb3fd7597ad9e6e3faa1b8dd150acb6eb7bab1e4e9f126e4e4,30708,10.17615/t4an-c727,Neuromodulation of intrinsic and synaptic plasticity in auditory cortex,2019
"The neoclerodane diterpenoid salvinorin A is a major secondary metabolite isolated from the psychoactive plant Salvia divinorum. Salvinorin A has been shown to have high affinity and selectivity for the κ-opioid receptor (KOR). To study the ligand–receptor interactions that occur between salvinorin A and the KOR, a new series of salvinorin A derivatives bearing potentially reactive Michael acceptor functional groups at C-2 was synthesized and used to probe the salvinorin A binding site. The κ-, δ-, and μ-opioid receptor (KOR, DOR and MOR, respectively) binding affinities and KOR efficacies were measured for the new compounds. Although none showed wash-resistant irreversible binding, most of them showed high affinity for the KOR, and some exhibited dual affinity to KOR and MOR. Molecular modeling techniques based on the recently-determined crystal structure of the KOR combined with results from mutagenesis studies, competitive binding, functional assays and structure–activity relationships, and previous salvinorin A–KOR interaction models were used to identify putative interaction modes of the new compounds with the KOR and MOR.",,Prabhakar R. Polepally; Krzysztof Huben; Eyal Vardy; Vincent Setola; Philip D. Mosier; Bryan L. Roth; Jordan K. Zjawiony,https://doi.org/10.17615/wb9e-4z40,"[{""compound"": ""Salvinorin A"", ""entity"": ""kappa opioid receptor (OPRK1)"", ""study_title"": ""Michael acceptor approach to the design of new salvinorin A-based high affinity ligands for the kappa-opioid receptor"", ""study_year"": ""2020""}]",2026-02-12T08:36:14.551478+00:00,in_database,,true,green,https://doi.org/10.17615/wb9e-4z40,https://openalex.org/W4298044738,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/mechanistic/pdfs/10.17615_wb9e-4z40__9550196317.pdf,7745455aea157b22b8576756f162e4a422352547da8cdc7cde18808c692313ca,36723,10.17615/wb9e-4z40,Michael acceptor approach to the design of new salvinorin A-based high affinity ligands for the kappa-opioid receptor,2020
"Addiction, albeit some disbelievers like Mark Lewis [1], is a chronic, relapsing brain disease, resulting in unwanted loss of control over both substance and non- substance behavioral addictions leading to serious adverse consequences [2]. Addiction scientists and clinicians face an incredible challenge in combatting the current opioid and alcohol use disorder (AUD) pandemic throughout the world. Provisional data from the Centers for Disease Control and Prevention (CDC) shows that from July 2021-2022, over 100,000 individuals living in the United States (US) died from a drug overdose, and 77,237 of those deaths were related to opioid use [3]. This number is expected to rise, and according to the US Surgeon General it is highly conceivable that by 2025 approximately 165,000 Americans will die from an opioid overdose. Alcohol abuse, according to data from the World Health Organization (WHO), results in 3 million deaths worldwide every year, which represents 5.3% of all deaths globally [4].",,Kenneth Blum; Mark S. Gold; Jean Lud Cadet; Marjorie Lewis; Thomas McLaughlin; Eric R. Braverman; Igor Elman; Bill Carney; Rene Cortese; Tomilowo Abijo,https://esmed.org/MRA/mra/article/download/4211/99193547197,"[{""compound"": ""Ibogaine"", ""entity"": ""NMDA receptor"", ""study_title"": ""Invited Expert Opinion- Bio-informatic and Limitation Di-rectives to Help Adopt Ge-netic Addiction Risk Screening and Identify Preaddictive Reward Dysregulation: Re-quired Analytic Evidence to Induce Dopamine Homeo-statsis"", ""study_year"": ""2023""}]",2026-02-12T08:36:20.886331+00:00,in_database,,true,diamond,https://esmed.org/MRA/mra/article/download/4211/99193547197,https://openalex.org/W4386782154,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/mechanistic/pdfs/10.18103_mra.v11i8.4211__2488959fa3.pdf,368a369f8c0c3bfb79e94d81cc93abbc1e3b26a38cd2213d7231af298b731587,596448,10.18103/mra.v11i8.4211,Invited Expert Opinion- Bio-informatic and Limitation Di-rectives to Help Adopt Ge-netic Addiction Risk Screening and Identify Preaddictive Reward Dysregulation: Re-quired Analytic Evidence to Induce Dopamine Homeo-statsis,2023
"Purpose: 5-HT2AR exists in high and low affinity states. Agonist PET tracers measure binding to the active high affinity site and thus provide a functionally relevant measure of the receptor. Limited in vivo data have been reported so far for a comparison of agonist versus antagonist tracers for 5-HT2AR used as a proof of principle for measurement of high and low affinity states of this receptor. We compared the in vivo binding of [11C]CIMBI-5, a 5-HT2AR agonist, and of the antagonist [11C]M100907, in monkeys and baboons. Methods: [11C]CIMBI-5 and [11C]M100907 baseline PET scans were performed in anesthetized male baboons (n=2) and male vervet monkeys (n=2) with an ECAT EXACT HR+ and GE 64-slice PET/CT Discovery VCT scanners. Blocking studies were performed in vervet monkeys by pretreatment with MDL100907 (0.5 mg/kg, i.v.) 60 minutes prior to the scan. Regional distribution volumes and binding potentials were calculated for each ROI using the likelihood estimation in graphical analysis and Logan plot, with either plasma input function or reference region as input, and simplified reference tissue model approaches. Results: PET imaging of [11C]CIMBI-5 in baboons and monkeys showed the highest binding in 5-HT2AR-rich cortical regions, while the lowest binding was observed in cerebellum, consistent with the expected distribution of 5-HT2AR. Very low free fractions and rapid metabolism were observed for [11C]CIMBI-5 in baboon plasma. Binding potential values for [11C]CIMBI-5 were 25-33% lower than those for [11C]MDL100907 in the considered brain regions. Conclusion: The lower binding potential of [11C]CIMBI-5 in comparison to [11C]MDL100907 is likely due to the preferential binding of the former to the high affinity site in vivo in contrast to the antagonist, [11C]MDL100907, which binds to both high and low affinity sites.",,Jaya Prabhakaran; Christine DeLorenzo; Francesca Zanderigo; Gitte M. Knudsen; Nic Gilling; Mali Pratap; Matthew J. Jorgensen; James B. Daunais; Jay R. Kaplan; Ramin V. Parsey,https://journals.library.ualberta.ca/jpps/index.php/JPPS/article/download/30329/21523,"[{""compound"": ""LSD"", ""entity"": ""5-HT2A"", ""study_title"": ""In vivo PET Imaging of [11C]CIMBI-5, a 5-HT2AR Agonist Radiotracer in Nonhuman Primates"", ""study_year"": ""2019""}]",2026-02-12T08:36:25.445790+00:00,in_database,,true,diamond,https://journals.library.ualberta.ca/jpps/index.php/JPPS/article/download/30329/21523,https://openalex.org/W2966044403,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/mechanistic/pdfs/10.18433_jpps30329__9c6047bb1a.pdf,9ab4bea49939dd89182b9845ae2e74d971c651371cabe42c2bd573b46414e0e9,2732431,10.18433/jpps30329,"In vivo PET Imaging of [11C]CIMBI-5, a 5-HT2AR Agonist Radiotracer in Nonhuman Primates",2019
,,Vjekoslav Peitl; Darko Vlahović,https://hrcak.srce.hr/file/397382,"[{""compound"": ""DMT"", ""entity"": ""TAAR1"", ""study_title"": ""Trace amine-associated receptor 1 (TAAR1) agonists"", ""study_year"": ""2022""}]",2026-02-12T08:36:30.686521+00:00,in_database,,true,diamond,https://hrcak.srce.hr/file/397382,https://openalex.org/W4220787974,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/mechanistic/pdfs/10.20471_may.2022.58.01.14__f04b040623.pdf,e289ce7ed9bd8ff3ed7cfef49fe8ad73204cff73d664c8334428dfd5fc4f7d5b,239812,10.20471/may.2022.58.01.14,Trace amine-associated receptor 1 (TAAR1) agonists,2022
"This review presents a general background of psilocybin pharmacology and discusses its uses in treating various mental health disorders such as depression, anxiety, obsessive-compulsive disorder, and addiction. A summary of preliminary clinical trials utilizing psilocybin in each disorder is presented, along with an analysis of the neurobiological mechanisms that could explain the results. The purpose of this review is to collect and analyze neuropharmacological data and form an understanding of the possible mechanisms underlying psilocybin’s long-term positive effects in those suffering from various mental health disorders. Psilocybin may be a crucial tool in altering the neurofunctional anatomy that is the pathological core of various mental health disorders. A ‘reset’ of these neurological connections could be the basis of psilocybin treatment and may perhaps inspire a novel foundation of neurological medical intervention in mental health disorders.",,Anthony Principe,https://journal.lib.uoguelph.ca/index.php/surg/article/download/6870/6613,"[{""compound"": ""Psilocin"", ""entity"": ""5-HT1A"", ""study_title"": ""Neuropharmacological analysis of the anti-addictive and therapeutic effects of psilocybin"", ""study_year"": ""2022""}]",2026-02-12T08:36:43.195491+00:00,in_database,,true,diamond,https://journal.lib.uoguelph.ca/index.php/surg/article/download/6870/6613,https://openalex.org/W4281736251,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/mechanistic/pdfs/10.21083_surg.v14i1.6870__379c559a9d.pdf,1348fc2b96ea433b389f4550dc58b9802d705dc004f81abbf092ef0a09aa7c3f,375734,10.21083/surg.v14i1.6870,Neuropharmacological analysis of the anti-addictive and therapeutic effects of psilocybin,2022
"<title>Abstract</title> Objective To evaluate the publications on ibogaine use for substance-related disorders treatment over the last three decades. Method Bibliometric analysis of publications on ibogaine for the treatment of substance-related disorders from 1991 to 2020 using VOSviewer software. We performed a Scopus database search using the terms: ibogaine, 12-methoxybogamine, endabuse, tabernanthe iboga, NIH-10567, and noribogaine. Publications related to ibogaine was compared between the three decades using the Tukey test at 95% confidence level, and the behavior period evaluated considered linear and polynomial regression models. Results Regression models indicated that publications dedicated to ibogaine for treating substance use disorders grew by 5.1 publications per year between 1991–2000 (<italic>R</italic><sup>2</sup> = 0.993). The period from 2001 to 2020 showed a different expansion compared to the previous period, with fluctuations within a constant flow of publications and an increase in the volume of publications was observed until the middle of this decade (<italic>R</italic><sup>2</sup> = 0.889). The same tendency was seen in the last decade, 2011–2020 (<italic>R</italic><sup>2</sup> = 0.949). The US is the most prominent country. Conclusion The present study indicates that, despite differences and fluctuations among the decades analyzed, publications continue year by year and propose future directions for new interventions in the public health.",,Maria Helha Fernandes-Nascimento; André Brooking Negrão; Karine Viana-Ferreira; Bruno Rasmussen Chaves; Yuan‐Pang Wang,https://www.researchsquare.com/article/rs-2031631/latest.pdf,"[{""compound"": ""Ibogaine"", ""entity"": ""kappa opioid receptor (OPRK1)"", ""study_title"": ""Three-decade research development of ibogaine use for the treatment of substance-related disorders: a bibliometric analysis"", ""study_year"": ""2022""}]",2026-02-12T08:36:46.416829+00:00,in_database,,true,gold,https://www.researchsquare.com/article/rs-2031631/latest.pdf,https://openalex.org/W4294993183,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/mechanistic/pdfs/10.21203_rs.3.rs-2031631_v1__890eaa33da.pdf,ac7334365944655201cbc873fb34240e6333ee2bd4acddf0dd1ff8b544222fec,1459220,10.21203/rs.3.rs-2031631/v1,Three-decade research development of ibogaine use for the treatment of substance-related disorders: a bibliometric analysis,2022
"Abstract Psychedelic drugs, including lysergic acid diethylamide (LSD) and other agonists of the serotonin 2A receptor (5HT2A-R), induce drastic changes in subjective experience, and provide a unique opportunity to study the neurobiological basis of consciousness. One of the most notable neurophysiological signatures of psychedelics, increased entropy in spontaneous neural activity, is thought to be of relevance to the psychedelic experience, mediating both acute alterations in consciousness and long-term effects. However, no clear mechanistic explanation for this entropy increase has been put forward so far. We sought to do this here by building upon a recent whole-brain model of serotonergic neuromodulation, to study the entropic effects of 5HT2A-R activation. Our results reproduce the overall entropy increase observed in previous experiments in vivo, providing the first model-based explanation for this phenomenon. We also found that entropy changes were not uniform across the brain: entropy increased in all regions, but the larger effect were localised in visuo-occipital regions. Interestingly, at the whole-brain level, this reconfiguration was not well explained by 5HT2A-R density, but related closely to the topological properties of the brain’s anatomical connectivity. These results help us understand the mechanisms underlying the psychedelic state and, more generally, the pharmacological modulation of whole-brain activity.",,Rubén Herzog; Pedro A. M. Mediano; Fernando E. Rosas; Paul Lodder; Robin Carhart‐Harris; Yonatan Sanz Perl; Enzo Tagliazucchi; Rodrigo Cofré,https://www.researchsquare.com/article/rs-2187775/latest.pdf,"[{""compound"": ""Psilocin"", ""entity"": ""5-HT1A"", ""study_title"": ""A mechanistic model of the neural entropy increase elicited by psychedelic drugs"", ""study_year"": ""2022""}]",2026-02-12T08:36:51.033659+00:00,in_database,,true,green,https://www.researchsquare.com/article/rs-2187775/latest.pdf,https://openalex.org/W4307365989,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/mechanistic/pdfs/10.21203_rs.3.rs-2187775_v1__d2276a8606.pdf,bc1c96af6c0e1589db18bcc3af91283d5bfa5ddb1f0a970d37093d5a867e06b2,3500402,10.21203/rs.3.rs-2187775/v1,A mechanistic model of the neural entropy increase elicited by psychedelic drugs,2022
"<title>Abstract</title> Psychedelic indolethylamines have emerged as potential medicines to treat several psychiatric pathologies. Natural sources of these compounds include ‘magic mushrooms’, plants used to prepare ahayuasca, and toads. Owing to the occurrence of indolethylamines such as <italic>N,N</italic>-dimethyltryptamine, toad skin and parotid gland preparations have a history of ceremonial use, yet their biosynthesis remains uncharacterized. We report the isolation of an indolethylamine <italic>N</italic>-methyltransferase (RmNMT) from cane toad (<italic>Rhinella marina</italic>). Unlike functionally similar mammalian and fungal enzymes, the efficiency and promiscuity of RmNMT made it suitable for the bioproduction of new-to-nature indolethylamine derivatives. <italic>N,N</italic>-Dimethylated indolethylamines showed reduced affinity and engagement at 5-HT<sub>1A</sub> and 5-HT<sub>2A</sub> receptors respectively, compared with primary amine equivalents. Despite reduced 5-HT<sub>2A</sub> receptor engagement of tertiary amines, only these molecules induced hallucinogenic behavior in mice underscoring the importance of metabolic stability. The discovery of RmNMT facilitated the establishment of a bioproduction platform for the isolation and pharmacological screening of novel indolethylamines.",,Xue Chen; Jing Li; Lisa Yu; D. Dhananjaya; Francesca Maule; Sarah G. Cook; Li‐Mei Chang; Jonathan Gallant; David Press; Jaideep S. Bains,https://www.researchsquare.com/article/rs-2667175/latest.pdf,"[{""compound"": ""Psilocin"", ""entity"": ""5-HT1A"", ""study_title"": ""Bioproduction platform using a novel cane toad (Rhinella marina) N-methyltransferase for psychedelic-inspired drug discovery"", ""study_year"": ""2023""}]",2026-02-12T08:36:53.174469+00:00,in_database,,true,gold,https://www.researchsquare.com/article/rs-2667175/latest.pdf,https://openalex.org/W4323854285,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/mechanistic/pdfs/10.21203_rs.3.rs-2667175_v1__45d54967c4.pdf,175b9eb5288b883a286eacb2ad9f45905d8ee846eb61efb41abd3281c2b207e6,709319,10.21203/rs.3.rs-2667175/v1,Bioproduction platform using a novel cane toad (Rhinella marina) N-methyltransferase for psychedelic-inspired drug discovery,2023
"Abstract The present study explored efficient and exclusive analgesic effects of iboga-analogs in formalin-induced mouse via acute pain model. Novel iboga derivatives namely iboga-alcohol, iboga-amide, iboga-methylamide and iboga ester-exo were administered intraperitoneally to evaluate the anti-nociceptive, anti-inflammatory and neuromodulatory effects. Pain assessment was done by paw diameter, paw licking and tail immersion tests. Locomotor activity and anxiety-like behavior were determined by open field test and elevated plus maze. Inflammatory mediators, neurotransmitters and neurotrophic factors were measured from isolated serum, paw tissue and spinal segment. Iboga-analogs significantly reduced paw diameters. Decreased tail flick latency reversed in iboga-alcohol and methyl-amide particularly. Restricted locomotion was also significantly reversed in iboga-alcohol, iboga-amide, and iboga-methyl amide. Anxiolytic behaviour was obtained in the iboga-alcohol, iboga-amide and methyl-amide treated groups. Paw Substance P, CGRP, COX-2 and p65 nuclear translocation; serum IL-6 &amp; TNF-α levels were significantly decreased in the iboga-alcohol treated group. Iboga-alcohol reversed the downregulation of GABA, Dopamine, and elevation of Substance P, NK1R and Glutamate. HRMS analysis confirmed the passage of all iboga-analogs in the brain. Iboga-analogs overturned the depleted BDNF whereas, GDNF elevation was further exaggerated. Taken together, these novel iboga-analogs, particularly iboga-alcohol, executed effective anti-nociception and prevented neuroinflammation. They warrant further clinical applications in acute pain situations.",,Tuhin Bhattacharya; Abhishek Gupta; Shalini Gupta; Samrat Saha; Shatabdi Ghosh; Zofa Shireen; Surajit Sinha; Sanjit Dey,https://www.researchsquare.com/article/rs-3046708/latest.pdf,"[{""compound"": ""Ibogaine"", ""entity"": ""kappa opioid receptor (OPRK1)"", ""study_title"": ""Novel Iboga-derivatives Modulate Nociception and Inflammation in Acute Mouse Pain Model"", ""study_year"": ""2023""}]",2026-02-12T08:36:56.634011+00:00,in_database,,true,green,https://www.researchsquare.com/article/rs-3046708/latest.pdf,https://openalex.org/W4383755573,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/mechanistic/pdfs/10.21203_rs.3.rs-3046708_v1__373361b583.pdf,6d7e22c8c2b1c723a856154648c1dbf657e7796847179006f986f6552d06dde5,1586461,10.21203/rs.3.rs-3046708/v1,Novel Iboga-derivatives Modulate Nociception and Inflammation in Acute Mouse Pain Model,2023
"Abstract Natural phenethylamines are trace amine neurotransmitters associated with dopamine transmission and related illnesses such Parkinson’s disease, and addiction. Synthetic phenethylamines can have psychoactive and hallucinogenic effects due to their high affinity with the 5-HT 2A receptor. Evidence indicates phenethylamines can directly alter the microtubule cytoskeleton being structurally similar to the microtubule destabilizing agent colchicine, however little work has been done on this interaction. As microtubules provide neuron structure, intracellular transport, and influence synaptic plasticity the interaction of phenethylamines with microtubules is important for understanding the potential harms, or potential pharmaceutical use of phenethylamines. We investigated 110 phenethylamines and their interaction with microtubules. Here we performed molecular docking of these compounds at the colchicine binding site and ranked them via binding energy. The top 10% of phenethylamines were further screened based on pharmacokinetic and physicochemical properties derived from SwissADME and LightBBB. Based on these properties 25B-NBF, 25C-NBF, and DMBMPP were tested in in-vitro microtubule polymerization assays showing that they alter microtubule polymerization dynamics in a dose dependent manner. As these compounds can rapidly cross the blood brain barrier and directly affect cytoskeletal dynamics, they have the potential to modulate cytoskeletal based neural plasticity. Further investigations into these mechanisms are warranted.",,Isadora Rocha De Abreu; Allison Barkdull; James R. Munoz; Robert P. Smith; Travis J. A. Craddock,https://www.researchsquare.com/article/rs-3084041/latest.pdf,"[{""compound"": ""DMT"", ""entity"": ""TAAR1"", ""study_title"": ""A molecular analysis of substituted phenylethylamines as potential microtubule targeting agents through in-vitro microtubule-polymerization activity"", ""study_year"": ""2023""}]",2026-02-12T08:36:59.685191+00:00,in_database,,true,green,https://www.researchsquare.com/article/rs-3084041/latest.pdf,https://openalex.org/W4383341640,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/mechanistic/pdfs/10.21203_rs.3.rs-3084041_v1__262d524673.pdf,55003ce15bb602b382f8a4157befad19a15ba1f7cf2133cb54a752d0aad0ed17,1237399,10.21203/rs.3.rs-3084041/v1,A molecular analysis of substituted phenylethylamines as potential microtubule targeting agents through in-vitro microtubule-polymerization activity,2023
"<title>Abstract</title> Psilocybin, a naturally occurring, tryptamine alkaloid prodrug, is currently being investigated for the treatment of a range of psychiatric disorders. Preclinical reports suggest that the biological effects of psilocybin-containing mushroom extract or “full spectrum” (psychedelic) mushroom extract (PME), may differ from those of chemically synthesized psilocybin (PSIL). We compared the effects of PME to those of PSIL on the head twitch response (HTR), neuroplasticity-related synaptic proteins and frontal cortex metabolomic profiles in male C57Bl/6j mice. HTR measurement showed similar effects of PSIL and PME over 20 minutes. Brain specimens (frontal cortex, hippocampus, amygdala, striatum) were assayed for the synaptic proteins, GAP43, PSD95, synaptophysin and SV2A, using western blots. These proteins are indicators of synaptic plasticity. Three days after treatment, there was minimal increase in synaptic proteins. After 11 days, nested analysis of variance (ANOVA) showed a significant increase in each of the 4 proteins over all brain areas studied for PME versus vehicle control, while significant PSIL effects were observed only in the hippocampus and amygdala and were limited to PSD95 and SV2A. Metabolomic analyses of the pre-frontal cortex were performed by untargeted polar metabolomics utilizing capillary electrophoresis – Fourier transform mass spectrometry (CE-FTMS) and showed a differential metabolic separation between PME and vehicle groups. The purines guanosine, hypoxanthine and inosine, associated with oxidative stress and energy production pathways, showed a progressive decline from VEH to PSIL to PME. In conclusion, our synaptic protein findings suggest that PME has a more potent and prolonged effect on synaptic plasticity than PSIL. Our metabolomics data support a gradient of effects from inert vehicle via chemical psilocybin to PME further supporting differential effects. Further studies are needed to confirm and extend these findings and to identify the molecules that may be responsible for the enhanced effects of PME as compared to psilocybin alone.",,Orr Shahar; Alexander Botvinnik; Amit Shwartz; Elad Lerer; Alex Buko; Ethan Hamid; Dani Kahn; Miles Guralnick; Karin Blakolmer; Gilly Wolf,https://www.researchsquare.com/article/rs-3146433/latest.pdf,"[{""compound"": ""5-MeO-DMT"", ""entity"": ""5-HT1A"", ""study_title"": ""Distinctive Molecular and Metabolic Profiles of Chemically Synthesized Psilocybin and Psychedelic Mushroom Extract"", ""study_year"": ""2023""}]",2026-02-12T01:41:05.042150+00:00,in_database,,true,gold,https://www.researchsquare.com/article/rs-3146433/latest.pdf,https://openalex.org/W4384933712,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/mechanistic/pdfs/10.21203_rs.3.rs-3146433_v1__ffe60f10e9.pdf,70588e1284dd8e37c0640cde790febb178059cf9b65c14232b79d147814433a7,1265093,10.21203/rs.3.rs-3146433/v1,Distinctive Molecular and Metabolic Profiles of Chemically Synthesized Psilocybin and Psychedelic Mushroom Extract,2023
"<title>Abstract</title> Psychedelics are promising therapeutics for mood disorders due to their rapid, sustained results. These effects rely on serotonin (5-hydroxytryptamine) receptor agonism, especially at the 2A receptor (5-HT<sub>2A</sub>R). Human neuroimaging studies have reported dramatic 5-HT<sub>2A</sub>R-dependent changes in functional brain reorganization that presumably reflect neuromodulation. However, the potent vasoactive effects of serotonin have not been considered. We assessed neuronal, hemodynamic, and neurovascular coupling (NVC) effects of the psychedelic 5-HT<sub>2A</sub>R agonist, 2,5-Dimethoxy-4-iodoamphetamine (DOI), using wide-field optical imaging (WFOI) in awake Thy1-jRGECO1a mice during stimulus-evoked and resting-state conditions. While DOI mildly altered tasked-based NVC, more pronounced NVC alterations occurred under resting-state conditions and were strongest in association regions. Further, calcium and hemodynamic activity reported different accounts of RSFC changes under DOI.Co-administration of DOI and the 5-HT<sub>2A</sub>R antagonist, MDL100907, reversed many of these effects. Dissociation between neuronal and hemodynamic signals emphasizes a need to consider neurovascular effects of psychedelics when interpreting blood-oxygenation-dependent neuroimaging measures.",,Adam Q. Bauer; Jonah A. Padawer-Curry; Abraham Z. Snyder; Annie R. Bice; Xiaodan Wang; Ginger E. Nicol; Jordan G. McCall; Joshua S. Siegel,https://www.researchsquare.com/article/rs-3403111/latest.pdf,"[{""compound"": ""Psilocin"", ""entity"": ""5-HT1A"", ""study_title"": ""Psychedelic 5-HT2A receptor agonism: neuronal signatures and altered neurovascular coupling."", ""study_year"": ""2023""}]",2026-02-12T08:37:03.050801+00:00,in_database,,true,gold,https://www.researchsquare.com/article/rs-3403111/latest.pdf,https://openalex.org/W4387607417,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/mechanistic/pdfs/10.21203_rs.3.rs-3403111_v1__e10607b39e.pdf,3a45755d6bbbc9b429992a6af0ef66ede3735a8b4936e0c879da0d38041308ad,1836603,10.21203/rs.3.rs-3403111/v1,Psychedelic 5-HT2A receptor agonism: neuronal signatures and altered neurovascular coupling.,2023
