claim_type,compound,disorder,raw_entity_label,entity_role,clinical_context_condition,graph_entity_label,graph_entity_type,graph_include_candidate,graph_exclusion_reason,outcome_type,outcome_domain,result_direction,outcome_measure,outcome_measure_normalized,population,system,study_doi,openalex_id,study_title,authors,study_year,study_journal,publication_type,trial_registry_ids,publication_date,journal_issn,journal_eissn,publisher,mesh_terms,keywords,funders,grant_ids,related_dois,publication_relations,is_retracted,has_correction,language,semantic_scholar_id,paper_type,evidence_level,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,access_level,source_access_level,evidence_location,evidence_locator,study_design,sample_size_total,comparator,intervention_or_exposure,dose,route,session_count_or_duration,timepoint,effect_size,p_value,confidence_interval,adverse_events,supporting_quote,funding,conflicts_of_interest,risk_of_bias_summary,notes
compound_disorder,psilocybin,post-traumatic stress disorder,post-traumatic stress disorder,therapeutic_indication,,post-traumatic stress disorder,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.1089/zeb.2016.1251,,Exploring Hallucinogen Pharmacology and Psychedelic Medicine with Zebrafish Models,Evan J. Kyzar; Allan V. Kalueff,2016,Zebrafish,journal-article,,2016-03-22,1545-8547,1557-8542,SAGE Publications,"Animals | Embryo, Nonmammalian / drug effects | Hallucinogens / pharmacology | Models, Animal | Pharmaceutical Preparations / metabolism | Zebrafish / metabolism",,,,,,,,eng,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,secondary_summary,abstract_only,abstract,abstract,narrative review,,,,,,,,,,,,"efficacy of classic serotonergic hallucinogens, such as lysergic acid diethylamide and psilocybin, in treating addiction, post-traumatic stress disorder, and anxiety.",,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,psilocybin,anxiety,anxiety,therapeutic_indication,,anxiety,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.1089/zeb.2016.1251,,Exploring Hallucinogen Pharmacology and Psychedelic Medicine with Zebrafish Models,Evan J. Kyzar; Allan V. Kalueff,2016,Zebrafish,journal-article,,2016-03-22,1545-8547,1557-8542,SAGE Publications,"Animals | Embryo, Nonmammalian / drug effects | Hallucinogens / pharmacology | Models, Animal | Pharmaceutical Preparations / metabolism | Zebrafish / metabolism",,,,,,,,eng,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,secondary_summary,abstract_only,abstract,abstract,narrative review,,,,,,,,,,,,"efficacy of classic serotonergic hallucinogens, such as lysergic acid diethylamide and psilocybin, in treating addiction, post-traumatic stress disorder, and anxiety.",,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,MDMA,posttraumatic stress disorder,posttraumatic stress disorder,therapeutic_indication,,posttraumatic stress disorder,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.1093/med/9780192863607.003.0004,,MDMA,Michael C. Mithoefer; David E. Presti,2023,Psychedelics as Psychiatric Medications,book-chapter,,2023-03-01,,,Oxford University PressOxford,,,,,,,,,en,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,abstract_only,abstract,Abstract,secondary_literature,,,,,,,,,,,,"Controlled clinical trials of MDMA as a catalyst to psychotherapy have been under way since 2004, and most have been focused on posttraumatic stress disorder as a possible indication. After a series of international Phase 2 trials, results of the first Phase 3 trial were published in 2021 showing very robust improvements in posttraumatic stress disorder symptoms (measured by CAPS 5, the primary outcome measure)",,,,"Projected from extraction_v1 coverage_mentions; coverage_type=summarizes; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,MDMA,disability,disability,therapeutic_indication,,disability,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.1093/med/9780192863607.003.0004,,MDMA,Michael C. Mithoefer; David E. Presti,2023,Psychedelics as Psychiatric Medications,book-chapter,,2023-03-01,,,Oxford University PressOxford,,,,,,,,,en,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,abstract_only,abstract,Abstract,secondary_literature,,,,,,,,,,,,improvements in disability and depression scores,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=summarizes; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,MDMA,depression,depression,therapeutic_indication,,depression,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.1093/med/9780192863607.003.0004,,MDMA,Michael C. Mithoefer; David E. Presti,2023,Psychedelics as Psychiatric Medications,book-chapter,,2023-03-01,,,Oxford University PressOxford,,,,,,,,,en,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,abstract_only,abstract,Abstract,secondary_literature,,,,,,,,,,,,improvements in disability and depression scores,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=summarizes; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,LSD,alcohol addiction,alcohol addiction,therapeutic_indication,,alcohol addiction,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.1093/med/9780192863607.003.0005,,Lysergic acid diethylamide: In search of the wonder drug,Mihai Avram; Felix Müller; Stefan Borgwardt,2023,Psychedelics as Psychiatric Medications,book-chapter,,2023-03,,,Oxford University PressOxford,,,,,,,,,en,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,abstract_only,abstract,Abstract,secondary_literature,,,,,,,,,,,,"Before its ban in the late 1960s, LSD was used to model aspects of psychosis and treat distinct mental disorders such as alcohol addiction and anxiety.",,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,LSD,anxiety,anxiety,therapeutic_indication,,anxiety,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.1093/med/9780192863607.003.0005,,Lysergic acid diethylamide: In search of the wonder drug,Mihai Avram; Felix Müller; Stefan Borgwardt,2023,Psychedelics as Psychiatric Medications,book-chapter,,2023-03,,,Oxford University PressOxford,,,,,,,,,en,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,abstract_only,abstract,Abstract,secondary_literature,,,,,,,,,,,,"Before its ban in the late 1960s, LSD was used to model aspects of psychosis and treat distinct mental disorders such as alcohol addiction and anxiety.",,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,LSD,anxiety,anxiety,therapeutic_indication,,anxiety,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.1093/med/9780192863607.003.0005,,Lysergic acid diethylamide: In search of the wonder drug,Mihai Avram; Felix Müller; Stefan Borgwardt,2023,Psychedelics as Psychiatric Medications,book-chapter,,2023-03,,,Oxford University PressOxford,,,,,,,,,en,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,abstract_only,abstract,Abstract,secondary_literature,,,,,,,,,,,,"While research continues, small studies have identified potential therapeutic uses for LSD in tackling anxiety.",,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,LSD,anxiety disorders,anxiety disorders,therapeutic_indication,,anxiety disorders,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.1093/med/9780192863607.003.0005,,Lysergic acid diethylamide: In search of the wonder drug,Mihai Avram; Felix Müller; Stefan Borgwardt,2023,Psychedelics as Psychiatric Medications,book-chapter,,2023-03,,,Oxford University PressOxford,,,,,,,,,en,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,abstract_only,abstract,Abstract,secondary_literature,,,,,,,,,,,,"Current studies are exploring putative therapeutic effects in several clinical populations, ranging from anxiety disorders and depression to cluster headaches.",,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,LSD,depression,depression,therapeutic_indication,,depression,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.1093/med/9780192863607.003.0005,,Lysergic acid diethylamide: In search of the wonder drug,Mihai Avram; Felix Müller; Stefan Borgwardt,2023,Psychedelics as Psychiatric Medications,book-chapter,,2023-03,,,Oxford University PressOxford,,,,,,,,,en,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,abstract_only,abstract,Abstract,secondary_literature,,,,,,,,,,,,"Current studies are exploring putative therapeutic effects in several clinical populations, ranging from anxiety disorders and depression to cluster headaches.",,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,LSD,cluster headaches,cluster headaches,therapeutic_indication,,cluster headaches,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.1093/med/9780192863607.003.0005,,Lysergic acid diethylamide: In search of the wonder drug,Mihai Avram; Felix Müller; Stefan Borgwardt,2023,Psychedelics as Psychiatric Medications,book-chapter,,2023-03,,,Oxford University PressOxford,,,,,,,,,en,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,abstract_only,abstract,Abstract,secondary_literature,,,,,,,,,,,,"Current studies are exploring putative therapeutic effects in several clinical populations, ranging from anxiety disorders and depression to cluster headaches.",,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,LSD,psychosis,psychosis,therapeutic_indication,,psychosis,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.1093/med/9780192863607.003.0005,,Lysergic acid diethylamide: In search of the wonder drug,Mihai Avram; Felix Müller; Stefan Borgwardt,2023,Psychedelics as Psychiatric Medications,book-chapter,,2023-03,,,Oxford University PressOxford,,,,,,,,,en,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,abstract_only,abstract,Abstract,secondary_literature,,,,,,,,,,,,"Before its ban in the late 1960s, LSD was used to model aspects of psychosis and treat distinct mental disorders such as alcohol addiction and anxiety.",,,,"Projected from extraction_v1 coverage_mentions; coverage_type=mentions; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,psychedelic-assisted therapy,depression,depression,therapeutic_indication,,depression,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.1097/gco.0000000000001000,,Updates in palliative care of gynecologic oncology patients,Teresa Khoo; Daniel Karlin; Christopher Pietras,2024,Current Opinion in Obstetrics & Gynecology,journal-article,,2024-10-08,1040-872X,1080-8256,Ovid Technologies (Wolters Kluwer Health),"Humans | Female | Palliative Care | Genital Neoplasms, Female / therapy | Terminal Care | Quality of Life",,,,,,,,eng,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,abstract_only,abstract,abstract,secondary_literature,,,,,,,,,,,,"A growing area of interest in palliative care is the realm of psychedelic-assisted therapy, which has shown benefits in treating advanced cancer patients with depression.",,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,Psychedelic-assisted therapy,palliative care,palliative care,therapeutic_indication,,palliative care,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.1097/njh.0000000000001096,,A Rapid Review of Psychedelic-Assisted Therapy in the Context of Palliative Care,Megan Miller; Molly Meyers; Annona Martin; Stephanie Napolitano; Caroline Dorsen; Andrew Penn; William E. Rosa,2024,Journal of Hospice and Palliative Nursing,journal-article,,2024-12-19,1522-2179,1539-0705,Ovid Technologies (Wolters Kluwer Health),Humans | Palliative Care / methods | Palliative Care / standards | Hallucinogens / therapeutic use | Hallucinogens / pharmacology,,,,,,,,eng,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,abstract_only,abstract,abstract,rapid review,,,,,,,,,,,,This rapid review aims to synthesize current literature on applications of PAT in the context of palliative care.,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,Psychedelic-assisted therapy,psycho-spiritual-existential concerns,psycho-spiritual-existential concerns,therapeutic_indication,,psycho-spiritual-existential concerns,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.1097/njh.0000000000001096,,A Rapid Review of Psychedelic-Assisted Therapy in the Context of Palliative Care,Megan Miller; Molly Meyers; Annona Martin; Stephanie Napolitano; Caroline Dorsen; Andrew Penn; William E. Rosa,2024,Journal of Hospice and Palliative Nursing,journal-article,,2024-12-19,1522-2179,1539-0705,Ovid Technologies (Wolters Kluwer Health),Humans | Palliative Care / methods | Palliative Care / standards | Hallucinogens / therapeutic use | Hallucinogens / pharmacology,,,,,,,,eng,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,secondary_summary,abstract_only,abstract,abstract,rapid review,,,,,,,,,,,,"Early evidence suggests possible utility of PAT for addressing psychosocial-spiritual-existential concerns, yet gaps remain in understanding findings related to PAT's role in palliative care.",,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,Psilocybin,psycho-spiritual-existential outcomes,psycho-spiritual-existential outcomes,therapeutic_indication,,psycho-spiritual-existential outcomes,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.1097/njh.0000000000001096,,A Rapid Review of Psychedelic-Assisted Therapy in the Context of Palliative Care,Megan Miller; Molly Meyers; Annona Martin; Stephanie Napolitano; Caroline Dorsen; Andrew Penn; William E. Rosa,2024,Journal of Hospice and Palliative Nursing,journal-article,,2024-12-19,1522-2179,1539-0705,Ovid Technologies (Wolters Kluwer Health),Humans | Palliative Care / methods | Palliative Care / standards | Hallucinogens / therapeutic use | Hallucinogens / pharmacology,,,,,,,,eng,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,abstract_only,abstract,abstract,rapid review,,,,,,,,,,,,Psilocybin was the most commonly studied compound. Results support safety and initial efficacy of PAT for psycho-spiritual-existential outcomes among carefully screened and highly homogonous samples of patients with serious illness (predominantly cancer).,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,Psilocybin,serious illness (predominantly cancer),serious illness (predominantly cancer),therapeutic_indication,,serious illness (predominantly cancer),indication,True,,secondary literature coverage,,unclear,,,,unknown,10.1097/njh.0000000000001096,,A Rapid Review of Psychedelic-Assisted Therapy in the Context of Palliative Care,Megan Miller; Molly Meyers; Annona Martin; Stephanie Napolitano; Caroline Dorsen; Andrew Penn; William E. Rosa,2024,Journal of Hospice and Palliative Nursing,journal-article,,2024-12-19,1522-2179,1539-0705,Ovid Technologies (Wolters Kluwer Health),Humans | Palliative Care / methods | Palliative Care / standards | Hallucinogens / therapeutic use | Hallucinogens / pharmacology,,,,,,,,eng,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,abstract_only,abstract,abstract,rapid review,,,,,,,,,,,,Psilocybin was the most commonly studied compound. Results support safety and initial efficacy of PAT for psycho-spiritual-existential outcomes among carefully screened and highly homogonous samples of patients with serious illness (predominantly cancer).,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,Ketamine,chronic noncancer pain,chronic noncancer pain,therapeutic_indication,,chronic noncancer pain,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.1097/spc.0b013e328352812c,,Ketamine for chronic noncancer pain,Rae F. Bell,2012,Current Opinion in Supportive and Palliative Care,journal-article,,2012-06-01,1751-4258,1751-4266,Ovid Technologies (Wolters Kluwer Health),"Analgesics / administration & dosage | Analgesics / adverse effects | Analgesics / therapeutic use | Chemical and Drug Induced Liver Injury | Chronic Pain / drug therapy | Cognition Disorders / chemically induced | Dose-Response Relationship, Drug | Hallucinations / chemically induced | Humans | Ketamine / administration & dosage | Ketamine / adverse effects | Ketamine / therapeutic use | Substance-Related Disorders | Urologic Diseases / chemically induced",,,,,,,,eng,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,abstract_only,abstract,abstract,secondary_literature,,,,,,,,,,,,This review focuses on recent studies on ketamine toxicity in recreational users and possible implications for the use of ketamine in chronic pain therapy.,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,ketamine,anxiety disorders,anxiety disorders,therapeutic_indication,,anxiety disorders,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.1097/yco.0000000000000841,,Update on treatments for anxiety-related disorders,Hyun Jeong Lee; Murray B. Stein,2022,Current Opinion in Psychiatry,journal-article,,2022-12-06,0951-7367,1473-6578,Ovid Technologies (Wolters Kluwer Health),Humans | Acceptance and Commitment Therapy | Transcranial Direct Current Stimulation | Anxiety Disorders / psychology | Selective Serotonin Reuptake Inhibitors / therapeutic use | Anxiety,,,,,,,,eng,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,abstract_only,abstract,abstract,secondary_literature,,,,,,,,,,,,"Other novel products, such as ketamine, psilocybin and cannabidiol, are in the process of gathering evidence in support of the treatment of anxiety disorders.",,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,psilocybin,anxiety disorders,anxiety disorders,therapeutic_indication,,anxiety disorders,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.1097/yco.0000000000000841,,Update on treatments for anxiety-related disorders,Hyun Jeong Lee; Murray B. Stein,2022,Current Opinion in Psychiatry,journal-article,,2022-12-06,0951-7367,1473-6578,Ovid Technologies (Wolters Kluwer Health),Humans | Acceptance and Commitment Therapy | Transcranial Direct Current Stimulation | Anxiety Disorders / psychology | Selective Serotonin Reuptake Inhibitors / therapeutic use | Anxiety,,,,,,,,eng,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,abstract_only,abstract,abstract,secondary_literature,,,,,,,,,,,,"Other novel products, such as ketamine, psilocybin and cannabidiol, are in the process of gathering evidence in support of the treatment of anxiety disorders.",,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,MDMA,post-traumatic stress disorder,post-traumatic stress disorder,therapeutic_indication,,post-traumatic stress disorder,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.1177/0269881120920420,,"Beyond ecstasy: Alternative entactogens to 3,4-methylenedioxymethamphetamine with potential applications in psychotherapy.",Oeri HE,2021,"Journal of psychopharmacology (Oxford, England)",Journal Article | Review,,2020-09-10,0269-8811,1461-7285,,"Animals | Combined Modality Therapy | Hallucinogens / administration & dosage | Hallucinogens / pharmacology | Humans | N-Methyl-3,4-methylenedioxyamphetamine / administration & dosage | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Psychotherapy / methods | Psychotropic Drugs / administration & dosage | Psychotropic Drugs / pharmacology | Stress Disorders, Post-Traumatic / psychology | Stress Disorders, Post-Traumatic / therapy",Entactogen | MDMA | PTSD | empathogen | psychotherapy,,,,,,,eng,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,full_text_seen,abstract,C001,secondary_literature,,,,,,,,,,,,"The last two decades have seen a revival of interest in the entactogen 3,4-methylenedioxy-N-methylamphetamine (MDMA) as an adjunct to psychotherapy, particularly for the treatment of post-traumatic stress disorder.",,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,entactogenic drugs,psychotherapy,psychotherapy,therapeutic_indication,,psychotherapy,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.1177/0269881120920420,,"Beyond ecstasy: Alternative entactogens to 3,4-methylenedioxymethamphetamine with potential applications in psychotherapy.",Oeri HE,2021,"Journal of psychopharmacology (Oxford, England)",Journal Article | Review,,2020-09-10,0269-8811,1461-7285,,"Animals | Combined Modality Therapy | Hallucinogens / administration & dosage | Hallucinogens / pharmacology | Humans | N-Methyl-3,4-methylenedioxyamphetamine / administration & dosage | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Psychotherapy / methods | Psychotropic Drugs / administration & dosage | Psychotropic Drugs / pharmacology | Stress Disorders, Post-Traumatic / psychology | Stress Disorders, Post-Traumatic / therapy",Entactogen | MDMA | PTSD | empathogen | psychotherapy,,,,,,,eng,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,full_text_seen,abstract,C001,secondary_literature,,,,,,,,,,,,"This review examines the existing literature on a host of entactogenic drugs, which may prove to be useful alternatives in the future, paying particularly close attention to any neurotoxic risks, neuropharmacological mechanism of action and entactogenic commonalities with MDMA.",,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,MDMA,PTSD,PTSD,therapeutic_indication,,PTSD,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.1177/0269881120920420,,"Beyond ecstasy: Alternative entactogens to 3,4-methylenedioxymethamphetamine with potential applications in psychotherapy.",Oeri HE,2021,"Journal of psychopharmacology (Oxford, England)",Journal Article | Review,,2020-09-10,0269-8811,1461-7285,,"Animals | Combined Modality Therapy | Hallucinogens / administration & dosage | Hallucinogens / pharmacology | Humans | N-Methyl-3,4-methylenedioxyamphetamine / administration & dosage | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Psychotherapy / methods | Psychotropic Drugs / administration & dosage | Psychotropic Drugs / pharmacology | Stress Disorders, Post-Traumatic / psychology | Stress Disorders, Post-Traumatic / therapy",Entactogen | MDMA | PTSD | empathogen | psychotherapy,,,,,,,eng,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,full_text_seen,text,C002,secondary_literature,,,,,,,,,,,,"MDMA is currently in Phase 3 clinical trials and is expected to appear on the market as a treatment for PTSD in 2021 (Mithoefer et al., 2019).",,,,"Projected from extraction_v1 coverage_mentions; coverage_type=mentions; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,MDMA,alternative drugs for MDMA-assisted psychotherapy,alternative drugs for MDMA-assisted psychotherapy,therapeutic_indication,,alternative drugs for MDMA-assisted psychotherapy,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.1177/0269881120920420,,"Beyond ecstasy: Alternative entactogens to 3,4-methylenedioxymethamphetamine with potential applications in psychotherapy.",Oeri HE,2021,"Journal of psychopharmacology (Oxford, England)",Journal Article | Review,,2020-09-10,0269-8811,1461-7285,,"Animals | Combined Modality Therapy | Hallucinogens / administration & dosage | Hallucinogens / pharmacology | Humans | N-Methyl-3,4-methylenedioxyamphetamine / administration & dosage | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Psychotherapy / methods | Psychotropic Drugs / administration & dosage | Psychotropic Drugs / pharmacology | Stress Disorders, Post-Traumatic / psychology | Stress Disorders, Post-Traumatic / therapy",Entactogen | MDMA | PTSD | empathogen | psychotherapy,,,,,,,eng,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,full_text_seen,abstract,C001,secondary_literature,,,,,,,,,,,,"For instance, patients with existing cardiovascular conditions or with a prolonged history of stimulant drug use may not fit into the current model of MDMA-assisted psychotherapy, and could benefit from alternative drugs.",,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,"psilocybin, MDMA, ketamine","treatment-resistant depression, PTSD, addiction","treatment-resistant depression, PTSD, addiction",therapeutic_indication,,"treatment-resistant depression, PTSD, addiction",indication,True,,secondary literature coverage,,unclear,,,,unknown,10.30574/msarr.2025.14.1.0079,,Exploring the integration of psychedelic-assisted therapy and digital mental health interventions in trauma recovery for underserved adults with high-functioning autism,Paul Okugo Imoh; Ayowole Samuel Ajiboye; Tahir Kolawole Balogun; Amina Catherine Ijiga; Toyosi Motilola Olola; Emmanuel Oluwasayomi Ahmadu,2025,Magna Scientia Advanced Research and Reviews,journal-article,,2025-06-30,2582-9394,2582-9394,GSC Online Press,,,,,,,,,,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,full_text_seen,abstract,Abstract,Review,,,,,,,,,,,,"Emerging evidence suggests that psychedelic-assisted therapies—including psilocybin, MDMA, and ketamine—offer promising outcomes in the treatment of treatment-resistant depression, PTSD, and addiction.",,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,psychedelic-assisted interventions,"trauma recovery, addiction recovery","trauma recovery, addiction recovery",therapeutic_indication,,"trauma recovery, addiction recovery",indication,True,,secondary literature coverage,,unclear,,,,unknown,10.30574/msarr.2025.14.1.0079,,Exploring the integration of psychedelic-assisted therapy and digital mental health interventions in trauma recovery for underserved adults with high-functioning autism,Paul Okugo Imoh; Ayowole Samuel Ajiboye; Tahir Kolawole Balogun; Amina Catherine Ijiga; Toyosi Motilola Olola; Emmanuel Oluwasayomi Ahmadu,2025,Magna Scientia Advanced Research and Reviews,journal-article,,2025-06-30,2582-9394,2582-9394,GSC Online Press,,,,,,,,,,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,full_text_seen,abstract,Abstract,Review,,,,,,,,,,,,This review synthesizes current evidence on the therapeutic potential and limitations of both psychedelic-assisted interventions and digital mental health tools in addressing trauma and addiction recovery in underserved adults with high-functioning autism.,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence"
compound_disorder,psychedelic compounds,post-traumatic stress disorder,post-traumatic stress disorder,therapeutic_indication,,post-traumatic stress disorder,indication,True,,secondary literature coverage,,unclear,,,,unknown,10.3389/fphar.2023.1240295,,Bedside to bench: the outlook for psychedelic research,Victor P. Acero; Emily S. Cribas; Kevin D. Browne; Olivia Rivellini; Justin C. Burrell; John C. O’Donnell; Suradip Das; D. Kacy Cullen,2023,Frontiers in Pharmacology,journal-article,,2023-10-02,1663-9812,,Frontiers Media SA,,DMT | MDMA | ayahuasca | ketamine | mechanism of action (MOA) | psilocybin | psychedelics | salvinorin,RRD VA | NINDS NIH HHS | NIDCR NIH HHS,IK2 RX003376 | R01 NS117757 | T90 DE030854,,,,,eng,,review,low,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,secondary_summary,full_text_seen,abstract,C001,review,,,,,,,,,,,,"There has recently been a resurgence of interest in psychedelic compounds based on studies demonstrating their potential therapeutic applications in treating post-traumatic stress disorder, substance abuse disorders, and treatment-resistant depression.",RRD VA | NINDS NIH HHS | NIDCR NIH HHS,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence"
