normalization_status,normalization_notes,compound,target,disorder,canonical_compound,canonical_entity,compound_original,target_original,disorder_original,graph_entity_original,raw_entity_label,entity_role,graph_entity_label,graph_entity_type,graph_include_candidate,study_doi,study_title,claim_type,clinical_context_condition,graph_exclusion_reason,outcome_type,outcome_domain,result_direction,outcome_measure,outcome_measure_normalized,population,system,authors,study_year,paper_type,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,supporting_quote,access_level,source_access_level,evidence_location,evidence_locator,study_design,funding,conflicts_of_interest,risk_of_bias_summary,notes,study_journal,publication_type,publication_date,journal_issn,journal_eissn,publisher,evidence_level,compound_match_type,entity_match_type,compound_registry_status,entity_registry_status,compound_ids,entity_ids,language,mesh_terms,keywords,trial_registry_ids,funders,grant_ids,publication_relations,has_correction,related_dois,semantic_scholar_id
normalized,compound and graph entity matched local registry,Psilocybin,,Major depressive disorder,Psilocybin,Major depressive disorder,psilocybin,,major depressive disorder (MDD),major depressive disorder (MDD),major depressive disorder (MDD),therapeutic_indication,Major depressive disorder,indication,True,10.1038/s41386-023-01627-y,No time to lose: the current state of research in rapid-acting psychotherapeutics,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Joshua A. Gordon; Nora D. Volkow; George F. Koob,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"larger scale phase 2 and 3 clinical trials of 3,4-Methylenedioxymethamphetamine (MDMA) for posttraumatic stress disorder (PTSD) and psilocybin for major depressive disorder (MDD) have begun to report out efficacy results. ... early evidence supports the notion that psilocybin may result in a rapid improvement in MDD symptoms. In a recent phase 2 placebo-controlled clinical trial, a single 25 mg dose of psilocybin resulted in a reduction in depression symptoms compared to a 1 mg dose (placebo) [16] ). ... Notably, the reduction in symptoms was greatest when assessed the day after the drug treatment, suggesting a rapid onset of the antidepressant effect.",secondary_summary,full_text_seen,text,"C002, C003",secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Neuropsychopharmacology,journal-article,2023-06-22,0893-133X,1740-634X,Springer Science and Business Media LLC,low,label,label,needs_external_id_lookup,needs_external_id_lookup,{},{},eng,Humans | Psychotropic Drugs / therapeutic use | Ketamine / therapeutic use | Ketamine / pharmacology | Substance-Related Disorders / drug therapy,,,,,,,,
normalized,compound and graph entity matched local registry,Psilocybin,,Substance use disorder,Psilocybin,Substance use disorder,psilocybin,,substance use disorders,substance use disorders,substance use disorders,therapeutic_indication,Substance use disorder,indication,True,10.1038/s41386-023-01627-y,No time to lose: the current state of research in rapid-acting psychotherapeutics,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Joshua A. Gordon; Nora D. Volkow; George F. Koob,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"As of now only pilot studies have reported fast relief in some patients with substance use disorders for psylocibin [22] , ketamine [23] and ibogaine [24] , though the safety of these drugs in these patient populations still needs to be evaluated.",secondary_summary,full_text_seen,text,C004,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Neuropsychopharmacology,journal-article,2023-06-22,0893-133X,1740-634X,Springer Science and Business Media LLC,low,label,fuzzy_high_confidence,needs_external_id_lookup,needs_external_id_lookup,{},{},eng,Humans | Psychotropic Drugs / therapeutic use | Ketamine / therapeutic use | Ketamine / pharmacology | Substance-Related Disorders / drug therapy,,,,,,,,
normalized,compound and graph entity matched local registry,Psilocybin,,Alcohol use disorder,Psilocybin,Alcohol use disorder,psilocybin,,alcohol use disorder (AUD),alcohol use disorder (AUD),alcohol use disorder (AUD),therapeutic_indication,Alcohol use disorder,indication,True,10.1038/s41386-023-01627-y,No time to lose: the current state of research in rapid-acting psychotherapeutics,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Joshua A. Gordon; Nora D. Volkow; George F. Koob,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"For instance, in a small trial of 10 subjects with alcohol use disorder (AUD), two supervised sessions of psylocibin treatment resulted in decreases in craving and increases in abstinence that largely persisted over 36 weeks [31] .",secondary_summary,full_text_seen,text,C005,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Neuropsychopharmacology,journal-article,2023-06-22,0893-133X,1740-634X,Springer Science and Business Media LLC,low,label,label,needs_external_id_lookup,needs_external_id_lookup,{},{},eng,Humans | Psychotropic Drugs / therapeutic use | Ketamine / therapeutic use | Ketamine / pharmacology | Substance-Related Disorders / drug therapy,,,,,,,,
normalized,compound and graph entity matched local registry,LSD,,Alcohol use disorder,LSD,Alcohol use disorder,LSD,,alcohol use disorder (AUD),alcohol use disorder (AUD),alcohol use disorder (AUD),therapeutic_indication,Alcohol use disorder,indication,True,10.1038/s41386-023-01627-y,No time to lose: the current state of research in rapid-acting psychotherapeutics,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Joshua A. Gordon; Nora D. Volkow; George F. Koob,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,A meta-analysis of clinical trials using LSD to treat AUD found initial reductions in alcohol consumption that mostly faded over the following year [32] .,secondary_summary,full_text_seen,text,C005,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Neuropsychopharmacology,journal-article,2023-06-22,0893-133X,1740-634X,Springer Science and Business Media LLC,low,label,label,needs_external_id_lookup,needs_external_id_lookup,{},{},eng,Humans | Psychotropic Drugs / therapeutic use | Ketamine / therapeutic use | Ketamine / pharmacology | Substance-Related Disorders / drug therapy,,,,,,,,
normalized,compound and graph entity matched local registry,Ibogaine,,Substance use disorder,Ibogaine,Substance use disorder,ibogaine,,substance use disorders,substance use disorders,substance use disorders,therapeutic_indication,Substance use disorder,indication,True,10.1038/s41386-023-01627-y,No time to lose: the current state of research in rapid-acting psychotherapeutics,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Joshua A. Gordon; Nora D. Volkow; George F. Koob,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"As of now only pilot studies have reported fast relief in some patients with substance use disorders for psylocibin [22] , ketamine [23] and ibogaine [24] , though the safety of these drugs in these patient populations still needs to be evaluated.",secondary_summary,full_text_seen,text,C004,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Neuropsychopharmacology,journal-article,2023-06-22,0893-133X,1740-634X,Springer Science and Business Media LLC,low,label,fuzzy_high_confidence,needs_external_id_lookup,needs_external_id_lookup,{},{},eng,Humans | Psychotropic Drugs / therapeutic use | Ketamine / therapeutic use | Ketamine / pharmacology | Substance-Related Disorders / drug therapy,,,,,,,,
normalized,compound and graph entity matched local registry,MDMA,,Post-traumatic stress disorder,MDMA,Post-traumatic stress disorder,MDMA,,post-traumatic stress disorder (PTSD),post-traumatic stress disorder (PTSD),post-traumatic stress disorder (PTSD),therapeutic_indication,Post-traumatic stress disorder,indication,True,10.1038/s41386-023-01666-5,Therapeutic mechanisms of psychedelics and entactogens,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Boris D. Heifets; David E. Olson,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"For entactogens, MDMA-assisted therapy for PTSD has the strongest evidence [1, 208] .",secondary_summary,full_text_seen,text,C017,secondary_literature,NIDA NIH HHS | NIGMS NIH HHS | NIMH NIH HHS,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence",Neuropsychopharmacology,journal-article,2023-07-24,0893-133X,1740-634X,Springer Science and Business Media LLC,low,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},{},eng,Animals | Humans | Hallucinogens / pharmacology | Hallucinogens / therapeutic use | Mental Disorders / drug therapy | Mental Health,,NCT04454684 | NCT02037126,NIDA NIH HHS | NIGMS NIH HHS | NIMH NIH HHS,P50 DA042012 | R01 DA056365 | R01 GM128997 | R01 MH130591,,,,
normalized,compound and graph entity matched local registry,Psilocybin,,Major depressive disorder,Psilocybin,Major depressive disorder,psilocybin,,major depressive disorder,major depressive disorder,major depressive disorder,therapeutic_indication,Major depressive disorder,indication,True,10.1038/s41386-023-01666-5,Therapeutic mechanisms of psychedelics and entactogens,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Boris D. Heifets; David E. Olson,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"For classical psychedelics, the most well-powered clinical studies have dealt with major depressive disorder [3, 6, 8, 83] and alcohol use disorder [84, 207] .",secondary_summary,full_text_seen,text,C017,secondary_literature,NIDA NIH HHS | NIGMS NIH HHS | NIMH NIH HHS,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence",Neuropsychopharmacology,journal-article,2023-07-24,0893-133X,1740-634X,Springer Science and Business Media LLC,low,label,label,needs_external_id_lookup,needs_external_id_lookup,{},{},eng,Animals | Humans | Hallucinogens / pharmacology | Hallucinogens / therapeutic use | Mental Disorders / drug therapy | Mental Health,,NCT04454684 | NCT02037126,NIDA NIH HHS | NIGMS NIH HHS | NIMH NIH HHS,P50 DA042012 | R01 DA056365 | R01 GM128997 | R01 MH130591,,,,
normalized,compound and graph entity matched local registry,Psilocybin,,Alcohol use disorder,Psilocybin,Alcohol use disorder,psilocybin,,alcohol use disorder,alcohol use disorder,alcohol use disorder,therapeutic_indication,Alcohol use disorder,indication,True,10.1038/s41386-023-01666-5,Therapeutic mechanisms of psychedelics and entactogens,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Boris D. Heifets; David E. Olson,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"For classical psychedelics, controlled human studies have enrolled patients with depression [3, 4, 6, 8, 83] , alcohol use disorder [84, 85] or tobacco use disorder [86]",secondary_summary,full_text_seen,text,C008,secondary_literature,NIDA NIH HHS | NIGMS NIH HHS | NIMH NIH HHS,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence",Neuropsychopharmacology,journal-article,2023-07-24,0893-133X,1740-634X,Springer Science and Business Media LLC,low,label,label,needs_external_id_lookup,needs_external_id_lookup,{},{},eng,Animals | Humans | Hallucinogens / pharmacology | Hallucinogens / therapeutic use | Mental Disorders / drug therapy | Mental Health,,NCT04454684 | NCT02037126,NIDA NIH HHS | NIGMS NIH HHS | NIMH NIH HHS,P50 DA042012 | R01 DA056365 | R01 GM128997 | R01 MH130591,,,,
normalized,compound and graph entity matched local registry,MDMA,,Alcohol use disorder,MDMA,Alcohol use disorder,MDMA,,alcohol use disorder,alcohol use disorder,alcohol use disorder,therapeutic_indication,Alcohol use disorder,indication,True,10.1038/s41386-023-01666-5,Therapeutic mechanisms of psychedelics and entactogens,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Boris D. Heifets; David E. Olson,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"Two small studies have also tested MDMA assisted therapy for social anxiety in autistic adults [148] , and for alcohol use disorder [149] respectively.",secondary_summary,full_text_seen,text,C011,secondary_literature,NIDA NIH HHS | NIGMS NIH HHS | NIMH NIH HHS,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence",Neuropsychopharmacology,journal-article,2023-07-24,0893-133X,1740-634X,Springer Science and Business Media LLC,low,label,label,needs_external_id_lookup,needs_external_id_lookup,{},{},eng,Animals | Humans | Hallucinogens / pharmacology | Hallucinogens / therapeutic use | Mental Disorders / drug therapy | Mental Health,,NCT04454684 | NCT02037126,NIDA NIH HHS | NIGMS NIH HHS | NIMH NIH HHS,P50 DA042012 | R01 DA056365 | R01 GM128997 | R01 MH130591,,,,
normalized,compound and graph entity matched local registry,Ayahuasca,,Depression,Ayahuasca,Depression,ayahuasca,,depression,depression,depression,therapeutic_indication,Depression,indication,True,10.1038/s41386-023-01666-5,Therapeutic mechanisms of psychedelics and entactogens,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Boris D. Heifets; David E. Olson,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"An interesting exception to this pattern is an early study testing the efficacy of the N,N-dimethytrypamine (DMT)-containing brew, called ayahuasca, for depression [245] . Palhano-Fontes et al. reported large and persistent antidepressant effects in the absence of any structured post-drug integration therapy.",secondary_summary,full_text_seen,text,C021,secondary_literature,NIDA NIH HHS | NIGMS NIH HHS | NIMH NIH HHS,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence",Neuropsychopharmacology,journal-article,2023-07-24,0893-133X,1740-634X,Springer Science and Business Media LLC,low,label,label,mixture_needs_component_mapping,broad_category_needs_external_id_lookup,{},{},eng,Animals | Humans | Hallucinogens / pharmacology | Hallucinogens / therapeutic use | Mental Disorders / drug therapy | Mental Health,,NCT04454684 | NCT02037126,NIDA NIH HHS | NIGMS NIH HHS | NIMH NIH HHS,P50 DA042012 | R01 DA056365 | R01 GM128997 | R01 MH130591,,,,
normalized,compound and graph entity matched local registry,5-MeO-DMT,,Treatment-resistant depression,5-MeO-DMT,Treatment-resistant depression,5-MeO-DMT,,treatment-resistant depression,treatment-resistant depression,treatment-resistant depression,therapeutic_indication,Treatment-resistant depression,indication,True,10.1038/s41386-023-01666-5,Therapeutic mechanisms of psychedelics and entactogens,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Boris D. Heifets; David E. Olson,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"Similarly, Reckweg and colleagues observed a robust antidepressant response following administration of a single dose of 5-MeO-DMT to patients with treatment-resistant depression even in the absence of psychotherapy [246] .",secondary_summary,full_text_seen,text,C021,secondary_literature,NIDA NIH HHS | NIGMS NIH HHS | NIMH NIH HHS,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence",Neuropsychopharmacology,journal-article,2023-07-24,0893-133X,1740-634X,Springer Science and Business Media LLC,low,label,label,needs_external_id_lookup,needs_external_id_lookup,{},{},eng,Animals | Humans | Hallucinogens / pharmacology | Hallucinogens / therapeutic use | Mental Disorders / drug therapy | Mental Health,,NCT04454684 | NCT02037126,NIDA NIH HHS | NIGMS NIH HHS | NIMH NIH HHS,P50 DA042012 | R01 DA056365 | R01 GM128997 | R01 MH130591,,,,
normalized,compound and graph entity matched local registry,Ketamine,,Depression,Ketamine,Depression,ketamine,,depression,depression,depression,therapeutic_indication,Depression,indication,True,10.1038/s41386-023-01666-5,Therapeutic mechanisms of psychedelics and entactogens,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Boris D. Heifets; David E. Olson,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"Most trials of intravenous ketamine for depression do not employ any particular integration therapy [194] . In these studies, patients report, on average, a 1-2 week treatment response from a single infusion and a potentially more durable antidepressant response after a series of treatments [11, [247] [248] [249] [250] [251] .",secondary_summary,full_text_seen,text,C021,secondary_literature,NIDA NIH HHS | NIGMS NIH HHS | NIMH NIH HHS,,,"Projected from extraction_v1 coverage_mentions; coverage_type=reviews; relationship is discussed in secondary literature, not treated as primary evidence",Neuropsychopharmacology,journal-article,2023-07-24,0893-133X,1740-634X,Springer Science and Business Media LLC,low,label,label,needs_external_id_lookup,broad_category_needs_external_id_lookup,{},{},eng,Animals | Humans | Hallucinogens / pharmacology | Hallucinogens / therapeutic use | Mental Disorders / drug therapy | Mental Health,,NCT04454684 | NCT02037126,NIDA NIH HHS | NIGMS NIH HHS | NIMH NIH HHS,P50 DA042012 | R01 DA056365 | R01 GM128997 | R01 MH130591,,,,
normalized,compound and graph entity matched local registry,Ketamine,,Schizophrenia,Ketamine,Schizophrenia,ketamine,,schizophrenia,schizophrenia,schizophrenia,therapeutic_indication,Schizophrenia,indication,True,10.1038/s41386-023-01690-5,Finding new and better treatments for psychiatric disorders,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Steven M. Paul; William Z. Potter,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"The first is the observation that the dissociative anesthetic ketamine, later shown to be an NMDA receptor channel blocker, produced mood-elevating effects in some patients with schizophrenia",secondary_summary,full_text_seen,text,C007,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Neuropsychopharmacology,journal-article,2023-08-15,0893-133X,1740-634X,Springer Science and Business Media LLC,low,label,label,needs_external_id_lookup,needs_external_id_lookup,{},{},eng,Humans | Mental Disorders / drug therapy | Schizophrenia / drug therapy | Anxiety Disorders / drug therapy,,NCT04958031 | NCT03559192 | NCT04580134,,,,,,
normalized,compound and graph entity matched local registry,Ketamine,,Major depressive disorder,Ketamine,Major depressive disorder,ketamine,,Major Depressive Disorder (MDD)/Treatment-Resistant Depression (TRD),Major Depressive Disorder (MDD)/Treatment-Resistant Depression (TRD),Major Depressive Disorder (MDD)/Treatment-Resistant Depression (TRD),therapeutic_indication,Major depressive disorder,indication,True,10.1038/s41386-023-01690-5,Finding new and better treatments for psychiatric disorders,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Steven M. Paul; William Z. Potter,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,The mood-elevating properties of ketamine were unanticipated and subsequently led to ketamine's use as an antidepressant in MDD/TRD and now in multiple other psychiatric disorders.,secondary_summary,full_text_seen,text,C007,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Neuropsychopharmacology,journal-article,2023-08-15,0893-133X,1740-634X,Springer Science and Business Media LLC,low,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},{},eng,Humans | Mental Disorders / drug therapy | Schizophrenia / drug therapy | Anxiety Disorders / drug therapy,,NCT04958031 | NCT03559192 | NCT04580134,,,,,,
normalized,compound and graph entity matched local registry,S-ketamine,,Treatment-resistant depression,S-ketamine,Treatment-resistant depression,esketamine,,treatment-resistant depression,treatment-resistant depression,treatment-resistant depression,therapeutic_indication,Treatment-resistant depression,indication,True,10.1038/s41386-023-01690-5,Finding new and better treatments for psychiatric disorders,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Steven M. Paul; William Z. Potter,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,in fact the S-isomer of ketamine (esketamine) has recently been approved by the FDA to treat treatment-resistant depression.,secondary_summary,full_text_seen,text,C007,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Neuropsychopharmacology,journal-article,2023-08-15,0893-133X,1740-634X,Springer Science and Business Media LLC,low,alias,label,needs_external_id_lookup,needs_external_id_lookup,{},{},eng,Humans | Mental Disorders / drug therapy | Schizophrenia / drug therapy | Anxiety Disorders / drug therapy,,NCT04958031 | NCT03559192 | NCT04580134,,,,,,
normalized,compound and graph entity matched local registry,Psilocybin,,Major depressive disorder,Psilocybin,Major depressive disorder,psilocybin,,Major Depressive Disorder (MDD),Major Depressive Disorder (MDD),Major Depressive Disorder (MDD),therapeutic_indication,Major depressive disorder,indication,True,10.1038/s41386-023-01690-5,Finding new and better treatments for psychiatric disorders,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Steven M. Paul; William Z. Potter,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,These findings have led to multiple trials of both psilocybin and LSD in MDD,secondary_summary,full_text_seen,text,C007,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Neuropsychopharmacology,journal-article,2023-08-15,0893-133X,1740-634X,Springer Science and Business Media LLC,low,label,label,needs_external_id_lookup,needs_external_id_lookup,{},{},eng,Humans | Mental Disorders / drug therapy | Schizophrenia / drug therapy | Anxiety Disorders / drug therapy,,NCT04958031 | NCT03559192 | NCT04580134,,,,,,
normalized,compound and graph entity matched local registry,LSD,,Major depressive disorder,LSD,Major depressive disorder,LSD,,Major Depressive Disorder (MDD),Major Depressive Disorder (MDD),Major Depressive Disorder (MDD),therapeutic_indication,Major depressive disorder,indication,True,10.1038/s41386-023-01690-5,Finding new and better treatments for psychiatric disorders,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Steven M. Paul; William Z. Potter,2023,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,These findings have led to multiple trials of both psilocybin and LSD in MDD,secondary_summary,full_text_seen,text,C007,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Neuropsychopharmacology,journal-article,2023-08-15,0893-133X,1740-634X,Springer Science and Business Media LLC,low,label,label,needs_external_id_lookup,needs_external_id_lookup,{},{},eng,Humans | Mental Disorders / drug therapy | Schizophrenia / drug therapy | Anxiety Disorders / drug therapy,,NCT04958031 | NCT03559192 | NCT04580134,,,,,,
normalized,compound and graph entity matched local registry,LSD,,Depression,LSD,Depression,LSD,,depression,depression,depression,therapeutic_indication,Depression,indication,True,10.1055/a-1721-2914,Classic Psychedelic Drugs: Update on Biological Mechanisms,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Franz X. Vollenweider; John W Smallridge,2022,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"During the 1950s and 1960s, the clinical potential of LSD and psilocybin was extensively investigated for the treatment of different psychiatric disorders including depression and alcohol use disorder.",secondary_summary,full_text_seen,text,C003,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Pharmacopsychiatry,Journal Article,2022-01-25,0176-3679,1439-0795,,low,label,label,needs_external_id_lookup,broad_category_needs_external_id_lookup,{},{},eng,Animals | Brain / diagnostic imaging | Cognition | Hallucinogens / pharmacology | Hallucinogens / therapeutic use | Humans | Mental Disorders / drug therapy,,,,,,,,
normalized,compound and graph entity matched local registry,Psilocybin,,Depression,Psilocybin,Depression,psilocybin,,depression,depression,depression,therapeutic_indication,Depression,indication,True,10.1055/a-1721-2914,Classic Psychedelic Drugs: Update on Biological Mechanisms,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Franz X. Vollenweider; John W Smallridge,2022,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"During the 1950s and 1960s, the clinical potential of LSD and psilocybin was extensively investigated for the treatment of different psychiatric disorders including depression and alcohol use disorder.",secondary_summary,full_text_seen,text,C003,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Pharmacopsychiatry,Journal Article,2022-01-25,0176-3679,1439-0795,,low,label,label,needs_external_id_lookup,broad_category_needs_external_id_lookup,{},{},eng,Animals | Brain / diagnostic imaging | Cognition | Hallucinogens / pharmacology | Hallucinogens / therapeutic use | Humans | Mental Disorders / drug therapy,,,,,,,,
normalized,compound and graph entity matched local registry,LSD,,Alcohol use disorder,LSD,Alcohol use disorder,LSD,,alcohol use disorder,alcohol use disorder,alcohol use disorder,therapeutic_indication,Alcohol use disorder,indication,True,10.1055/a-1721-2914,Classic Psychedelic Drugs: Update on Biological Mechanisms,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Franz X. Vollenweider; John W Smallridge,2022,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"During the 1950s and 1960s, the clinical potential of LSD and psilocybin was extensively investigated for the treatment of different psychiatric disorders including depression and alcohol use disorder.",secondary_summary,full_text_seen,text,C003,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Pharmacopsychiatry,Journal Article,2022-01-25,0176-3679,1439-0795,,low,label,label,needs_external_id_lookup,needs_external_id_lookup,{},{},eng,Animals | Brain / diagnostic imaging | Cognition | Hallucinogens / pharmacology | Hallucinogens / therapeutic use | Humans | Mental Disorders / drug therapy,,,,,,,,
normalized,compound and graph entity matched local registry,Psilocybin,,Alcohol use disorder,Psilocybin,Alcohol use disorder,psilocybin,,alcohol use disorder,alcohol use disorder,alcohol use disorder,therapeutic_indication,Alcohol use disorder,indication,True,10.1055/a-1721-2914,Classic Psychedelic Drugs: Update on Biological Mechanisms,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Franz X. Vollenweider; John W Smallridge,2022,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,1.0,False,"During the 1950s and 1960s, the clinical potential of LSD and psilocybin was extensively investigated for the treatment of different psychiatric disorders including depression and alcohol use disorder.",secondary_summary,full_text_seen,text,C003,secondary_literature,,,,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",Pharmacopsychiatry,Journal Article,2022-01-25,0176-3679,1439-0795,,low,label,label,needs_external_id_lookup,needs_external_id_lookup,{},{},eng,Animals | Brain / diagnostic imaging | Cognition | Hallucinogens / pharmacology | Hallucinogens / therapeutic use | Humans | Mental Disorders / drug therapy,,,,,,,,
normalized,compound and graph entity matched local registry,S-ketamine,,Pain,S-ketamine,Pain,S-ketamine,,postoperative pain,postoperative pain,postoperative pain,therapeutic_indication,Pain,indication,True,10.1055/s-0041-100389,Opioidgewöhnte Patienten – Perioperatives Management,compound_disorder,,,secondary literature coverage,,unclear,,,,unknown,Carsten Stoetzer; Andreas Leffler; Jörg Filitz,2015,review,doi,review,evidence_synthesis,secondary_literature,uncertain,uncertain,0.9,False,"The intraoperative administration of S-ketamine is recommended for patients who either already have developed opioid tolerance or suffer from neuropathic pain, and by which postoperative pain is high and was already shown to be poorly adjusted. ... Zahlreiche Studien konnten mitt lerweile belegen, dass Ketamin die Intensität postoperativer Schmerzen und / oder den post operativen Opioidverbrauch reduzieren kann [40]. ... Weitere Therapieansätze wie die Gabe von S-Ketamin, Pregabalin, Lidocain und Magnesium sind ein vielversprechender Ansatz in der Behandlung opioidgewöhnter Patienten. ... SKetamin kann die Intensität postoperativer Schmerzen und den Opioidverbrauch senken.",secondary_summary,full_text_seen,abstract,"Abstract, Chunk C005, Chunk C007, Chunk C008",review,,"Die Autoren erklären, dass keine Interessenkonflikte vorliegen.",,"Projected from extraction_v1 coverage_mentions; coverage_type=discusses; relationship is discussed in secondary literature, not treated as primary evidence",AINS - Anästhesiologie · Intensivmedizin · Notfallmedizin · Schmerztherapie,journal-article,2015-02-27,0939-2661,1439-1074,Georg Thieme Verlag KG,low,label,alias,needs_external_id_lookup,broad_category_needs_external_id_lookup,{},{},ger,Anesthesia | Anesthetics | Humans | Hyperalgesia / chemically induced | Opioid-Related Disorders / complications | Pain Management | Perioperative Care / methods,,,,,,,,
